Site,Year,Block,Trt,Plot,Tree_Number,Sp_code,Cond,DBH,CoreID,response,priorDBH,priorYear,PlotID,totalPlotBA_ha,priorBA
AS,2013,2,1,12,29,PIPO,1,20.8,AS_2_1_12_29,Live,18.2,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,29,PIPO,1,22,AS_2_1_12_29,Live,20.8,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,31,PIPO,1,12.5,AS_2_1_12_31,Live,11.1,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,31,PIPO,1,12.9,AS_2_1_12_31,Live,12.5,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,34,PIPO,1,19.9,AS_2_1_12_34,Live,18,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,34,PIPO,1,20.6,AS_2_1_12_34,Live,19.9,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,35,PIPO,1,25.4,AS_2_1_12_35,Live,22.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,35,PIPO,1,26.2,AS_2_1_12_35,Live,25.4,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,41,PIPO,1,26.2,AS_2_1_12_41,Live,24,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,41,PIPO,1,26.8,AS_2_1_12_41,Live,26.2,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,43,PIPO,1,26.3,AS_2_1_12_43,Live,23.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,43,PIPO,1,27.5,AS_2_1_12_43,Live,26.3,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,44,PIPO,1,24.8,AS_2_1_12_44,Live,21.1,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,44,PIPO,1,26.4,AS_2_1_12_44,Live,24.8,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,47,PIPO,1,21.7,AS_2_1_12_47,Live,19.3,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,47,PIPO,1,22.9,AS_2_1_12_47,Live,21.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,48,PIPO,1,18.2,AS_2_1_12_48,Live,16.5,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,48,PIPO,1,18.5,AS_2_1_12_48,Live,18.2,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,57,PIPO,1,19.7,AS_2_1_12_57,Live,18.8,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,57,PIPO,1,20,AS_2_1_12_57,Live,19.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,58,PIPO,1,25.3,AS_2_1_12_58,Live,23,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,58,PIPO,1,26.3,AS_2_1_12_58,Live,25.3,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,59,PIPO,1,26.4,AS_2_1_12_59,Live,24.2,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,59,PIPO,1,27.4,AS_2_1_12_59,Live,26.4,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,62,PIPO,1,20.7,AS_2_1_12_62,Live,20.7,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,62,PIPO,1,20.7,AS_2_1_12_62,Live,20.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,63,PIPO,1,29.7,AS_2_1_12_63,Live,26.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,63,PIPO,1,31,AS_2_1_12_63,Live,29.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,65,PIPO,1,17.6,AS_2_1_12_65,Live,15.1,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,65,PIPO,1,18.5,AS_2_1_12_65,Live,17.6,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,67,PIPO,1,20.7,AS_2_1_12_67,Live,20.3,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,67,PIPO,1,20.5,AS_2_1_12_67,Live,20.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,70,PIPO,1,21.8,AS_2_1_12_70,Live,21.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,70,PIPO,3,NA,AS_2_1_12_70,Dead,21.8,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,71,PIPO,1,25.1,AS_2_1_12_71,Live,23.1,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,71,PIPO,1,26,AS_2_1_12_71,Live,25.1,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,74,PIPO,1,10.3,AS_2_1_12_74,Live,8.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,74,PIPO,1,10.5,AS_2_1_12_74,Live,10.3,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,76,PIPO,1,12.8,AS_2_1_12_76,Live,11.8,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,76,PIPO,1,13.1,AS_2_1_12_76,Live,12.8,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,78,PIPO,1,21.5,AS_2_1_12_78,Live,18.7,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,78,PIPO,1,22.7,AS_2_1_12_78,Live,21.5,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,80,PIPO,1,3.9,AS_2_1_12_80,Live,3.3,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,80,PIPO,1,3.9,AS_2_1_12_80,Live,3.9,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,81,PIPO,1,14.9,AS_2_1_12_81,Live,13,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,81,PIPO,1,15.7,AS_2_1_12_81,Live,14.9,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,87,PIPO,1,15.1,AS_2_1_12_87,Live,14.2,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,87,PIPO,1,14.7,AS_2_1_12_87,Live,15.1,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,90,PIPO,1,12,AS_2_1_12_90,Live,9.9,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,90,PIPO,1,12.7,AS_2_1_12_90,Live,12,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,93,PIPO,1,22.7,AS_2_1_12_93,Live,20.7,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,93,PIPO,1,23.7,AS_2_1_12_93,Live,22.7,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,94,PIPO,1,20.1,AS_2_1_12_94,Live,17.8,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,94,PIPO,1,21,AS_2_1_12_94,Live,20.1,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,12,98,PIPO,1,21.9,AS_2_1_12_98,Live,20.8,2002,AS_2_1_12,34.53945726,31.41116979
AS,2019,2,1,12,98,PIPO,1,22.2,AS_2_1_12_98,Live,21.9,2013,AS_2_1_12,35.88166659,34.53945726
AS,2013,2,1,13,1,PIPO,1,26.7,AS_2_1_13_1,Live,26.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,1,PIPO,1,26.7,AS_2_1_13_1,Live,26.7,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,10,PIPO,1,12.8,AS_2_1_13_10,Live,7.6,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,10,PIPO,1,15.7,AS_2_1_13_10,Live,12.8,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,11,PIPO,1,9,AS_2_1_13_11,Live,5.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,11,PIPO,1,11,AS_2_1_13_11,Live,9,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,12,PIPO,1,5,AS_2_1_13_12,Live,1.2,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,12,PIPO,1,6.9,AS_2_1_13_12,Live,5,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,13,PIPO,1,11.1,AS_2_1_13_13,Live,7.9,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,13,PIPO,1,13.2,AS_2_1_13_13,Live,11.1,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,14,PIPO,1,9.4,AS_2_1_13_14,Live,6.6,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,14,PIPO,1,11.2,AS_2_1_13_14,Live,9.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,15,PIPO,1,2.4,AS_2_1_13_15,Live,0.8,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,15,PIPO,1,5.2,AS_2_1_13_15,Live,2.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,16,PIPO,1,18.6,AS_2_1_13_16,Live,15.7,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,16,PIPO,1,19.9,AS_2_1_13_16,Live,18.6,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,17,PIPO,1,22.4,AS_2_1_13_17,Live,19,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,17,PIPO,1,23.2,AS_2_1_13_17,Live,22.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,18,PIPO,1,23.4,AS_2_1_13_18,Live,20.2,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,18,PIPO,1,25.1,AS_2_1_13_18,Live,23.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,19,PIPO,1,51,AS_2_1_13_19,Live,51.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,19,PIPO,3,NA,AS_2_1_13_19,Dead,51,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,2,PIPO,1,9.1,AS_2_1_13_2,Live,8.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,2,PIPO,3,NA,AS_2_1_13_2,Dead,9.1,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,21,PIPO,1,15.1,AS_2_1_13_21,Live,15.8,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,21,PIPO,1,16.3,AS_2_1_13_21,Live,15.1,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,22,PIPO,1,9.4,AS_2_1_13_22,Live,6.1,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,22,PIPO,1,11.3,AS_2_1_13_22,Live,9.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,24,PIPO,1,26.5,AS_2_1_13_24,Live,23.1,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,24,PIPO,1,28,AS_2_1_13_24,Live,26.5,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,25,PIPO,1,24.2,AS_2_1_13_25,Live,21.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,25,PIPO,1,25,AS_2_1_13_25,Live,24.2,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,26,PIPO,1,10.2,AS_2_1_13_26,Live,9.6,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,26,PIPO,3,NA,AS_2_1_13_26,Dead,10.2,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,27,PIPO,1,12,AS_2_1_13_27,Live,10.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,27,PIPO,1,12.9,AS_2_1_13_27,Live,12,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,29,PIPO,1,11.4,AS_2_1_13_29,Live,10.4,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,29,PIPO,1,11.5,AS_2_1_13_29,Live,11.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,3,PIPO,1,23.4,AS_2_1_13_3,Live,20.8,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,3,PIPO,1,24.6,AS_2_1_13_3,Live,23.4,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,31,PIPO,1,26.2,AS_2_1_13_31,Live,24,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,31,PIPO,1,27.6,AS_2_1_13_31,Live,26.2,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,32,PIPO,3,NA,AS_2_1_13_32,Dead,17.3,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2013,2,1,13,6,PIPO,1,4.5,AS_2_1_13_6,Live,4.4,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,6,PIPO,3,NA,AS_2_1_13_6,Dead,4.5,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,7,PIPO,1,14.9,AS_2_1_13_7,Live,13.6,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,7,PIPO,1,15.3,AS_2_1_13_7,Live,14.9,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,13,8,PIPO,1,5.3,AS_2_1_13_8,Live,2.6,2002,AS_2_1_13,25.764575760000003,21.278979645
AS,2019,2,1,13,8,PIPO,1,6.3,AS_2_1_13_8,Live,5.3,2013,AS_2_1_13,21.785405564999998,25.764575760000003
AS,2013,2,1,14,1,PIPO,1,26.3,AS_2_1_14_1,Live,20.7,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,1,PIPO,1,29.5,AS_2_1_14_1,Live,26.3,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,10,PIPO,1,25.5,AS_2_1_14_10,Live,20.4,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,10,PIPO,1,27,AS_2_1_14_10,Live,25.5,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,11,PIPO,1,16.9,AS_2_1_14_11,Live,15.7,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,11,PIPO,1,17.5,AS_2_1_14_11,Live,16.9,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,17,PIPO,1,24,AS_2_1_14_17,Live,21.3,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,17,PIPO,1,25.4,AS_2_1_14_17,Live,24,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,19,PIPO,1,19.2,AS_2_1_14_19,Live,16.8,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,19,PIPO,1,20.6,AS_2_1_14_19,Live,19.2,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,2,PIPO,1,21.1,AS_2_1_14_2,Live,16.4,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,2,PIPO,1,23.3,AS_2_1_14_2,Live,21.1,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,20,PIPO,1,18.4,AS_2_1_14_20,Live,16.2,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,20,PIPO,1,19.9,AS_2_1_14_20,Live,18.4,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,21,PIPO,1,12.2,AS_2_1_14_21,Live,10,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,21,PIPO,1,13.3,AS_2_1_14_21,Live,12.2,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,22,PIPO,1,62.1,AS_2_1_14_22,Live,62.5,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,22,PIPO,1,62.3,AS_2_1_14_22,Live,62.1,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,24,PIPO,1,49.2,AS_2_1_14_24,Live,50.1,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,24,PIPO,3,NA,AS_2_1_14_24,Dead,49.2,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,27,PIPO,1,7.8,AS_2_1_14_27,Live,3.2,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,27,PIPO,1,9.1,AS_2_1_14_27,Live,7.8,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,3,PIPO,1,15.2,AS_2_1_14_3,Live,11.1,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,3,PIPO,1,17.2,AS_2_1_14_3,Live,15.2,2013,AS_2_1_14,22.67481216,25.3507485
AS,2019,2,1,14,31,PIPO,1,5,AS_2_1_14_31,Live,3.5,2013,AS_2_1_14,22.67481216,25.3507485
AS,2019,2,1,14,32,PIPO,1,5.9,AS_2_1_14_32,Live,2.9,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,4,PIPO,1,11.4,AS_2_1_14_4,Live,9.2,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,4,PIPO,1,11.9,AS_2_1_14_4,Live,11.4,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,5,PIPO,1,16.4,AS_2_1_14_5,Live,13.6,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,5,PIPO,1,17,AS_2_1_14_5,Live,16.4,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,6,PIPO,1,19.9,AS_2_1_14_6,Live,16.7,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,6,PIPO,1,21.8,AS_2_1_14_6,Live,19.9,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,14,9,PIPO,1,27.8,AS_2_1_14_9,Live,23.6,2002,AS_2_1_14,25.3507485,21.736200255
AS,2019,2,1,14,9,PIPO,1,30,AS_2_1_14_9,Live,27.8,2013,AS_2_1_14,22.67481216,25.3507485
AS,2013,2,1,15,10,PIPO,1,10.2,AS_2_1_15_10,Live,9.5,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,10,PIPO,1,10.2,AS_2_1_15_10,Live,10.2,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,11,PIPO,1,15.5,AS_2_1_15_11,Live,15.1,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,11,PIPO,1,15.5,AS_2_1_15_11,Live,15.5,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,12,PIPO,1,36.4,AS_2_1_15_12,Live,34.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,12,PIPO,1,37.4,AS_2_1_15_12,Live,36.4,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,16,PIPO,1,26.9,AS_2_1_15_16,Live,24,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,16,PIPO,1,28,AS_2_1_15_16,Live,26.9,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,18,PIPO,1,22.8,AS_2_1_15_18,Live,22.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,18,PIPO,1,22.3,AS_2_1_15_18,Live,22.8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,20,PIPO,1,28.8,AS_2_1_15_20,Live,27.5,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,20,PIPO,1,29.5,AS_2_1_15_20,Live,28.8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,21,PIPO,1,13.8,AS_2_1_15_21,Live,13.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,21,PIPO,1,13.8,AS_2_1_15_21,Live,13.8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,22,PIPO,6,NA,AS_2_1_15_22,Dead,12.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2013,2,1,15,27,PIPO,1,35,AS_2_1_15_27,Live,32.5,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,27,PIPO,1,35.9,AS_2_1_15_27,Live,35,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,28,PIPO,1,33.3,AS_2_1_15_28,Live,33.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,28,PIPO,1,33.5,AS_2_1_15_28,Live,33.3,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,29,PIPO,1,33.4,AS_2_1_15_29,Live,31.3,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,29,PIPO,1,34.5,AS_2_1_15_29,Live,33.4,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,3,PIPO,1,12.3,AS_2_1_15_3,Live,12.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,3,PIPO,3,NA,AS_2_1_15_3,Dead,12.3,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,30,PIPO,1,25.9,AS_2_1_15_30,Live,24.7,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,30,PIPO,1,25.8,AS_2_1_15_30,Live,25.9,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,32,PIPO,1,12,AS_2_1_15_32,Live,11.8,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,32,PIPO,1,11.9,AS_2_1_15_32,Live,12,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,33,PIPO,1,13.6,AS_2_1_15_33,Live,12.6,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,33,PIPO,1,13.7,AS_2_1_15_33,Live,13.6,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,35,PIPO,1,31.4,AS_2_1_15_35,Live,29.7,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,35,PIPO,1,31.4,AS_2_1_15_35,Live,31.4,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,36,PIPO,3,NA,AS_2_1_15_36,Dead,11.9,2002,AS_2_1_15,49.364608755,47.58074937
AS,2013,2,1,15,37,PIPO,1,17.3,AS_2_1_15_37,Live,16.9,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,37,PIPO,1,17.5,AS_2_1_15_37,Live,17.3,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,38,PIPO,1,12,AS_2_1_15_38,Live,11.1,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,38,PIPO,1,12.1,AS_2_1_15_38,Live,12,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,4,PIPO,1,31,AS_2_1_15_4,Live,29.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,4,PIPO,1,31.9,AS_2_1_15_4,Live,31,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,42,PIPO,1,38.1,AS_2_1_15_42,Live,35.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,42,PIPO,1,39.7,AS_2_1_15_42,Live,38.1,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,44,PIPO,1,14.5,AS_2_1_15_44,Live,13.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,44,PIPO,1,15.2,AS_2_1_15_44,Live,14.5,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,45,PIPO,1,8,AS_2_1_15_45,Live,8.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,45,PIPO,2,7.9,AS_2_1_15_45,Live,8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,49,PIPO,1,10.6,AS_2_1_15_49,Live,10,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,49,PIPO,1,10.7,AS_2_1_15_49,Live,10.6,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,50,PIPO,1,12.7,AS_2_1_15_50,Live,12.1,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,50,PIPO,1,12.7,AS_2_1_15_50,Live,12.7,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,51,PIPO,1,20.2,AS_2_1_15_51,Live,19.4,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,51,PIPO,1,20.8,AS_2_1_15_51,Live,20.2,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,52,PIPO,1,11.8,AS_2_1_15_52,Live,11.1,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,52,PIPO,1,12.1,AS_2_1_15_52,Live,11.8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,53,PIPO,1,16.4,AS_2_1_15_53,Live,15.6,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,53,PIPO,1,16.3,AS_2_1_15_53,Live,16.4,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,54,PIPO,1,26.5,AS_2_1_15_54,Live,24.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,54,PIPO,1,27.9,AS_2_1_15_54,Live,26.5,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,55,PIPO,1,34.1,AS_2_1_15_55,Live,31.8,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,55,PIPO,1,35.5,AS_2_1_15_55,Live,34.1,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,58,PIPO,3,NA,AS_2_1_15_58,Dead,21.5,2002,AS_2_1_15,49.364608755,47.58074937
AS,2013,2,1,15,59,PIPO,1,16.8,AS_2_1_15_59,Live,16.2,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,59,PIPO,1,17.3,AS_2_1_15_59,Live,16.8,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,6,PIPO,1,26.7,AS_2_1_15_6,Live,24.9,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,6,PIPO,1,27.3,AS_2_1_15_6,Live,26.7,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,60,PIPO,1,12.7,AS_2_1_15_60,Live,12.6,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,60,PIPO,1,12.4,AS_2_1_15_60,Live,12.7,2013,AS_2_1_15,51.257619105,49.364608755
AS,2013,2,1,15,61,PIPO,1,16.8,AS_2_1_15_61,Live,15.6,2002,AS_2_1_15,49.364608755,47.58074937
AS,2019,2,1,15,61,PIPO,1,17.3,AS_2_1_15_61,Live,16.8,2013,AS_2_1_15,51.257619105,49.364608755
