"Nest_ID","Fate_cat","Initiation_date","Year_located","Project_ID","Nest_Ht","Orientation","Trees_2550","Trees_50","tmax","ppt","t"
"EMPAID_N2WS05A_2017","failure","2017-05-12",2017,"EM_PAID",1.5,223,33.3333333333333,15,20.3177778455946,1.70233332338157,26
"EMPAID_NB-S01A_2014","success","2014-06-06",2014,"EM_PAID",3.6,154,0,15,27.7004763285319,0.708190486544655,20
"EMPAID_NB-T01A_2016","success","2016-05-30",2016,"EM_PAID",1.4,28,41.6666666666667,7.5,25.1345788052207,1.62563158650147,18
"EMPAID_NB-T01A_2018","success","2018-05-25",2018,"EM_PAID",3.7,338,0,2.5,21.877437710762,0.830062501132489,15
"EMPAID_NB-T01A_2019","success","2019-05-23",2019,"EM_PAID",3.3,50,75,2.5,22.2478181665594,0.103272730653936,10
"EMPAID_NB-T02A_2015","failure","2015-06-14",2015,"EM_PAID",1.3,331,50,0,29.1175355911255,0.949714303016664,27
"EMPAID_NB-T06A_2016","success","2016-05-27",2016,"EM_PAID",3,356,16.6666666666667,2.5,24.4366923112136,1.82707694745981,25
"EMPAID_NB-T06A_2019","failure","2019-99-99",2019,"EM_PAID",5,59,16.6666666666667,5,22.0537501176198,0,11
"EMPAID_NB-T08A_2012","failure","2012-06-18",2012,"EM_PAID",2.5,48,50,2.5,29.3206659952799,0,5
"EMPAID_NB-T10A_2012","failure","2012-05-28",2012,"EM_PAID",2.6,65,25,15,21.8001428331648,0.625428540366037,6
"EMPAID_NB-T10A_2013","success","2013-06-01",2013,"EM_PAID",2,99,50,5,31.4228888617621,0,8
"EMPAID_NB-T10A_2014","success","2014-06-01",2014,"EM_PAID",3,248,66.6666666666667,2.5,26.3813518771419,0.588981478302567,53
"EMPAID_NB-T10A_2017","success","2017-05-28",2017,"EM_PAID",4,204,16.6666666666667,7.5,30.1007498105367,0,11
"EMPAID_NB-T10A_2018","success","2018-05-29",2018,"EM_PAID",2.5,124,83.3333333333333,10,23.0821282802484,0.792820511720119,38
"EMPAID_NB-T10A_2019","failure","2019-99-99",2019,"EM_PAID",2.4,225,33.3333333333333,7.5,22.4738462154682,0,12
"EMPAID_NB-U01A_2013","success","2013-06-05",2013,"EM_PAID",1.8,139,41.6666666666667,12.5,27.3160292401033,1.36550001186483,33
"EMPAID_NB-U01A_2014","success","2014-05-30",2014,"EM_PAID",2,145,100,17.5,24.7319786396432,0.601276595541772,46
"EMPAID_NB-U01A_2015","success","2015-05-19",2015,"EM_PAID",1.4,16,83.3333333333333,12.5,25.3001538790189,0.778153860416168,38
"EMPAID_NB-U01A_2016","failure","2016-06-04",2016,"EM_PAID",4.3,169,100,10,19.7281998634338,2.89430004358291,9
"EMPAID_NB-U02A_2012","success","2012-05-27",2012,"EM_PAID",3.5,107,16.6666666666667,22.5,26.1730002297295,0.558888893160555,17
"EMPAID_NB-U02A_2013","failure","2013-05-27",2013,"EM_PAID",16.9,50,33.3333333333333,12.5,24.2373998006185,0.177533332506815,14
"EMPAID_NB-U05A_2015","failure","2015-06-17",2015,"EM_PAID",3.8,52,33.3333333333333,5,28.6974817911784,1.15440743499332,26
"EMPAID_NBR01A_2018","success","2018-05-26",2018,"EM_PAID",3.7,161,8.33333333333333,0,24.2650909423828,0,10
"EMPAID_NBR04A_2013","success","2013-06-12",2013,"EM_PAID",1.2,108,33.3333333333333,12.5,27.080095132192,1.16649999363082,41
"EMPAID_NBWC01A_2012","success","2012-05-26",2012,"EM_PAID",2.2,232,0,2.5,23.6235416332881,0.580333335242661,23
"EMPAID_NBWC01A_2013","failure","2013-06-02",2013,"EM_PAID",1.8,20,0,2.5,20.9532381239392,1.38009519236428,20
"EMPAID_NBWC01A_2014","success","2014-05-29",2014,"EM_PAID",2.3,212,0,5,22.5204999321385,0.822631575559315,37
"EMPAID_NBWC01A_2015","failure","2015-05-30",2015,"EM_PAID",2.1,204,41.6666666666667,2.5,25.6204482769144,0.699275864962617,28
"EMPAID_NBWC01A_2016","success","2016-05-24",2016,"EM_PAID",1.7,146,8.33333333333333,30,22.7258963749327,1.23537931051748,28
"EMPAID_NBWC01A_2017","success","2017-06-12",2017,"EM_PAID",3.4,174,25,0,29.8310401153564,0,24
"EMPAID_NBWC01A_2018","failure","2018-05-29",2018,"EM_PAID",4.4,79,16.6666666666667,2.5,19.0442860467093,1.75185709340231,6
"EMPAID_NCC02A_2019","success","2019-06-05",2019,"EM_PAID",1,126,58.3333333333333,2.5,29.0286003112793,0.35460000038147,4
"EMPAID_NCC07A_2013","failure","2013-06-04",2013,"EM_PAID",3,28,75,5,24.5860830148061,2.01000002274911,11
"EMPAID_NCC08A_2014","failure","2014-06-04",2014,"EM_PAID",1.7,26,66.6666666666667,10,21.7363125085831,0.717062495183199,15
"EMPAID_NCC10A_2019","failure","2019-05-27",2019,"EM_PAID",1.4,97,50,2.5,18.5232858657837,0.237999996968678,6
"EMPAID_NCP09A_2012","success","2012-05-27",2012,"EM_PAID",1.4,139,8.33333333333333,0,26.6512219640944,0.435444449074567,17
"EMPAID_NCR01A_2012","failure","2012-06-14",2012,"EM_PAID",1.1,270,33.3333333333333,10,24.0023808252244,0.592428547995431,20
"EMPAID_NCR07A_2012","success","2012-05-23",2012,"EM_PAID",1.1,999,8.33333333333333,27.5,24.0023808252244,0.592428547995431,20
"EMPAID_NCR07A_2013","failure","2013-99-99",2013,"EM_PAID",1.5,999,8.33333333333333,27.5,17.6038571766445,5.22157149655478,6
"EMPAID_NCU04A_2013","success","2013-06-07",2013,"EM_PAID",3.2,178,16.6666666666667,17.5,24.4912438276337,1.26117074489593,40
"EMPAID_NCU05A_2015","success","2015-05-29",2015,"EM_PAID",2.1,192,0,10,27.3574594033731,0.146405403779165,36
"EMPAID_NCU05A_2016","success","2016-06-07",2016,"EM_PAID",2.1,192,0,10,23.8499615009014,1.2929230928421,25
"EMPAID_NCU07A_2013","success","2013-05-28",2013,"EM_PAID",2.8,30,8.33333333333333,30,21.6417618024917,1.75809523747081,41
"EMPAID_NCU09A_2014","failure","2014-07-01",2014,"EM_PAID",2.4,342,8.33333333333333,2.5,33.1550834973653,0.0679166664679845,11
"EMPAID_NCU09A_2015","success","2015-06-03",2015,"EM_PAID",2.2,194,8.33333333333333,7.5,28.4617441310439,0.556999998730282,42
"EMPAID_NCU10A_2012","success","2012-05-23",2012,"EM_PAID",2,306,25,20,23.5624348184337,0.802434776140296,22
"EMPAID_NCU10A_2013","success","2013-05-22",2013,"EM_PAID",1.8,240,16.6666666666667,27.5,21.0618371963501,2.00872090736101,42
"EMPAID_NCU10A_2014","success","2014-05-26",2014,"EM_PAID",4.4,78,8.33333333333333,15,23.6823499441147,0.814149984717369,39
"EMPAID_NCU10A_2015","success","2015-05-16",2015,"EM_PAID",4.5,152,25,15,24.5348570006234,0.922452383098148,41
"EMPAID_NCU10A_2018","success","2018-06-20",2018,"EM_PAID",2.5,248,50,2.5,28.0595716203962,0,34
"EMPAID_NCU10A_2019","success","2019-06-02",2019,"EM_PAID",2.8,228,50,2.5,24.617850112915,0.056800001859665,19
"EMPAID_NCW-A01A_2013","success","2013-06-05",2013,"EM_PAID",4.6,100,16.6666666666667,2.5,27.4971842765808,1.3066315870536,37
"EMPAID_NCW-A01A_2014","failure","2014-06-02",2014,"EM_PAID",1.1,230,16.6666666666667,22.5,20.3367778990004,0.669166670905219,17
"EMPAID_NCW-A01A_2015","failure","2015-05-23",2015,"EM_PAID",2.2,31,108.333333333333,17.5,23.9941250085831,1.04631249606609,15
"EMPAID_NCW-A01A_2017","failure","2017-99-99",2017,"EM_PAID",3.5,267,8.33333333333333,27.5,30.0774612426758,0.483999981329991,12
"EMPAID_NCW-A01A_2018","failure","2018-05-30",2018,"EM_PAID",1.8,144,25,0,22.0351904006231,1.22399999547218,20
"EMPAID_NCW-A01B_2013","success","2013-06-03",2013,"EM_PAID",4.1,273,8.33333333333333,45,25.6110001171336,1.51170583770555,33
"EMPAID_NCW-A01B_2015","success","2015-06-15",2015,"EM_PAID",6.3,284,208.333333333333,20,25.9209002494812,1.72744998298585,19
"EMPAID_NCW-A01B_2018","failure","2018-06-30",2018,"EM_PAID",4.6,29,8.33333333333333,25,29.4021255970001,0,7
"EMPAID_NCW-A02A_2019","success","2019-05-25",2019,"EM_PAID",2.2,293,50,22.5,24.3256153693566,0.105846152282678,25
"EMPAID_NCW-A03A_2012","success","2012-05-27",2012,"EM_PAID",3,119,16.6666666666667,10,24.0997073475908,0.788951215584104,40
"EMPAID_NCW-A03A_2016","success","2016-05-23",2016,"EM_PAID",1.2,22,16.6666666666667,10,24.2717727314342,0.759818188168786,43
"EMPAID_NCW-A03A_2017","failure","2017-06-20",2017,"EM_PAID",2,272,8.33333333333333,20,29.8048669179281,0.260599997639656,14
"EMPAID_NCW-A04A_2018","failure","2018-06-02",2018,"EM_PAID",1.3,339,16.6666666666667,12.5,22.2038888931274,0.976111113818155,8
"EMPAID_NCW-A04A_2019","success","2019-06-05",2019,"EM_PAID",2.5,258,50,5,24.5581189791362,0.492119038034054,41
"EMPAID_NCW-A05A_2017","success","2017-06-05",2017,"EM_PAID",2.3,142,8.33333333333333,12.5,28.8068003245762,0.31637142768928,34
"EMPAID_NCW-A07A_2018","success","2018-05-29",2018,"EM_PAID",1.9,106,41.6666666666667,7.5,25.9340628385544,0,15
"EMPAID_NCW-A07A_2019","success","2019-06-03",2019,"EM_PAID",1.7,134,16.6666666666667,12.5,24.0450607357603,0.297272730957378,32
"EMPAID_NCW-B02A_2019","success","2019-06-01",2019,"EM_PAID",4.8,167,25,17.5,23.5347878716209,0.332757570526817,32
"EMPAID_NCW-B03A_2017","success","2017-05-26",2017,"EM_PAID",3,16,0,55,27.5124998092651,0.623687520623208,15
"EMPAID_NCW-B04A_2016","success","2016-06-13",2016,"EM_PAID",3,282,8.33333333333333,50,26.0253784592087,0.959810795816215,36
"EMPAID_NCW-B04A_2018","success","2018-06-07",2018,"EM_PAID",3,238,16.6666666666667,37.5,25.5781292146252,0.600645165289602,30
"EMPAID_NCW-D04A_2015","success","2015-05-13",2015,"EM_PAID",4,6,41.6666666666667,25,25.6347941230325,0.729294124552432,33
"EMPAID_NCW-D04A_2016","success","2016-05-29",2016,"EM_PAID",3.5,74,33.3333333333333,37.5,26.8476840571353,1.26321050524711,18
"EMPAID_NCW-D04A_2017","success","2017-05-14",2017,"EM_PAID",2,250,25,2.5,24.0272413779949,1.35017240766821,28
"EMPAID_NCW-D06A_2014","success","2014-05-25",2014,"EM_PAID",3.3,76,33.3333333333333,17.5,27.492999903361,0.674200002352397,14
"EMPAID_NCW-D09A_2012","success","2012-05-27",2012,"EM_PAID",6.6,170,NA,NA,28.207523890904,0.521142863091968,20
"EMPAID_NCW-D09A_2013","success","2013-06-28",2013,"EM_PAID",1.6,279,133.333333333333,2.5,31.538733291626,0.126733334859212,14
"EMPAID_NCW-D10A_2013","failure","2013-05-26",2013,"EM_PAID",3.6,330,25,10,26.4870769794171,0.108538462565495,12
"EMPAID_NCW-D10A_2016","success","2016-06-08",2016,"EM_PAID",9.8,180,58.3333333333333,12.5,26.7625712440127,1.16452379028002,20
"EMPAID_NCW-D10A_2017","success","2017-05-11",2017,"EM_PAID",2.1,318,50,2.5,22.7694375514984,1.27637499012053,31
"EMPAID_NCW-E03A_2017","success","2017-06-03",2017,"EM_PAID",2.5,130,33.3333333333333,12.5,26.5861110422346,0.832305560509364,35
"EMPAID_NCW-G02A_2019","success","2019-05-22",2019,"EM_PAID",8.4,178,0,0,21.4760625958443,0.31462500616908,15
"EMPAID_NDL03A_2013","success","2013-06-03",2013,"EM_PAID",6.7,70,0,5,24.5486429532369,1.18792856733004,41
"EMPAID_NDL03A_2014","failure","2014-05-28",2014,"EM_PAID",3.2,42,0,5,20.4595926426075,0.562148152052908,26
"EMPAID_NDL04A_2018","success","2018-05-29",2018,"EM_PAID",5.7,123,8.33333333333333,10,23.1956111060248,0.447388883887066,17
"EMPAID_NDL08A_2014","success","2014-05-31",2014,"EM_PAID",2.9,307,16.6666666666667,15,27.6017406251695,0.539148140836645,26
"EMPAID_NDL08A_2015","success","2015-05-24",2015,"EM_PAID",1.2,148,8.33333333333333,0,28.9340908166134,0.0580909100332948,32
"EMPAID_NDL08A_2017","success","2017-05-29",2017,"EM_PAID",2,167,16.6666666666667,5,31.4632729617032,0,10
"EMPAID_NDL10A_2018","failure","2018-06-04",2018,"EM_PAID",2.5,165,183.333333333333,12.5,21.0079258812798,1.10485185917329,26
"EMPAID_NEFW01A_2018","success","2018-05-27",2018,"EM_PAID",3.2,61,16.6666666666667,22.5,23.7951462908489,1.06236587028678,40
"EMPAID_NLC-R09A_2014","success","2014-06-06",2014,"EM_PAID",1.1,309,83.3333333333333,7.5,26.2294632516256,0.689268292450324,40
"EMPAID_NLC-R10A_2012","success","2012-05-26",2012,"EM_PAID",1.6,310,0,7.5,22.278243972034,0.898041461662549,40
"EMPAID_NLC03A_2017","failure","2017-06-02",2017,"EM_PAID",2.3,258,116.666666666667,10,20.2461663881938,1.53922223672271,17
"EMPAID_NLC04A_2013","success","2013-06-04",2013,"EM_PAID",2.3,69,0,15,25.7263497591019,1.18967500925064,39
"EMPAID_NLC05A_2015","success","2015-05-30",2015,"EM_PAID",2,227,8.33333333333333,5,30.3154281888689,1.69678573948996,13
"EMPAID_NLC05A_2016","failure","2016-06-13",2016,"EM_PAID",1.6,230,25,2.5,19.7153999328613,1.55880001783371,4
"EMPAID_NPM09A_2013","success","2013-06-08",2013,"EM_PAID",2.6,234,8.33333333333333,5,25.5830527606763,1.38086839726097,37
"EMPAID_NPM09A_2014","failure","2014-05-29",2014,"EM_PAID",1.7,222,8.33333333333333,15,21.8005997975667,0.416000000635783,14
"EMPAID_NSF02A_2015","success","2015-05-19",2015,"EM_PAID",1.3,32,25,17.5,28.065235194038,0.426794122685405,33
"EMPAID_NSF02A_2016","success","2016-05-18",2016,"EM_PAID",2.2,141,8.33333333333333,52.5,24.5136755608224,0.719702699699918,36
"EMPAID_NSF04A_2012","success","2012-05-30",2012,"EM_PAID",3.3,1,25,15,27.3876362280412,0.469045462933453,21
"EMPAID_NSF05A_2016","success","2016-06-06",2016,"EM_PAID",1.4,330,25,25,25.1827380770729,1.26002380464758,41
"EMPAID_NSF07A_2014","success","2014-05-27",2014,"EM_PAID",2.3,284,8.33333333333333,20,24.7337999979655,0.698666658004125,29
"EMPAID_NSF07A_2015","success","2015-05-19",2015,"EM_PAID",3,82,8.33333333333333,10,27.4421211011482,0.498666671189395,32
"EMPAID_NSF07A_2016","success","2016-05-21",2016,"EM_PAID",5.5,184,16.6666666666667,20,24.8524285725185,0.661357145933878,41
"EMPAID_NSF08A_2013","success","2013-06-12",2013,"EM_PAID",1.8,261,8.33333333333333,12.5,28.769372075103,1.15469768158225,42
"EMPAID_NSF08A_2017","failure","2017-05-26",2017,"EM_PAID",2.8,340,25,22.5,25.9355713980539,1.8798571228981,6
"EMPAID_NSF09A_2014","failure","2014-06-03",2014,"EM_PAID",0.7,110,0,10,22.4626152332012,0.371230762738448,12
"EMPAID_NSF09A_2015","success","2015-05-17",2015,"EM_PAID",2,136,108.333333333333,15,30.2953570229667,0.0463571420737675,13
"EMPAID_NSF09A_2017","success","2017-05-24",2017,"EM_PAID",2.2,129,41.6666666666667,10,25.1541317889565,1.11563158677401,37
"EMPAID_NSG08A_2014","failure","2014-05-25",2014,"EM_PAID",16,89,83.3333333333333,2.5,16.9997000694275,1.70719994902611,9
"EMPAID_NSG09A_2015","success","2015-06-12",2015,"EM_PAID",4,345,33.3333333333333,7.5,28.5324444240994,0.821388903591369,35
"EMPAID_NSG10A_2012","success","2012-05-22",2012,"EM_PAID",5.4,262,41.6666666666667,2.5,23.1916314677188,0.687421070901971,18
"EMPAID_NSG10A_2013","failure","2013-06-09",2013,"EM_PAID",2.2,324,0,0,22.232250213623,2.41175002753735,19
"EMPAID_NSG10A_2014","success","2014-06-01",2014,"EM_PAID",1.7,343,0,0,25.7362501621246,0.790181806819006,43
"EMPAID_NSG10A_2015","failure","2015-05-14",2015,"EM_PAID",1.9,76,33.3333333333333,12.5,18.0066499710083,2.58464999496937,19
"EMPAID_NSG10A_2016","failure","2016-05-21",2016,"EM_PAID",1.9,260,25,10,19.4174192490116,1.4082580550063,30
"EMPAID_NSG10A_2017","failure","2017-05-23",2017,"EM_PAID",2.5,145,16.6666666666667,7.5,25.7167499065399,0,7
"EMPAID_NSG10A_2019","success","2019-05-31",2019,"EM_PAID",3.8,250,0,0,22.7454517426029,0.0380967754510142,30
"EMPAID_NWM03A_2013","success","2013-05-28",2013,"EM_PAID",3.4,184,0,0,25.0326390001509,1.3990555273162,35
"EMPAID_NWM03A_2014","success","2014-05-28",2014,"EM_PAID",2.9,134,16.6666666666667,5,23.5892758205019,0.910034475655391,28
"EMPAID_NWM03A_2015","success","2015-05-26",2015,"EM_PAID",2.3,334,0,0,28.6338485948967,0.813909107988531,32
"EMPAID_NWM03A_2016","failure","2016-06-11",2016,"EM_PAID",2.4,62,41.6666666666667,7.5,25.0447500228882,0.405049997568131,19
"EMPAID_NWM03A_2017","success","2017-06-03",2017,"EM_PAID",10.5,72,50,12.5,27.8334544499715,0.214090914888815,32
"EMPAID_NWM03A_2018","success","2018-05-26",2018,"EM_PAID",3.5,117,0,0,22.3247408337063,0.693407403512133,26
"EMPAID_NWM03A_2019","success","2019-06-08",2019,"EM_PAID",2,166,25,0,23.1872666041056,0.307433331136902,29
"EMPAID_NWM06A_2015","success","2015-06-06",2015,"EM_PAID",0.8,353,50,35,26.0293636322021,2.8925455104221,10
"EMPAID_NWM07A_2012","success","2012-05-26",2012,"EM_PAID",3.3,158,8.33333333333333,2.5,25.4118752479553,0.181250005960465,7
"EMPAID_NWRF-L08A_2015","success","2015-05-17",2015,"EM_PAID",2.5,263,16.6666666666667,40,29.5826154855581,0.0129999994085385,12
"EMPAID_NWRF-M06A_2013","success","2013-06-06",2013,"EM_PAID",7.1,335,33.3333333333333,25,31.7804757981073,0,20
"EMPAID_NWRF-M06A_2015","success","2015-05-28",2015,"EM_PAID",3,200,8.33333333333333,42.5,29.3250262611791,0.580763155667994,37
"EMPAID_NWRF-M06A_2016","success","2016-05-28",2016,"EM_PAID",2.1,270,16.6666666666667,20,24.9953249931335,1.33747497219592,39
"EMPAID_NWRF-M08A_2019","success","2019-06-05",2019,"EM_PAID",7.4,15,25,2.5,26.4195184354429,0.253296297591146,26
"EMPAID_NWRF-M09A_2018","success","2018-06-10",2018,"EM_PAID",4.3,50,16.6666666666667,17.5,26.7525609411844,0.343463409964632,40
