"Nest_ID","Fate_cat","Visit_date","Prev_date","interval","Initiation_date","Year_located","Project_ID","Nest_Ht","Orientation","Trees_2550","Trees_50","tmax","ppt"
"EMMAOR_NCLIFFC1-08A_2019","success","2019-07-03","2019-06-27",2,"2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,21.3885002136231,0.332666657244166
"EMMAOR_NCLIFFC1-08A_2019","success","2019-07-09","2019-07-03",3,"2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,22.8771667480469,0
"EMMAOR_NCLIFFC1-08A_2019","success","2019-07-11","2019-07-09",4,"2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,25.8004999160766,0
"EMMAOR_NCLIFFC1-08A_2019","success","2019-07-12","2019-07-11",5,"2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,28.2800006866455,0
"EMMAOR_NCLIFFC1-08A_2019","success","2019-07-19","2019-07-12",6,"2019-06-02",2019,"EM_MAOR",3.6,160,0,7.5,25.9378572191511,0.665142859731402
"EMMAOR_NCLIFFC1-08B_2017","success","2017-06-21","2017-06-15",1,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,22.8945717130389,0.64300000667572
"EMMAOR_NCLIFFC1-08B_2017","success","2017-06-26","2017-06-21",2,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,26.8049999237061,0
"EMMAOR_NCLIFFC1-08B_2017","success","2017-06-27","2017-06-26",3,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,29.1350002288818,1.75600004196167
"EMMAOR_NCLIFFC1-08B_2017","success","2017-06-29","2017-06-27",4,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,24.7634992599488,0
"EMMAOR_NCLIFFC1-08B_2017","success","2017-07-05","2017-06-29",5,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,28.5496667226156,0
"EMMAOR_NCLIFFC1-08B_2017","success","2017-07-12","2017-07-05",6,"2017-05-25",2017,"EM_MAOR",1.25,26,41.6666666666667,15,31.073999949864,0
"EMMAOR_NCLIFFC2-04A_2017","success","2017-07-05","2017-06-27",1,"2017-05-26",2017,"EM_MAOR",1.5,128,66.6666666666667,5,26.935666402181,0.154555559158326
"EMMAOR_NCLIFFC2-04A_2017","success","2017-07-12","2017-07-05",2,"2017-05-26",2017,"EM_MAOR",1.5,128,66.6666666666667,5,30.2031421661377,0
"EMMAOR_NCLIFFC2-06A_2019","success","2019-07-03","2019-06-27",1,"2019-05-24",2019,"EM_MAOR",1.8,35,50,10,20.4925714220319,0.406857132911682
"EMMAOR_NCLIFFC2-06A_2019","success","2019-07-09","2019-07-03",2,"2019-05-24",2019,"EM_MAOR",1.8,35,50,10,21.9749997456868,0
"EMMAOR_NCLIFFC2-07A_2015","success","2015-06-29","2015-06-15",1,"2015-05-25",2015,"EM_MAOR",1.9,286,41.6666666666667,7.5,27.625266901652,0.0548666656017303
"EMMAOR_NCLIFFC2-07A_2015","success","2015-07-10","2015-06-29",2,"2015-05-25",2015,"EM_MAOR",1.9,286,41.6666666666667,7.5,30.339636369185,0.242818182164972
"EMMAOR_NCLIFFC2-08A_2019","success","2019-07-03","2019-06-27",1,"2019-05-19",2019,"EM_MAOR",1.1,251,108.333333333333,10,21.4895717075893,0.38328571348185
"EMMAOR_NCLIFFC2-10A_2017","success","2017-07-05","2017-06-29",1,"2017-05-21",2017,"EM_MAOR",2.9,24,25,2.5,27.9057143075126,0
"EMMAOR_NCUBT1-10A_2016","failure","2016-06-17","2016-06-15",1,"2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,11.7573331197103,3.31766661008199
"EMMAOR_NCUBT1-10A_2016","failure","2016-06-20","2016-06-17",2,"2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,16.1989997227986,1.22866666316986
"EMMAOR_NCUBT1-10A_2016","failure","2016-06-24","2016-06-20",3,"2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,24.4349999427795,0
"EMMAOR_NCUBT1-10A_2016","failure","2016-06-27","2016-06-24",4,"2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,23.0213330586751,0
"EMMAOR_NCUBT1-10A_2016","failure","2016-07-08","2016-06-27",5,"2016-05-29",2016,"EM_MAOR",1.5,196,91.6666666666667,2.5,26.3629091436213,0
"EMMAOR_NCUBT2-02A_2016","failure","2016-06-27","2016-06-24",1,"2016-06-06",2016,"EM_MAOR",2.5,122,100,10,22.7684998512268,0
"EMMAOR_NCUBT2-02A_2016","failure","2016-06-29","2016-06-27",2,"2016-06-06",2016,"EM_MAOR",2.5,122,100,10,30.1180000305176,0
"EMMAOR_NCUBT2-02A_2016","failure","2016-07-08","2016-06-29",3,"2016-06-06",2016,"EM_MAOR",2.5,122,100,10,25.5284445020888,0
"EMMAOR_NCUBT2-02A_2021","success","2021-06-10","2021-06-07",1,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,16.3585495948791,0.172949999570847
"EMMAOR_NCUBT2-02A_2021","success","2021-06-18","2021-06-10",2,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,22.3832495212555,0.233849997865036
"EMMAOR_NCUBT2-02A_2021","success","2021-06-24","2021-06-18",3,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,28.2772156397502,0.682149970593551
"EMMAOR_NCUBT2-02A_2021","success","2021-06-28","2021-06-24",4,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,30.0055494308472,0
"EMMAOR_NCUBT2-02A_2021","success","2021-06-30","2021-06-28",5,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,34.3952007293701,0
"EMMAOR_NCUBT2-02A_2021","success","2021-07-02","2021-06-30",6,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,33.1964988708496,0.0471499972045422
"EMMAOR_NCUBT2-02A_2021","success","2021-07-04","2021-07-02",7,"2021-05-19",2021,"EM_MAOR",0.95,14,58.3333333333333,27.5,32.9745502471924,0
"EMMAOR_NCUBT2-03A_2015","failure","2015-06-16","2015-06-01",1,"2015-99-99",2015,"EM_MAOR",1.7,210,66.6666666666667,0,23.6436251401901,0.224000006914139
"EMMAOR_NCUBT2-03A_2015","failure","2015-06-29","2015-06-16",2,"2015-99-99",2015,"EM_MAOR",1.7,210,66.6666666666667,0,27.6543075854962,0.00592307703426251
"EMMAOR_NCUBT2-03A_2015","failure","2015-07-02","2015-06-29",3,"2015-99-99",2015,"EM_MAOR",1.7,210,66.6666666666667,0,32.1686668395996,0
"EMMAOR_NCUBT2-08A_2019","success","2019-06-25","2019-06-20",1,"2019-05-24",2019,"EM_MAOR",2.2,148,16.6666666666667,7.5,16.6495000521342,0.0550000021855037
"EMMAOR_NCUBT2-08A_2019","success","2019-06-27","2019-06-25",2,"2019-05-24",2019,"EM_MAOR",2.2,148,16.6666666666667,7.5,20.03600025177,1.29949995875359
"EMMAOR_NCUBT2-08A_2019","success","2019-07-02","2019-06-27",3,"2019-05-24",2019,"EM_MAOR",2.2,148,16.6666666666667,7.5,21.5482002258301,0.138200002908707
"EMMAOR_NCUBT2-08A_2019","success","2019-07-09","2019-07-02",4,"2019-05-24",2019,"EM_MAOR",2.2,148,16.6666666666667,7.5,22.5774285452706,0.706857119287763
"EMMAOR_NCUBT2-10A_2015","failure","2015-07-02","2015-06-30",1,"2015-99-99",2015,"EM_MAOR",3.5,90,75,0,32.1686668395996,0
"EMMAOR_NCUBT2-10A_2015","failure","2015-07-06","2015-07-02",2,"2015-99-99",2015,"EM_MAOR",3.5,90,75,0,30.9652500152588,0
"EMMAOR_NCUBT2-10A_2015","failure","2015-07-08","2015-07-06",3,"2015-99-99",2015,"EM_MAOR",3.5,90,75,0,28.3170003890991,0
"EMMAOR_NCUBT2-10A_2016","failure","2016-06-27","2016-06-24",1,"2016-06-07",2016,"EM_MAOR",1.5,70,8.33333333333333,5,22.7684998512268,0
"EMMAOR_NCUBT2-10A_2016","failure","2016-06-29","2016-06-27",2,"2016-06-07",2016,"EM_MAOR",1.5,70,8.33333333333333,5,30.1180000305176,0
"EMMAOR_NCUBT2-10A_2016","failure","2016-07-08","2016-06-29",3,"2016-06-07",2016,"EM_MAOR",1.5,70,8.33333333333333,5,25.5284445020888,0
"EMMAOR_NCUBT2-10A_2016","failure","2016-07-12","2016-07-08",4,"2016-06-07",2016,"EM_MAOR",1.5,70,8.33333333333333,5,17.883999824524,2.46574999392033
"EMMAOR_NCUBT2-10A_2017","success","2017-06-21","2017-06-12",1,"2017-05-27",2017,"EM_MAOR",1.7,145,91.6666666666667,7.5,19.9839000701904,0.409500005841256
"EMMAOR_NCUBT2-10A_2017","success","2017-06-27","2017-06-21",2,"2017-05-27",2017,"EM_MAOR",1.7,145,91.6666666666667,7.5,26.869166692098,0.42899998029073
"EMMAOR_NCUBT2-10A_2017","success","2017-07-06","2017-06-27",3,"2017-05-27",2017,"EM_MAOR",1.7,145,91.6666666666667,7.5,28.0458886888292,0
"EMMAOR_NCUBT2-10A_2017","success","2017-07-12","2017-07-06",4,"2017-05-27",2017,"EM_MAOR",1.7,145,91.6666666666667,7.5,30.7439997990926,0
"EMMAOR_NCUBT2-10A_2021","success","2021-06-02","2021-05-25",1,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,19.4238775041368,1.03537773889386
"EMMAOR_NCUBT2-10A_2021","success","2021-06-10","2021-06-02",2,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,21.7179870605469,0.338799998164176
"EMMAOR_NCUBT2-10A_2021","success","2021-06-18","2021-06-10",3,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,22.3832495212555,0.233849997865036
"EMMAOR_NCUBT2-10A_2021","success","2021-06-24","2021-06-18",4,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,28.2772156397502,0.682149970593551
"EMMAOR_NCUBT2-10A_2021","success","2021-06-28","2021-06-24",5,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,30.0055494308472,0
"EMMAOR_NCUBT2-10A_2021","success","2021-06-30","2021-06-28",6,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,34.3952007293701,0
"EMMAOR_NCUBT2-10A_2021","success","2021-07-02","2021-06-30",7,"2021-05-24",2021,"EM_MAOR",2.55,160,16.6666666666667,7.5,33.1964988708496,0.0471499972045422
"EMMAOR_NDUGC1-01A_2015","success","2015-06-18","2015-06-08",1,"2015-05-26",2015,"EM_MAOR",1.5,55,58.3333333333333,5,26.1259091117165,0
"EMMAOR_NDUGC1-01A_2015","success","2015-07-01","2015-06-18",2,"2015-05-26",2015,"EM_MAOR",1.5,55,58.3333333333333,5,28.7440769488995,0.144769233006698
"EMMAOR_NDUGC1-01A_2015","success","2015-07-14","2015-07-01",3,"2015-05-26",2015,"EM_MAOR",1.5,55,58.3333333333333,5,27.6025386223426,1.75653848052025
"EMMAOR_NDUGC1-01A_2016","success","2016-06-06","2016-06-02",1,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,26.7751998901367,0
"EMMAOR_NDUGC1-01A_2016","success","2016-06-20","2016-06-06",2,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,19.3937858854021,1.29749998024532
"EMMAOR_NDUGC1-01A_2016","success","2016-06-23","2016-06-20",3,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,25.8736667633056,0
"EMMAOR_NDUGC1-01A_2016","success","2016-06-28","2016-06-23",4,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,24.7526000976563,0.244600009918212
"EMMAOR_NDUGC1-01A_2016","success","2016-07-06","2016-06-28",5,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,27.564374923706,0
"EMMAOR_NDUGC1-01A_2016","success","2016-07-11","2016-07-06",6,"2016-05-22",2016,"EM_MAOR",2.7,258,41.6666666666667,10,19.98600025177,1.57579998970032
"EMMAOR_NDUGC1-01A_2017","success","2017-06-28","2017-06-20",1,"2017-05-18",2017,"EM_MAOR",1.8,33,41.6666666666667,15,27.6663335164388,0.457333346207937
"EMMAOR_NDUGC1-01A_2017","success","2017-07-03","2017-06-28",2,"2017-05-18",2017,"EM_MAOR",1.8,33,41.6666666666667,15,26.9045997619629,0
"EMMAOR_NDUGC1-05A_2017","success","2017-06-28","2017-06-20",1,"2017-05-27",2017,"EM_MAOR",2.4,238,50,5,27.6663335164388,0.457333346207937
"EMMAOR_NDUGC1-05A_2017","success","2017-07-03","2017-06-28",2,"2017-05-27",2017,"EM_MAOR",2.4,238,50,5,26.9045997619629,0
"EMMAOR_NDUGC1-05A_2017","success","2017-07-13","2017-07-03",3,"2017-05-27",2017,"EM_MAOR",2.4,238,50,5,30.9312995910644,0
"EMMAOR_NDUGC1-06A_2017","failure","2017-05-25","2017-05-24",1,"2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,21.5,0
"EMMAOR_NDUGC1-06A_2017","failure","2017-06-06","2017-05-25",2,"2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,21.026750087738,0.48899998764197
"EMMAOR_NDUGC1-06A_2017","failure","2017-06-13","2017-06-06",3,"2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,16.7882858003889,2.3082857472556
"EMMAOR_NDUGC1-06A_2017","failure","2017-06-16","2017-06-13",4,"2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,17.0019995371501,0.571666677792867
"EMMAOR_NDUGC1-06A_2017","failure","2017-06-20","2017-06-16",5,"2017-05-19",2017,"EM_MAOR",2.75,72,83.3333333333333,30,23.6532497406006,0.745500028133392
"EMMAOR_NDUGC1-06B_2017","success","2017-06-20","2017-06-16",1,"2017-05-19",2017,"EM_MAOR",2.5,302,0,7.5,22.1719997406006,0.939400029182434
"EMMAOR_NDUGC1-06B_2017","success","2017-06-28","2017-06-20",2,"2017-05-19",2017,"EM_MAOR",2.5,302,0,7.5,27.2518751621246,0.141750000417233
"EMMAOR_NDUGC1-06B_2017","success","2017-07-03","2017-06-28",3,"2017-05-19",2017,"EM_MAOR",2.5,302,0,7.5,26.9045997619629,0
"EMMAOR_NDUGC1-10A_2016","success","2016-07-06","2016-06-28",1,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,27.0603332519531,0
"EMMAOR_NDUGC1-10A_2016","success","2016-07-11","2016-07-06",2,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,19.0754003524781,1.56660003662109
"EMMAOR_NDUGC1-10A_2016","success","2016-07-14","2016-07-11",3,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,21.0270004272461,0.599666667481264
"EMMAOR_NDUGC1-10A_2016","success","2016-07-20","2016-07-14",4,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,24.5245002110799,0.0736666669448217
"EMMAOR_NDUGC1-10A_2016","success","2016-07-21","2016-07-20",5,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,26.1620006561279,0
"EMMAOR_NDUGC1-10A_2016","success","2016-07-25","2016-07-21",6,"2016-06-11",2016,"EM_MAOR",1.3,58,8.33333333333333,7.5,27.0939998626709,0
"EMMAOR_NELKT1-05A_2015","success","2015-06-23","2015-06-18",1,"2015-05-28",2015,"EM_MAOR",1.4,152,100,12.5,24.2975002924601,0.223333338896433
"EMMAOR_NELKT1-05A_2015","success","2015-07-06","2015-06-23",2,"2015-05-28",2015,"EM_MAOR",1.4,152,100,12.5,30.9362311730018,0.0414615365175101
"EMMAOR_NELKT1-05A_2015","success","2015-07-08","2015-07-06",3,"2015-05-28",2015,"EM_MAOR",1.4,152,100,12.5,28.0019998550415,0.160500004887581
"EMMAOR_NELKT1-05A_2015","success","2015-07-14","2015-07-08",4,"2015-05-28",2015,"EM_MAOR",1.4,152,100,12.5,22.545999844869,3.56850000222524
"EMMAOR_NELKT2-01A_2021","failure","2021-07-07","2021-07-01",1,"2021-99-99",2021,"EM_MAOR",3,76,33.3333333333333,0,31.5788421630859,0.0975142802510943
"EMMAOR_NELKT2-01A_2021","failure","2021-07-09","2021-07-07",2,"2021-99-99",2021,"EM_MAOR",3,76,33.3333333333333,0,28.8711490631104,0
"EMMAOR_NELKT2-01A_2021","failure","2021-07-12","2021-07-09",3,"2021-99-99",2021,"EM_MAOR",3,76,33.3333333333333,0,31.7151991526286,0
"EMMAOR_NELKT2-01A_2021","failure","2021-07-20","2021-07-12",4,"2021-99-99",2021,"EM_MAOR",3,76,33.3333333333333,0,29.6706867218018,0
"EMMAOR_NELKT2-02A_2015","success","2015-07-07","2015-07-01",1,"2015-05-31",2015,"EM_MAOR",5.6,100,50,2.5,31.0531430925642,0
"EMMAOR_NELKT2-02A_2015","success","2015-07-08","2015-07-07",2,"2015-05-31",2015,"EM_MAOR",5.6,100,50,2.5,28.746000289917,0.47299998998642
"EMMAOR_NELKT2-02A_2015","success","2015-07-14","2015-07-08",3,"2015-05-31",2015,"EM_MAOR",5.6,100,50,2.5,22.861499786377,3.58316669861475
"EMMAOR_NELKT2-02A_2021","success","2021-06-21","2021-06-17",1,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,27.3897190093994,0
"EMMAOR_NELKT2-02A_2021","success","2021-07-01","2021-06-21",2,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,30.1529291152954,0.191279995441437
"EMMAOR_NELKT2-02A_2021","success","2021-07-07","2021-07-01",3,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,32.5045324961344,0.104766666889191
"EMMAOR_NELKT2-02A_2021","success","2021-07-08","2021-07-07",4,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,29.3477993011475,0
"EMMAOR_NELKT2-02A_2021","success","2021-07-09","2021-07-08",5,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,30.3867988586426,0
"EMMAOR_NELKT2-02A_2021","success","2021-07-12","2021-07-09",6,"2021-05-28",2021,"EM_MAOR",1.6,224,33.3333333333333,2.5,32.7969315846761,0
"EMMAOR_NELKT2-04A_2016","success","2016-06-28","2016-06-23",1,"2016-05-27",2016,"EM_MAOR",0.7,207,25,27.5,23.6630001068115,0.00166666662941376
"EMMAOR_NELKT2-04A_2016","success","2016-07-06","2016-06-28",2,"2016-05-27",2016,"EM_MAOR",0.7,207,25,27.5,26.3677499294281,0
"EMMAOR_NELKT2-04A_2016","success","2016-07-11","2016-07-06",3,"2016-05-27",2016,"EM_MAOR",0.7,207,25,27.5,18.422799873352,1.95739998817444
"EMMAOR_NELKT2-04A_2017","success","2017-06-13","2017-06-08",1,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,13.6476666132609,2.41100001335144
"EMMAOR_NELKT2-04A_2017","success","2017-06-21","2017-06-13",2,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,20.8159999847412,0.80875001847744
"EMMAOR_NELKT2-04A_2017","success","2017-06-26","2017-06-21",3,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,25.6885997772217,0.00020000000949949
"EMMAOR_NELKT2-04A_2017","success","2017-06-28","2017-06-26",4,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,26.5314998626709,0.768499970436095
"EMMAOR_NELKT2-04A_2017","success","2017-07-03","2017-06-28",5,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,25.6568000793457,0
"EMMAOR_NELKT2-04A_2017","success","2017-07-13","2017-07-03",6,"2017-05-21",2017,"EM_MAOR",0.7,207,25,27.5,29.4687995910644,0
"EMMAOR_NELKT2-05A_2019","success","2019-06-25","2019-06-21",1,"2019-05-25",2019,"EM_MAOR",1.1,49,25,10,16.2708003997803,0
"EMMAOR_NELKT2-05A_2019","success","2019-07-05","2019-06-25",2,"2019-05-25",2019,"EM_MAOR",1.1,49,25,10,20.8026998519898,0.315300004184246
"EMMAOR_NELKT2-05A_2019","success","2019-07-09","2019-07-05",3,"2019-05-25",2019,"EM_MAOR",1.1,49,25,10,23.6129999160767,0
"EMMAOR_NELKT2-06A_2015","success","2015-07-01","2015-06-18",1,"2015-05-23",2015,"EM_MAOR",2.2,30,83.3333333333333,5,28.2096429552351,0.14271428329604
"EMMAOR_NELKT2-06A_2015","success","2015-07-07","2015-07-01",2,"2015-05-23",2015,"EM_MAOR",2.2,30,83.3333333333333,5,30.9821669260661,0
"EMMAOR_NELKT2-06A_2017","success","2017-06-13","2017-06-06",1,"2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,16.7548750638962,1.86250001192093
"EMMAOR_NELKT2-06A_2017","success","2017-06-20","2017-06-13",2,"2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,20.5864286422729,0.84500002861023
"EMMAOR_NELKT2-06A_2017","success","2017-06-26","2017-06-20",3,"2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,26.9183333714803,0
"EMMAOR_NELKT2-06A_2017","success","2017-06-28","2017-06-26",4,"2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,27.4759998321533,0.69700002670288
"EMMAOR_NELKT2-06A_2017","success","2017-07-03","2017-06-28",5,"2017-05-17",2017,"EM_MAOR",2,148,83.3333333333333,0,26.5869998931885,0
"EMMAOR_NELKT2-07A_2021","success","2021-07-07","2021-07-01",1,"2021-05-28",2021,"EM_MAOR",1.3,110,8.33333333333333,2.5,32.5909418378557,0.0898000001907349
"EMMAOR_NELKT2-07A_2021","success","2021-07-08","2021-07-07",2,"2021-05-28",2021,"EM_MAOR",1.3,110,8.33333333333333,2.5,29.3477993011475,0
"EMMAOR_NELKT2-07A_2021","success","2021-07-09","2021-07-08",3,"2021-05-28",2021,"EM_MAOR",1.3,110,8.33333333333333,2.5,30.3867988586426,0
"EMMAOR_NELKT2-10A_2019","success","2019-06-25","2019-06-21",1,"2019-05-29",2019,"EM_MAOR",3,277,25,0,17.6500001907349,0
"EMMAOR_NELKT2-10A_2019","success","2019-07-09","2019-06-25",2,"2019-05-29",2019,"EM_MAOR",3,277,25,0,23.0506428309849,0.215571429048265
"EMMAOR_NELKT2-10A_2019","success","2019-07-12","2019-07-09",3,"2019-05-29",2019,"EM_MAOR",3,277,25,0,27.7873331705729,0
"EMMAOR_NELKT3-01A_2017","success","2017-06-21","2017-06-15",1,"2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,21.4292858668736,0.889571462358747
"EMMAOR_NELKT3-01A_2017","success","2017-06-26","2017-06-21",2,"2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,25.4795997619629,0.00179999992251396
"EMMAOR_NELKT3-01A_2017","success","2017-06-28","2017-06-26",3,"2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,26.2495002746582,0.80750000476837
"EMMAOR_NELKT3-01A_2017","success","2017-07-05","2017-06-28",4,"2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,26.3321432386126,0
"EMMAOR_NELKT3-01A_2017","success","2017-07-13","2017-07-05",5,"2017-05-26",2017,"EM_MAOR",7.7,230,58.3333333333333,35,29.4189999103546,0
"EMMAOR_NELKT3-03A_2014","failure","2014-06-30","2014-06-05",1,"2014-99-99",2014,"EM_MAOR",6.9,175,125,10,18.769961467156,0.442576925552343
"EMMAOR_NELKT3-03A_2019","failure","2019-06-27","2019-06-26",1,"2019-06-08",2019,"EM_MAOR",2.3,281,116.666666666667,25,19.4990005493164,0.333500004315283
"EMMAOR_NELKT3-03A_2019","failure","2019-06-30","2019-06-27",2,"2019-06-08",2019,"EM_MAOR",2.3,281,116.666666666667,25,18.289000193278,0.32466666897138
"EMMAOR_NELKT3-03A_2019","failure","2019-07-01","2019-06-30",3,"2019-06-08",2019,"EM_MAOR",2.3,281,116.666666666667,25,22.5939998626709,0
"EMMAOR_NELKT3-08A_2021","failure","2021-07-01","2021-06-25",1,"2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,29.723927634103,0
"EMMAOR_NELKT3-08A_2021","failure","2021-07-07","2021-07-01",2,"2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,31.2469984690348,0.0864833295345307
"EMMAOR_NELKT3-08A_2021","failure","2021-07-08","2021-07-07",3,"2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,28.1756992340088,0
"EMMAOR_NELKT3-08A_2021","failure","2021-07-09","2021-07-08",4,"2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,29.125,0
"EMMAOR_NELKT3-08A_2021","failure","2021-07-12","2021-07-09",5,"2021-06-08",2021,"EM_MAOR",2.8,75,0,47.5,31.7889995574951,0
"EMMAOR_NFLAGC1-02A_2015","success","2015-07-06","2015-07-01",1,"2015-05-30",2015,"EM_MAOR",1.8,200,66.6666666666667,20,31.2450008392334,0
"EMMAOR_NFLAGC1-02A_2015","success","2015-07-08","2015-07-06",2,"2015-05-30",2015,"EM_MAOR",1.8,200,66.6666666666667,20,28.7560005187988,0.195500001311302
"EMMAOR_NFLAGC1-02A_2015","success","2015-07-14","2015-07-08",3,"2015-05-30",2015,"EM_MAOR",1.8,200,66.6666666666667,20,22.6430002848307,3.6933332880338
"EMMAOR_NFLAGC1-05A_2015","failure","2015-07-01","2015-06-15",1,"2015-06-07",2015,"EM_MAOR",4,145,41.6666666666667,7.5,27.1967056498808,0.190764704171349
"EMMAOR_NFLAGC1-05A_2019","success","2019-06-17","2019-06-05",1,"2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,20.7910000727727,1.22100000198071
"EMMAOR_NFLAGC1-05A_2019","success","2019-06-21","2019-06-17",2,"2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,18.9627499580383,0
"EMMAOR_NFLAGC1-05A_2019","success","2019-07-09","2019-06-21",3,"2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,20.4255556000604,0.228999998394607
"EMMAOR_NFLAGC1-05A_2019","success","2019-07-12","2019-07-09",4,"2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,26.1186669667562,0
"EMMAOR_NFLAGC1-05A_2019","success","2019-07-19","2019-07-12",5,"2019-05-30",2019,"EM_MAOR",3.4,9,16.6666666666667,10,25.332428250994,0.711428599698203
"EMMAOR_NFLAGC1-06A_2016","success","2016-07-11","2016-07-06",1,"2016-06-04",2016,"EM_MAOR",1.7,104,25,17.5,19.7719999949137,1.2494999965032
"EMMAOR_NFLAGC1-06A_2016","success","2016-07-14","2016-07-11",2,"2016-06-04",2016,"EM_MAOR",1.7,104,25,17.5,21.3913332621257,0.780666669209797
"EMMAOR_NFLAGC1-06A_2016","success","2016-07-20","2016-07-14",3,"2016-06-04",2016,"EM_MAOR",1.7,104,25,17.5,24.7833334604899,0.118666668732961
"EMMAOR_NFLAGC1-06A_2016","success","2016-07-21","2016-07-20",4,"2016-06-04",2016,"EM_MAOR",1.7,104,25,17.5,26.5799999237061,0
"EMMAOR_NFLAGC1-06A_2017","success","2017-06-13","2017-06-06",1,"2017-05-25",2017,"EM_MAOR",4.2,340,58.3333333333333,20,16.7572500705719,2.28074991703034
"EMMAOR_NFLAGC1-06A_2017","success","2017-06-20","2017-06-13",2,"2017-05-25",2017,"EM_MAOR",4.2,340,58.3333333333333,20,20.1348571777344,0.689428567886353
"EMMAOR_NFLAGC1-06A_2017","success","2017-06-28","2017-06-20",3,"2017-05-25",2017,"EM_MAOR",4.2,340,58.3333333333333,20,26.6279997825623,0.198874995112419
