"","ID","n.t","x1_sc","y_end","int","y","t"
"595",242,4,0.582203201555575,1,4,1,8
"596",243,3,0.554316050493964,1,1,1,6
"597",243,3,0.229170606292263,1,2,1,5
"598",243,3,1.04724843880248,1,3,1,10
"599",244,2,0.440157007653791,1,1,1,5
"600",244,2,0.280303703188565,1,2,1,2
"601",245,1,-0.126840974365163,0,1,0,10
"602",246,4,0.291506483346226,0,1,1,10
"603",246,4,0.305865964765232,0,2,1,9
"604",246,4,0.15047676880164,0,3,1,8
"605",246,4,-0.922204228394482,0,4,0,4
"606",247,3,-0.0650216392204248,1,1,1,7
"607",247,3,0.544669961634933,1,2,1,6
"608",247,3,1.5369244565294,1,3,1,8
"609",248,4,0.255438432208514,1,1,1,4
"610",248,4,0.565982816677938,1,2,1,4
"611",248,4,-0.0385796933232212,1,3,1,6
"612",248,4,0.024747061759041,1,4,1,8
"613",249,1,-0.717847852332786,0,1,0,5
"614",250,2,0.374952180552289,1,1,1,8
"615",250,2,0.826028976157479,1,2,1,5
"616",251,1,1.03041806545794,1,1,1,5
"617",252,4,0.379638610815198,1,1,1,9
"618",252,4,-0.00607038267878446,1,2,1,6
"619",252,4,0.224371386820925,1,3,1,8
"620",252,4,1.83267818374626,1,4,1,10
"621",253,3,0.275863858127369,0,1,1,4
"622",253,3,0.270551964744231,0,2,1,9
"623",253,3,-0.60830475229064,0,3,0,10
"624",254,1,-0.401071239251745,0,1,0,3
"625",255,1,-0.425840272318208,0,1,0,10
"626",256,3,-0.126103192969468,1,1,1,4
"627",256,3,0.369490617191565,1,2,1,4
"628",256,3,-0.38621189886548,1,3,1,1
"629",257,4,0.110628472967836,1,1,1,10
"630",257,4,0.177909038865938,1,2,1,5
"631",257,4,-0.294766153251346,1,3,1,10
"632",257,4,-0.377393753749008,1,4,1,6
"633",258,3,0.578564486313039,1,1,1,9
"634",258,3,0.357883107429229,1,2,1,8
"635",258,3,-0.308077874516616,1,3,1,6
"636",259,1,1.38931836260551,1,1,1,8
"637",260,4,0.165438325894557,1,1,1,4
"638",260,4,0.576667098153887,1,2,1,7
"639",260,4,0.49998275258667,1,3,1,10
"640",260,4,-0.700663725060716,1,4,1,6
"641",261,4,0.303618761807824,1,1,1,7
"642",261,4,0.349479472656306,1,2,1,4
"643",261,4,-0.126949351431923,1,3,1,10
"644",261,4,-0.398433247987728,1,4,1,8
"645",262,1,0.618251157871508,1,1,1,10
"646",263,1,1.07958789789385,1,1,1,5
"647",264,1,-0.773515095099838,1,1,1,3
"648",265,1,-0.515584222287588,0,1,0,4
"649",266,4,0.360794962680172,1,1,1,9
"650",266,4,0.0238557823998367,1,2,1,4
"651",266,4,0.104897170783706,1,3,1,7
"652",266,4,0.492310687277413,1,4,1,3
"653",267,1,0.975039669199387,0,1,0,10
"654",268,1,-0.264592371304925,1,1,1,8
"655",269,4,0.268952075029855,1,1,1,2
"656",269,4,0.05642671789925,1,2,1,4
"657",269,4,0.0487860198639785,1,3,1,4
"658",269,4,-1.41621374173198,1,4,1,7
"659",270,2,0.308832276760833,1,1,1,8
"660",270,2,1.65044965921482,1,2,1,3
"661",271,2,0.149481560942906,1,1,1,6
"662",271,2,1.38272333473606,1,2,1,1
"663",272,2,0.549134120702817,0,1,1,10
"664",272,2,-0.713200395435413,0,2,0,1
"665",273,1,-0.0827904947202573,1,1,1,5
"666",274,4,0.172901073301562,0,1,1,5
"667",274,4,0.399602048144561,0,2,1,5
"668",274,4,0.214145546667418,0,3,1,8
"669",274,4,-1.73808470685868,0,4,0,7
"670",275,1,0.537349020991466,1,1,1,2
"671",276,1,1.5559089843869,1,1,1,8
"672",277,2,0.0312233942230315,0,1,1,7
"673",277,2,-1.61871673198849,0,2,0,7
"674",278,2,0.193458553940288,0,1,1,6
"675",278,2,-0.780800680575174,0,2,0,4
"676",279,2,0.234564271618579,1,1,1,2
"677",279,2,-0.645603192724657,1,2,1,8
"678",280,4,0.775966441452963,1,1,1,7
"679",280,4,0.373538927998248,1,2,1,4
"680",280,4,0.112789925932126,1,3,1,4
"681",280,4,-0.684635499586028,1,4,1,9
"682",281,2,0.294549232036602,0,1,1,6
"683",281,2,-2.00558184638115,0,2,0,2
"684",282,2,0.12206239480892,1,1,1,5
"685",282,2,0.470176582591903,1,2,1,1
"686",283,1,-1.51566877174469,0,1,0,5
"687",284,2,0.190882866822517,1,1,1,4
"688",284,2,-0.0436453784665643,1,2,1,5
"689",285,4,-0.24055122032088,0,1,1,10
"690",285,4,0.467166814972915,0,2,1,5
"691",285,4,0.17233051362215,0,3,1,5
"692",285,4,0.560073886681688,0,4,0,5
"693",286,2,-0.113835593495865,1,1,1,5
"694",286,2,-0.21284573840496,1,2,1,7
"695",287,2,0.45383941903613,1,1,1,8
"696",287,2,0.85219606165766,1,2,1,3
"697",288,4,-0.197066553026445,1,1,1,3
"698",288,4,0.167322665015589,1,2,1,1
"699",288,4,0.147754741684353,1,3,1,7
"700",288,4,-0.0443462517119037,1,4,1,8
"701",289,2,0.539956323755958,1,1,1,6
"702",289,2,-0.651937069337803,1,2,1,7
"703",290,4,0.378826054111177,1,1,1,6
"704",290,4,-0.0471742420426952,1,2,1,7
"705",290,4,0.0242478370006282,1,3,1,4
"706",290,4,0.612216687374264,1,4,1,10
"707",291,1,-0.443044523890653,0,1,0,2
"708",292,1,1.71247445296556,1,1,1,9
"709",293,4,0.207115327775413,1,1,1,10
"710",293,4,0.289995590581794,1,2,1,6
"711",293,4,-0.107715449079788,1,3,1,4
"712",293,4,-0.0370629624112505,1,4,1,9
"713",294,4,0.262469105497082,1,1,1,8
"714",294,4,0.117555087894511,1,2,1,10
"715",294,4,-0.0464322885497234,1,3,1,3
"716",294,4,0.813907250380516,1,4,1,10
"717",295,3,0.440960053684396,1,1,1,9
"718",295,3,0.129145824722188,1,2,1,5
"719",295,3,0.181203035539016,1,3,1,1
"720",296,4,-0.0903984439965621,1,1,1,7
"721",296,4,0.189118990223269,1,2,1,6
"722",296,4,-0.188640608935738,1,3,1,5
"723",296,4,-2.95784722133205,1,4,1,10
"724",297,4,0.554290463447973,1,1,1,9
"725",297,4,0.16406282278368,1,2,1,1
"726",297,4,0.443786652382868,1,3,1,8
"727",297,4,-1.35380661750091,1,4,1,4
"728",298,1,-0.433538624462242,0,1,0,6
"729",299,2,0.129154635351692,1,1,1,7
"730",299,2,0.212113524099456,1,2,1,6
"731",300,4,0.480552601747293,0,1,1,7
"732",300,4,0.155945557108549,0,2,1,3
"733",300,4,0.283062879698264,0,3,1,3
"734",300,4,-2.30787752186641,0,4,0,9
