"Dataset","ID","fate","t","x"
"25",30,1,24,0.000866604155237605
"25",3,0,3,0.00120703055817975
"25",4,0,6,-0.00141247418986779
"25",5,0,12,0.00247938608346713
"25",17,0,15,0.00131557744690935
"25",29,0,15,0.00131557744690935
"26",1,1,3,-0.0116228564301595
"26",2,1,3,-0.0116228564301595
"26",3,1,3,-0.0116228564301595
"26",4,1,6,-0.0042750743187485
"26",5,1,6,-0.0042750743187485
"26",6,1,6,-0.0042750743187485
"26",7,1,6,-0.0042750743187485
"26",8,1,6,-0.0042750743187485
"26",9,1,9,-0.00572926146598807
"26",10,1,9,-0.00572926146598807
"26",11,1,9,-0.00572926146598807
"26",12,1,9,-0.00572926146598807
"26",14,1,9,-0.00572926146598807
"26",15,1,12,-0.00357173628318327
"26",16,1,12,-0.00357173628318327
"26",17,1,12,-0.00357173628318327
"26",18,1,12,-0.00357173628318327
"26",19,1,15,-0.00213642866140017
"26",20,1,15,-0.00213642866140017
"26",21,1,15,-0.00213642866140017
"26",22,1,18,-0.00140020485267879
"26",23,1,18,-0.00140020485267879
"26",25,1,21,4.98412107555212e-06
"26",26,1,21,4.98412107555212e-06
"26",27,1,24,0.000260285230794245
"26",28,1,3,-0.0116228564301595
"26",29,1,3,-0.0116228564301595
"26",30,1,3,-0.0116228564301595
"26",13,0,24,0.000260285230794245
"26",24,0,3,-0.0116228564301595
"27",1,1,3,-0.00398924424294444
"27",2,1,3,-0.00398924424294444
"27",3,1,3,-0.00398924424294444
"27",4,1,6,0.00227282040492294
"27",5,1,6,0.00227282040492294
"27",6,1,6,0.00227282040492294
"27",7,1,6,0.00227282040492294
"27",8,1,6,0.00227282040492294
"27",9,1,9,0.00027814997371058
"27",10,1,9,0.00027814997371058
"27",11,1,9,0.00027814997371058
"27",12,1,9,0.00027814997371058
"27",13,1,9,0.00027814997371058
"27",14,1,12,0.0011999536343524
"27",15,1,12,0.0011999536343524
"27",16,1,12,0.0011999536343524
"27",17,1,12,0.0011999536343524
"27",18,1,15,0.000530920585633079
"27",19,1,15,0.000530920585633079
"27",20,1,15,0.000530920585633079
"27",21,1,18,0.00130274797982564
"27",23,1,18,0.00130274797982564
"27",24,1,21,0.00196389013370987
"27",25,1,21,0.00196389013370987
"27",26,1,24,0.00151081554634494
"27",27,1,3,-0.00398924424294444
"27",28,1,3,-0.00398924424294444
"27",29,1,3,-0.00398924424294444
"27",30,1,6,0.00227282040492294
"27",22,0,6,0.00227282040492294
"28",1,1,3,0.00286075239700109
"28",2,1,3,0.00286075239700109
"28",4,1,3,0.00286075239700109
"28",5,1,6,0.000716534731666117
"28",6,1,6,0.000716534731666117
"28",7,1,6,0.000716534731666117
"28",9,1,6,0.000716534731666117
"28",10,1,6,0.000716534731666117
"28",11,1,9,0.00156253799372458
"28",12,1,9,0.00156253799372458
"28",13,1,9,0.00156253799372458
"28",14,1,9,0.00156253799372458
"28",15,1,9,0.00156253799372458
"28",16,1,12,0.000679689198826664
"28",17,1,12,0.000679689198826664
"28",18,1,12,0.000679689198826664
"28",19,1,12,0.000679689198826664
"28",20,1,15,0.00172752328124496
"28",21,1,15,0.00172752328124496
"28",22,1,15,0.00172752328124496
"28",23,1,18,0.0015612035927917
"28",24,1,18,0.0015612035927917
"28",25,1,21,0.000714641395952696
"28",26,1,21,0.000714641395952696
"28",27,1,24,0.000570243475056502
"28",28,1,3,0.00286075239700109
"28",30,1,3,0.00286075239700109
"28",3,0,18,0.0015612035927917
"28",8,0,6,0.000716534731666117
"28",29,0,24,0.000570243475056502
"29",1,1,3,-0.0124391741062643
"29",2,1,3,-0.0124391741062643
"29",3,1,3,-0.0124391741062643
"29",4,1,6,-0.010579179703516
"29",5,1,6,-0.010579179703516
"29",6,1,6,-0.010579179703516
"29",7,1,6,-0.010579179703516
"29",8,1,6,-0.010579179703516
"29",9,1,9,-0.009459393630132
"29",10,1,9,-0.009459393630132
"29",11,1,9,-0.009459393630132
"29",13,1,9,-0.009459393630132
"29",14,1,9,-0.009459393630132
"29",15,1,12,-0.0057825193780858
"29",16,1,12,-0.0057825193780858
"29",17,1,12,-0.0057825193780858
"29",18,1,12,-0.0057825193780858
"29",19,1,15,-0.00384560209382135
"29",20,1,15,-0.00384560209382135
"29",21,1,15,-0.00384560209382135
"29",22,1,18,-0.00281761402312208
"29",23,1,18,-0.00281761402312208
"29",24,1,21,-0.00367637744037035
"29",25,1,21,-0.00367637744037035
"29",26,1,24,-0.00179553701683507
"29",27,1,3,-0.0124391741062643
"29",28,1,3,-0.0124391741062643
"29",29,1,3,-0.0124391741062643
"29",12,0,21,-0.00367637744037035
"29",30,0,3,-0.0124391741062643
"30",1,1,3,-0.00708671192780756
"30",2,1,3,-0.00708671192780756
"30",4,1,3,-0.00708671192780756
"30",5,1,6,-0.00439258164118859
"30",7,1,6,-0.00439258164118859
"30",8,1,6,-0.00439258164118859
"30",9,1,6,-0.00439258164118859
"30",10,1,6,-0.00439258164118859
"30",11,1,9,-0.00040346592349702
"30",12,1,9,-0.00040346592349702
"30",13,1,9,-0.00040346592349702
"30",14,1,9,-0.00040346592349702
"30",15,1,9,-0.00040346592349702
"30",16,1,12,-0.000542203031777026
"30",17,1,12,-0.000542203031777026
"30",18,1,12,-0.000542203031777026
"30",19,1,12,-0.000542203031777026
"30",20,1,15,0.000533545466652282
"30",21,1,15,0.000533545466652282
"30",22,1,15,0.000533545466652282
"30",23,1,18,0.000930664165559465
"30",25,1,18,0.000930664165559465
"30",26,1,21,0.000163310887576747
"30",27,1,21,0.000163310887576747
"30",28,1,24,-0.000296231372237468
"30",30,1,3,-0.00708671192780756
"30",3,0,9,-0.00040346592349702
"30",6,0,24,-0.000296231372237468
"30",24,0,21,0.000163310887576747
"30",29,0,21,0.000163310887576747
"31",1,1,3,-0.00262749525185946
"31",2,1,3,-0.00262749525185946
"31",3,1,3,-0.00262749525185946
"31",4,1,6,-0.00280461861076805
"31",5,1,6,-0.00280461861076805
"31",6,1,6,-0.00280461861076805
"31",8,1,6,-0.00280461861076805
"31",9,1,6,-0.00280461861076805
"31",10,1,9,-0.00380550342775993
"31",12,1,9,-0.00380550342775993
"31",13,1,9,-0.00380550342775993
"31",14,1,9,-0.00380550342775993
"31",15,1,9,-0.00380550342775993
"31",16,1,12,-0.00548257528228553
"31",17,1,12,-0.00548257528228553
"31",19,1,12,-0.00548257528228553
"31",20,1,12,-0.00548257528228553
"31",23,1,15,-0.0045273218602114
"31",24,1,15,-0.0045273218602114
"31",25,1,15,-0.0045273218602114
"31",26,1,18,-0.00544976410144547
"31",27,1,18,-0.00544976410144547
"31",28,1,21,-0.00451422176173922
"31",29,1,21,-0.00451422176173922
"31",30,1,24,-0.00302027733437814
"31",7,0,24,-0.00302027733437814
"31",11,0,9,-0.00380550342775993
"31",18,0,3,-0.00262749525185946
"31",21,0,24,-0.00302027733437814
"31",22,0,9,-0.00380550342775993
"32",1,1,3,-0.00580020349133659
"32",2,1,3,-0.00580020349133659
"32",4,1,3,-0.00580020349133659
"32",5,1,6,-0.00160621281974345
"32",6,1,6,-0.00160621281974345
"32",7,1,6,-0.00160621281974345
"32",8,1,6,-0.00160621281974345
"32",9,1,6,-0.00160621281974345
"32",10,1,9,-0.00360503691589558
"32",11,1,9,-0.00360503691589558
"32",12,1,9,-0.00360503691589558
"32",14,1,9,-0.00360503691589558
"32",16,1,9,-0.00360503691589558
"32",17,1,12,-0.00473359376903597
"32",18,1,12,-0.00473359376903597
"32",19,1,12,-0.00473359376903597
"32",20,1,12,-0.00473359376903597
"32",21,1,15,-0.00712965343956795
"32",22,1,15,-0.00712965343956795
"32",23,1,15,-0.00712965343956795
"32",24,1,18,-0.0062136047057215
"32",25,1,18,-0.0062136047057215
"32",26,1,21,-0.00575236539350231
"32",27,1,21,-0.00575236539350231
"32",28,1,24,-0.00446408116337701
"32",29,1,3,-0.00580020349133659
"32",30,1,3,-0.00580020349133659
"32",3,0,21,-0.00575236539350231
"32",13,0,12,-0.00473359376903597
"32",15,0,9,-0.00360503691589558
"33",1,1,3,-0.0104988179399409
"33",2,1,3,-0.0104988179399409
"33",3,1,3,-0.0104988179399409
"33",4,1,6,-0.00838968535504989
"33",5,1,6,-0.00838968535504989
"33",6,1,6,-0.00838968535504989
"33",7,1,6,-0.00838968535504989
"33",8,1,6,-0.00838968535504989
"33",9,1,9,-0.00710136232198953
"33",10,1,9,-0.00710136232198953
"33",11,1,9,-0.00710136232198953
"33",12,1,9,-0.00710136232198953
"33",13,1,9,-0.00710136232198953
"33",14,1,12,-0.00578070501614561
"33",15,1,12,-0.00578070501614561
"33",16,1,12,-0.00578070501614561
"33",17,1,12,-0.00578070501614561
"33",18,1,15,-0.00414148407886427
"33",19,1,15,-0.00414148407886427
"33",20,1,15,-0.00414148407886427
"33",21,1,18,-0.00265207830374231
"33",22,1,18,-0.00265207830374231
"33",23,1,21,-0.00120751426576275
"33",24,1,21,-0.00120751426576275
"33",25,1,24,-0.00068266284765903
"33",27,1,3,-0.0104988179399409
"33",29,1,3,-0.0104988179399409
"33",30,1,3,-0.0104988179399409
"33",26,0,9,-0.00710136232198953
"33",28,0,6,-0.00838968535504989
"34",1,1,3,0.00191068240099974
"34",2,1,3,0.00191068240099974
"34",3,1,3,0.00191068240099974
"34",5,1,6,-0.000355816022148784
"34",6,1,6,-0.000355816022148784
"34",7,1,6,-0.000355816022148784
"34",8,1,6,-0.000355816022148784
"34",10,1,6,-0.000355816022148784
"34",11,1,9,-0.000719050958180827
"34",12,1,9,-0.000719050958180827
"34",13,1,9,-0.000719050958180827
"34",15,1,9,-0.000719050958180827
"34",16,1,9,-0.000719050958180827
"34",17,1,12,-0.000162357368630769
"34",18,1,12,-0.000162357368630769
"34",19,1,12,-0.000162357368630769
"34",20,1,12,-0.000162357368630769
"34",22,1,15,-0.000854950832734549
"34",23,1,15,-0.000854950832734549
"34",24,1,15,-0.000854950832734549
"34",26,1,18,-0.000498449117771401
"34",27,1,18,-0.000498449117771401
"34",28,1,21,-0.000895841529204217
"34",29,1,21,-0.000895841529204217
"34",30,1,24,1.97167028021483e-05
"34",4,0,21,-0.000895841529204217
"34",9,0,12,-0.000162357368630769
"34",14,0,21,-0.000895841529204217
"34",21,0,9,-0.000719050958180827
"34",25,0,12,-0.000162357368630769
"35",1,1,3,-0.0080181668039539
"35",2,1,3,-0.0080181668039539
"35",4,1,3,-0.0080181668039539
"35",8,1,6,-0.00195962549811923
"35",9,1,6,-0.00195962549811923
"35",10,1,6,-0.00195962549811923
"35",11,1,6,-0.00195962549811923
"35",12,1,9,-0.000347360533867293
"35",13,1,9,-0.000347360533867293
"35",14,1,9,-0.000347360533867293
"35",15,1,9,-0.000347360533867293
"35",16,1,12,0.000517186659860922
"35",17,1,12,0.000517186659860922
"35",18,1,12,0.000517186659860922
"35",19,1,12,0.000517186659860922
"35",20,1,15,-0.0022927965357691
"35",21,1,15,-0.0022927965357691
"35",22,1,15,-0.0022927965357691
"35",25,1,18,-0.00221103639436326
"35",26,1,18,-0.00221103639436326
"35",27,1,21,-0.00164761274752366
"35",28,1,21,-0.00164761274752366
"35",29,1,24,-0.000833147327093537
"35",30,1,3,-0.0080181668039539
"35",3,0,3,-0.0080181668039539
"35",5,0,9,-0.000347360533867293
"35",6,0,6,-0.00195962549811923
"35",7,0,9,-0.000347360533867293
"35",23,0,12,0.000517186659860922
"35",24,0,12,0.000517186659860922
"36",1,1,3,0.00281753717938211
"36",2,1,3,0.00281753717938211
"36",3,1,3,0.00281753717938211
"36",4,1,6,-0.000986267014478336
"36",6,1,6,-0.000986267014478336
"36",7,1,6,-0.000986267014478336
"36",8,1,6,-0.000986267014478336
"36",9,1,6,-0.000986267014478336
"36",10,1,9,-0.002694023504655
"36",11,1,9,-0.002694023504655
"36",12,1,9,-0.002694023504655
"36",13,1,9,-0.002694023504655
"36",14,1,9,-0.002694023504655
"36",15,1,12,-0.00203583672297166
"36",16,1,12,-0.00203583672297166
"36",17,1,12,-0.00203583672297166
"36",18,1,12,-0.00203583672297166
"36",19,1,15,-0.00107519259986028
"36",20,1,15,-0.00107519259986028
"36",21,1,15,-0.00107519259986028
"36",22,1,18,-0.00155817701790661
"36",23,1,18,-0.00155817701790661
"36",24,1,21,-0.00186381610765185
"36",25,1,21,-0.00186381610765185
"36",26,1,24,-0.00239626622657618
"36",27,1,3,0.00281753717938211
"36",28,1,3,0.00281753717938211
"36",29,1,3,0.00281753717938211
"36",30,1,6,-0.000986267014478336
"36",5,0,12,-0.00203583672297166
"37",1,1,3,-0.00178309785046326
"37",2,1,3,-0.00178309785046326
"37",3,1,3,-0.00178309785046326
"37",4,1,6,-0.00506811491044327
"37",6,1,6,-0.00506811491044327
"37",8,1,6,-0.00506811491044327
"37",9,1,6,-0.00506811491044327
"37",10,1,6,-0.00506811491044327
"37",11,1,9,-0.00470579479447049
"37",12,1,9,-0.00470579479447049
"37",13,1,9,-0.00470579479447049
"37",14,1,9,-0.00470579479447049
"37",15,1,9,-0.00470579479447049
"37",16,1,12,-0.00527817188426749
"37",17,1,12,-0.00527817188426749
"37",19,1,12,-0.00527817188426749
"37",20,1,12,-0.00527817188426749
"37",21,1,15,-0.00441367928061358
"37",22,1,15,-0.00441367928061358
"37",23,1,15,-0.00441367928061358
"37",24,1,18,-0.00278369242737419
"37",25,1,18,-0.00278369242737419
"37",26,1,21,-0.00218057964695494
"37",27,1,21,-0.00218057964695494
"37",28,1,24,-0.0012138200109618
"37",29,1,3,-0.00178309785046326
"37",30,1,3,-0.00178309785046326
"37",5,0,15,-0.00441367928061358
"37",7,0,12,-0.00527817188426749
"37",18,0,21,-0.00218057964695494
"38",1,1,3,-0.00954282320172824
"38",2,1,3,-0.00954282320172824
"38",3,1,3,-0.00954282320172824
"38",4,1,6,-0.00337848431968787
"38",5,1,6,-0.00337848431968787
"38",6,1,6,-0.00337848431968787
"38",7,1,6,-0.00337848431968787
"38",8,1,6,-0.00337848431968787
"38",9,1,6,-0.00337848431968787
"38",10,1,9,-0.0023448082564122
"38",11,1,9,-0.0023448082564122
"38",12,1,9,-0.0023448082564122
"38",13,1,9,-0.0023448082564122
"38",14,1,9,-0.0023448082564122
"38",15,1,9,-0.0023448082564122
"38",16,1,12,-0.00326872512163542
"38",17,1,12,-0.00326872512163542
"38",18,1,12,-0.00326872512163542
"38",19,1,12,-0.00326872512163542
"38",20,1,12,-0.00326872512163542
"38",21,1,15,-0.000513359598517928
"38",22,1,15,-0.000513359598517928
"38",23,1,15,-0.000513359598517928
"38",24,1,18,0.000504186396101719
"38",25,1,18,0.000504186396101719
"38",26,1,18,0.000504186396101719
"38",27,1,21,0.00121376797606779
"38",28,1,21,0.00121376797606779
"38",29,1,21,0.00121376797606779
"38",30,1,24,0.000681631942159951
"39",1,1,3,0.0010761100314018
"39",2,1,3,0.0010761100314018
"39",3,1,3,0.0010761100314018
"39",4,1,6,-0.000633789809910363
"39",5,1,6,-0.000633789809910363
"39",6,1,6,-0.000633789809910363
"39",8,1,6,-0.000633789809910363
"39",9,1,6,-0.000633789809910363
"39",10,1,9,-0.00213292207366416
"39",11,1,9,-0.00213292207366416
"39",12,1,9,-0.00213292207366416
"39",14,1,9,-0.00213292207366416
"39",15,1,9,-0.00213292207366416
"39",16,1,12,-0.00292562498155305
"39",17,1,12,-0.00292562498155305
"39",18,1,12,-0.00292562498155305
"39",19,1,12,-0.00292562498155305
"39",20,1,15,-0.0019645927945847
"39",23,1,15,-0.0019645927945847
"39",24,1,15,-0.0019645927945847
"39",25,1,18,-0.00171948917669768
"39",26,1,18,-0.00171948917669768
"39",27,1,21,-0.000716554944267311
"39",28,1,21,-0.000716554944267311
"39",29,1,24,-0.00106431059499319
"39",30,1,3,0.0010761100314018
"39",7,0,15,-0.0019645927945847
"39",13,0,3,0.0010761100314018
"39",21,0,6,-0.000633789809910363
"39",22,0,3,0.0010761100314018
"40",1,1,3,-0.00137086443048777
"40",2,1,3,-0.00137086443048777
"40",3,1,3,-0.00137086443048777
"40",4,1,6,-0.00236123518296667
"40",5,1,6,-0.00236123518296667
"40",6,1,6,-0.00236123518296667
"40",7,1,6,-0.00236123518296667
"40",8,1,6,-0.00236123518296667
"40",9,1,9,-0.000720307587777682
"40",10,1,9,-0.000720307587777682
"40",12,1,9,-0.000720307587777682
"40",13,1,9,-0.000720307587777682
"40",14,1,9,-0.000720307587777682
"40",15,1,12,0.00102910267727876
"40",16,1,12,0.00102910267727876
"40",17,1,12,0.00102910267727876
"40",18,1,12,0.00102910267727876
"40",19,1,15,0.000802861326974975
"40",20,1,15,0.000802861326974975
"40",21,1,15,0.000802861326974975
"40",22,1,18,-0.000646414227223134
"40",25,1,18,-0.000646414227223134
"40",26,1,21,2.19170482184581e-05
"40",27,1,21,2.19170482184581e-05
"40",28,1,24,-2.68778708877013e-05
"40",29,1,3,-0.00137086443048777
"40",30,1,3,-0.00137086443048777
"40",11,0,12,0.00102910267727876
"40",23,0,12,0.00102910267727876
"40",24,0,6,-0.00236123518296667
"41",1,1,3,-0.00216675757088885
"41",2,1,3,-0.00216675757088885
"41",3,1,3,-0.00216675757088885
"41",4,1,6,0.00151742407596098
"41",6,1,6,0.00151742407596098
"41",7,1,6,0.00151742407596098
"41",8,1,6,0.00151742407596098
"41",10,1,6,0.00151742407596098
"41",11,1,9,-0.00124951423341584
"41",12,1,9,-0.00124951423341584
"41",13,1,9,-0.00124951423341584
"41",14,1,9,-0.00124951423341584
"41",15,1,9,-0.00124951423341584
"41",17,1,12,-0.00209048052700209
"41",18,1,12,-0.00209048052700209
"41",19,1,12,-0.00209048052700209
"41",20,1,12,-0.00209048052700209
"41",21,1,15,-0.00205715709295755
"41",22,1,15,-0.00205715709295755
"41",23,1,15,-0.00205715709295755
"41",24,1,18,-0.00154539206243782
"41",25,1,18,-0.00154539206243782
"41",26,1,21,-0.00205544584680085
"41",27,1,21,-0.00205544584680085
"41",28,1,24,-0.001111581251208
"41",29,1,3,-0.00216675757088885
"41",30,1,3,-0.00216675757088885
"41",5,0,12,-0.00209048052700209
"41",9,0,21,-0.00205544584680085
"41",16,0,15,-0.00205715709295755
"42",1,1,3,0.00520631703797579
"42",2,1,3,0.00520631703797579
"42",3,1,3,0.00520631703797579
"42",4,1,6,0.000740379605314811
"42",5,1,6,0.000740379605314811
"42",6,1,6,0.000740379605314811
"42",7,1,6,0.000740379605314811
"42",8,1,6,0.000740379605314811
"42",9,1,9,0.00458091895627382
"42",11,1,9,0.00458091895627382
"42",12,1,9,0.00458091895627382
"42",14,1,9,0.00458091895627382
"42",15,1,9,0.00458091895627382
"42",16,1,12,-0.0001470899307388
"42",18,1,12,-0.0001470899307388
"42",19,1,12,-0.0001470899307388
"42",20,1,12,-0.0001470899307388
"42",21,1,15,-0.000517629806456567
"42",23,1,15,-0.000517629806456567
"42",24,1,15,-0.000517629806456567
"42",25,1,18,-0.00013585262263458
"42",26,1,18,-0.00013585262263458
"42",27,1,21,-0.000671535044293249
"42",28,1,21,-0.000671535044293249
"42",29,1,24,-0.000380406169140852
"42",30,1,3,0.00520631703797579
"42",10,0,15,-0.000517629806456567
"42",13,0,3,0.00520631703797579
"42",17,0,12,-0.0001470899307388
"42",22,0,9,0.00458091895627382
"43",1,1,3,-0.00271217989626707
"43",2,1,3,-0.00271217989626707
"43",4,1,3,-0.00271217989626707
"43",5,1,6,-0.000902761079284602
"43",6,1,6,-0.000902761079284602
"43",7,1,6,-0.000902761079284602
"43",8,1,6,-0.000902761079284602
"43",9,1,6,-0.000902761079284602
"43",10,1,9,-0.00194108714569706
"43",11,1,9,-0.00194108714569706
"43",12,1,9,-0.00194108714569706
"43",13,1,9,-0.00194108714569706
"43",14,1,9,-0.00194108714569706
"43",15,1,12,-0.00057964319024497
"43",16,1,12,-0.00057964319024497
"43",17,1,12,-0.00057964319024497
"43",18,1,12,-0.00057964319024497
"43",19,1,15,0.000903464737233842
"43",20,1,15,0.000903464737233842
"43",21,1,15,0.000903464737233842
"43",22,1,18,-0.000512921956522286
"43",24,1,18,-0.000512921956522286
"43",25,1,21,-0.000601170092223596
"43",27,1,21,-0.000601170092223596
"43",28,1,24,-0.00122366849756824
"43",29,1,3,-0.00271217989626707
"43",30,1,3,-0.00271217989626707
"43",3,0,12,-0.00057964319024497
"43",23,0,24,-0.00122366849756824
"43",26,0,9,-0.00194108714569706
"44",1,1,3,0.00882454131200001
"44",4,1,3,0.00882454131200001
"44",5,1,3,0.00882454131200001
"44",6,1,6,0.00532519565932008
"44",7,1,6,0.00532519565932008
"44",8,1,6,0.00532519565932008
"44",9,1,6,0.00532519565932008
"44",10,1,6,0.00532519565932008
"44",11,1,9,0.00317247190484725
"44",12,1,9,0.00317247190484725
"44",13,1,9,0.00317247190484725
"44",14,1,9,0.00317247190484725
"44",15,1,9,0.00317247190484725
"44",16,1,12,-0.000444599770890494
"44",17,1,12,-0.000444599770890494
"44",18,1,12,-0.000444599770890494
"44",19,1,12,-0.000444599770890494
"44",20,1,15,-0.000308332450544252
"44",21,1,15,-0.000308332450544252
"44",22,1,15,-0.000308332450544252
"44",23,1,18,-0.00178020650744793
"44",24,1,18,-0.00178020650744793
"44",25,1,21,-0.00256389524543313
"44",27,1,21,-0.00256389524543313
"44",28,1,24,-0.000780997034397727
"44",29,1,3,0.00882454131200001
"44",30,1,3,0.00882454131200001
"44",2,0,3,0.00882454131200001
"44",3,0,21,-0.00256389524543313
"44",26,0,15,-0.000308332450544252
"45",1,1,3,-0.0131144392385041
"45",2,1,3,-0.0131144392385041
"45",3,1,3,-0.0131144392385041
"45",4,1,6,-0.0104700822246248
"45",5,1,6,-0.0104700822246248
"45",6,1,6,-0.0104700822246248
"45",7,1,6,-0.0104700822246248
"45",8,1,6,-0.0104700822246248
"45",9,1,9,-0.00490715458422194
"45",10,1,9,-0.00490715458422194
"45",11,1,9,-0.00490715458422194
"45",12,1,9,-0.00490715458422194
"45",13,1,9,-0.00490715458422194
"45",14,1,12,-0.00160985209005634
"45",15,1,12,-0.00160985209005634
"45",16,1,12,-0.00160985209005634
"45",17,1,12,-0.00160985209005634
"45",18,1,15,-0.000777106873306106
"45",20,1,15,-0.000777106873306106
"45",21,1,15,-0.000777106873306106
"45",22,1,18,-0.000556552705251705
"45",23,1,18,-0.000556552705251705
"45",24,1,21,-0.000540042362231641
"45",25,1,21,-0.000540042362231641
"45",26,1,24,-0.000340742132972346
"45",27,1,3,-0.0131144392385041
"45",28,1,3,-0.0131144392385041
"45",29,1,3,-0.0131144392385041
"45",30,1,6,-0.0104700822246248
"45",19,0,3,-0.0131144392385041
"46",1,1,3,-0.00890411642935542
"46",2,1,3,-0.00890411642935542
"46",3,1,3,-0.00890411642935542
"46",5,1,6,-0.00633998477894131
"46",6,1,6,-0.00633998477894131
"46",7,1,6,-0.00633998477894131
"46",8,1,6,-0.00633998477894131
"46",9,1,6,-0.00633998477894131
"46",10,1,9,-0.005273553885173
"46",11,1,9,-0.005273553885173
"46",12,1,9,-0.005273553885173
"46",13,1,9,-0.005273553885173
"46",14,1,9,-0.005273553885173
"46",15,1,12,-0.000224442065067347
"46",16,1,12,-0.000224442065067347
"46",17,1,12,-0.000224442065067347
"46",18,1,12,-0.000224442065067347
"46",19,1,15,-0.000926069915138804
"46",20,1,15,-0.000926069915138804
"46",21,1,15,-0.000926069915138804
"46",22,1,18,-0.00101942383518408
"46",23,1,18,-0.00101942383518408
"46",24,1,21,-0.00128587687889411
"46",25,1,21,-0.00128587687889411
"46",26,1,24,-7.60590408698922e-05
"46",27,1,3,-0.00890411642935542
"46",28,1,3,-0.00890411642935542
"46",29,1,3,-0.00890411642935542
"46",30,1,6,-0.00633998477894131
"46",4,0,24,-7.60590408698922e-05
"47",1,1,3,2.9823180981699e-05
"47",2,1,3,2.9823180981699e-05
"47",3,1,3,2.9823180981699e-05
"47",4,1,6,0.000917046321654224
"47",5,1,6,0.000917046321654224
"47",6,1,6,0.000917046321654224
"47",7,1,6,0.000917046321654224
"47",8,1,6,0.000917046321654224
"47",9,1,9,0.00159272218532793
"47",10,1,9,0.00159272218532793
"47",11,1,9,0.00159272218532793
"47",13,1,9,0.00159272218532793
"47",14,1,9,0.00159272218532793
"47",15,1,12,-1.29272825722601e-05
"47",16,1,12,-1.29272825722601e-05
"47",17,1,12,-1.29272825722601e-05
"47",18,1,12,-1.29272825722601e-05
"47",19,1,15,1.43658424066467e-05
"47",20,1,15,1.43658424066467e-05
"47",21,1,15,1.43658424066467e-05
"47",22,1,18,-0.00077833714965929
"47",23,1,18,-0.00077833714965929
"47",24,1,21,-0.0014190307546874
"47",25,1,21,-0.0014190307546874
"47",26,1,24,-0.00164602204798509
"47",27,1,3,2.9823180981699e-05
"47",28,1,3,2.9823180981699e-05
"47",29,1,3,2.9823180981699e-05
"47",30,1,6,0.000917046321654224
"47",12,0,24,-0.00164602204798509
"48",1,1,3,0.000323374867573242
"48",2,1,3,0.000323374867573242
"48",4,1,3,0.000323374867573242
"48",5,1,6,-0.00225512840953116
"48",6,1,6,-0.00225512840953116
"48",7,1,6,-0.00225512840953116
"48",8,1,6,-0.00225512840953116
"48",9,1,6,-0.00225512840953116
"48",10,1,9,0.000821801442189846
"48",11,1,9,0.000821801442189846
"48",12,1,9,0.000821801442189846
"48",14,1,9,0.000821801442189846
"48",15,1,9,0.000821801442189846
"48",16,1,12,0.00114232973422339
"48",17,1,12,0.00114232973422339
"48",18,1,12,0.00114232973422339
"48",19,1,12,0.00114232973422339
"48",20,1,15,0.00126938138083546
"48",21,1,15,0.00126938138083546
"48",22,1,15,0.00126938138083546
"48",23,1,18,-0.000929487988736582
"48",24,1,18,-0.000929487988736582
"48",25,1,21,-0.000108587732298303
"48",26,1,21,-0.000108587732298303
"48",27,1,24,-0.00099018026244991
"48",28,1,3,0.000323374867573242
"48",29,1,3,0.000323374867573242
"48",30,1,3,0.000323374867573242
"48",3,0,6,-0.00225512840953116
"48",13,0,9,0.000821801442189846
"49",1,1,3,-0.00611408589789164
"49",2,1,3,-0.00611408589789164
"49",3,1,3,-0.00611408589789164
"49",5,1,6,-0.00252401998232583
"49",6,1,6,-0.00252401998232583
"49",8,1,6,-0.00252401998232583
"49",9,1,6,-0.00252401998232583
"49",10,1,6,-0.00252401998232583
"49",12,1,9,-0.000297836567398252
"49",13,1,9,-0.000297836567398252
"49",14,1,9,-0.000297836567398252
"49",15,1,9,-0.000297836567398252
"49",16,1,9,-0.000297836567398252
"49",17,1,12,0.000563699050031918
"49",18,1,12,0.000563699050031918
"49",19,1,12,0.000563699050031918
"49",20,1,12,0.000563699050031918
"49",21,1,15,0.000139767224798195
"49",22,1,15,0.000139767224798195
"49",23,1,15,0.000139767224798195
"49",24,1,18,0.00020684884370921
"49",25,1,18,0.00020684884370921
"49",26,1,21,-0.000160845141011526
"49",27,1,21,-0.000160845141011526
"49",29,1,24,-0.000633942485067913
"49",30,1,3,-0.00611408589789164
"49",4,0,18,0.00020684884370921
"49",7,0,9,-0.000297836567398252
"49",11,0,18,0.00020684884370921
"49",28,0,3,-0.00611408589789164
"50",1,1,3,-0.000381054678282384
"50",2,1,3,-0.000381054678282384
"50",3,1,3,-0.000381054678282384
"50",4,1,6,-0.0068920259571188
"50",5,1,6,-0.0068920259571188
"50",6,1,6,-0.0068920259571188
"50",7,1,6,-0.0068920259571188
"50",8,1,6,-0.0068920259571188
"50",9,1,9,-0.00590643844677566
"50",10,1,9,-0.00590643844677566
"50",11,1,9,-0.00590643844677566
"50",12,1,9,-0.00590643844677566
"50",14,1,9,-0.00590643844677566
"50",16,1,12,-0.00622188823138123
"50",17,1,12,-0.00622188823138123
"50",18,1,12,-0.00622188823138123
"50",19,1,12,-0.00622188823138123
"50",20,1,15,-0.00441664352216215
"50",21,1,15,-0.00441664352216215
