"","Site","Year","Block","Trt","Plot","Tree_Number","Sp_code","Cond","DBH","CoreID","response","priorDBH","priorYear","PlotID","totalPlotBA_ha","priorBA","CanopyCover","maxVPD","minSWA"
"1809","FV",2019,1,1,18,36,"PIPO",1,12.1,"FV_1_1_18_36","Live",12,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1810","FV",2006,1,1,18,37,"PIPO",1,5.5,"FV_1_1_18_37","Live",5.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1811","FV",2011,1,1,18,37,"PIPO",1,6,"FV_1_1_18_37","Live",5.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1812","FV",2019,1,1,18,37,"PIPO",1,5.9,"FV_1_1_18_37","Live",6,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1813","FV",2006,1,1,18,38,"PIPO",1,5.1,"FV_1_1_18_38","Live",5.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1814","FV",2011,1,1,18,38,"PIPO",1,5.4,"FV_1_1_18_38","Live",5.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1815","FV",2019,1,1,18,38,"PIPO",1,5.3,"FV_1_1_18_38","Live",5.4,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1816","FV",2006,1,1,18,39,"PIPO",1,28,"FV_1_1_18_39","Live",26.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1817","FV",2011,1,1,18,39,"PIPO",1,29.1,"FV_1_1_18_39","Live",28,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1818","FV",2019,1,1,18,39,"PIPO",1,30.3,"FV_1_1_18_39","Live",29.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1819","FV",2006,1,1,18,4,"PIPO",1,8.6,"FV_1_1_18_4","Live",7.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1820","FV",2011,1,1,18,4,"PIPO",1,8.7,"FV_1_1_18_4","Live",8.6,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1821","FV",2019,1,1,18,4,"PIPO",1,9.2,"FV_1_1_18_4","Live",8.7,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1822","FV",2006,1,1,18,40,"PIPO",1,7.5,"FV_1_1_18_40","Live",7.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1823","FV",2011,1,1,18,40,"PIPO",1,8.1,"FV_1_1_18_40","Live",7.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1824","FV",2019,1,1,18,40,"PIPO",1,8.4,"FV_1_1_18_40","Live",8.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1825","FV",2006,1,1,18,41,"PIPO",1,14.1,"FV_1_1_18_41","Live",13.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1826","FV",2011,1,1,18,41,"PIPO",1,15.6,"FV_1_1_18_41","Live",14.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1827","FV",2019,1,1,18,41,"PIPO",1,16.5,"FV_1_1_18_41","Live",15.6,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1828","FV",2006,1,1,18,42,"PIPO",1,4.3,"FV_1_1_18_42","Live",4.4,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1829","FV",2011,1,1,18,42,"PIPO",1,5.6,"FV_1_1_18_42","Live",4.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1830","FV",2006,1,1,18,43,"PIPO",1,6.1,"FV_1_1_18_43","Live",5.7,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1831","FV",2011,1,1,18,43,"PIPO",1,6.3,"FV_1_1_18_43","Live",6.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1832","FV",2019,1,1,18,43,"PIPO",1,6.5,"FV_1_1_18_43","Live",6.3,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1833","FV",2006,1,1,18,44,"PIPO",1,6.3,"FV_1_1_18_44","Live",6.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1834","FV",2011,1,1,18,44,"PIPO",1,7.3,"FV_1_1_18_44","Live",6.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1835","FV",2019,1,1,18,44,"PIPO",3,NA,"FV_1_1_18_44","Dead",7.3,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1836","FV",2006,1,1,18,45,"PIPO",3,NA,"FV_1_1_18_45","Dead",1.9,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1837","FV",2006,1,1,18,47,"PIPO",3,NA,"FV_1_1_18_47","Dead",3.1,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1838","FV",2006,1,1,18,48,"PIPO",1,1.6,"FV_1_1_18_48","Live",1.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1839","FV",2011,1,1,18,48,"PIPO",3,NA,"FV_1_1_18_48","Dead",1.6,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1840","FV",2006,1,1,18,49,"PIPO",1,8.2,"FV_1_1_18_49","Live",7.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1841","FV",2011,1,1,18,49,"PIPO",1,9.7,"FV_1_1_18_49","Live",8.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1842","FV",2019,1,1,18,49,"PIPO",1,9.9,"FV_1_1_18_49","Live",9.7,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1843","FV",2006,1,1,18,5,"PIPO",2,0.9,"FV_1_1_18_5","Live",0.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1844","FV",2006,1,1,18,50,"PIPO",1,4.7,"FV_1_1_18_50","Live",4.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1845","FV",2011,1,1,18,50,"PIPO",1,5.1,"FV_1_1_18_50","Live",4.7,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1846","FV",2019,1,1,18,50,"PIPO",1,4.7,"FV_1_1_18_50","Live",5.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1847","FV",2006,1,1,18,51,"PIPO",3,NA,"FV_1_1_18_51","Dead",1.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1848","FV",2006,1,1,18,52,"PIPO",1,4.9,"FV_1_1_18_52","Live",4.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1849","FV",2011,1,1,18,52,"PIPO",1,5.2,"FV_1_1_18_52","Live",4.9,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1850","FV",2019,1,1,18,52,"PIPO",1,5.2,"FV_1_1_18_52","Live",5.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1851","FV",2006,1,1,18,53,"PIPO",1,5.5,"FV_1_1_18_53","Live",5.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1852","FV",2011,1,1,18,53,"PIPO",1,5.8,"FV_1_1_18_53","Live",5.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1853","FV",2019,1,1,18,53,"PIPO",1,5.5,"FV_1_1_18_53","Live",5.8,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1854","FV",2006,1,1,18,56,"PIPO",1,3.9,"FV_1_1_18_56","Live",3.9,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1855","FV",2011,1,1,18,56,"PIPO",3,NA,"FV_1_1_18_56","Dead",3.9,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1856","FV",2006,1,1,18,57,"PIPO",1,3.1,"FV_1_1_18_57","Live",2.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1857","FV",2011,1,1,18,57,"PIPO",1,3.5,"FV_1_1_18_57","Live",3.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1858","FV",2019,1,1,18,57,"PIPO",1,3.5,"FV_1_1_18_57","Live",3.5,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1859","FV",2006,1,1,18,58,"PIPO",1,9,"FV_1_1_18_58","Live",8.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1860","FV",2011,1,1,18,58,"PIPO",1,9.3,"FV_1_1_18_58","Live",9,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1861","FV",2019,1,1,18,58,"PIPO",1,9.2,"FV_1_1_18_58","Live",9.3,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1862","FV",2006,1,1,18,59,"PIPO",3,NA,"FV_1_1_18_59","Dead",1.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1863","FV",2006,1,1,18,6,"PIPO",1,8.1,"FV_1_1_18_6","Live",7.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1864","FV",2011,1,1,18,6,"PIPO",1,8.6,"FV_1_1_18_6","Live",8.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1865","FV",2019,1,1,18,6,"PIPO",1,9.2,"FV_1_1_18_6","Live",8.6,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1866","FV",2006,1,1,18,60,"PIPO",1,3.8,"FV_1_1_18_60","Live",4.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1867","FV",2011,1,1,18,60,"PIPO",1,4.1,"FV_1_1_18_60","Live",3.8,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1868","FV",2019,1,1,18,60,"PIPO",1,4,"FV_1_1_18_60","Live",4.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1869","FV",2006,1,1,18,61,"PIPO",1,10.7,"FV_1_1_18_61","Live",10.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1870","FV",2011,1,1,18,61,"PIPO",1,12.5,"FV_1_1_18_61","Live",10.7,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1871","FV",2019,1,1,18,61,"PIPO",1,12.4,"FV_1_1_18_61","Live",12.5,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1872","FV",2006,1,1,18,63,"PIPO",1,10.5,"FV_1_1_18_63","Live",10.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1873","FV",2011,1,1,18,63,"PIPO",1,11.2,"FV_1_1_18_63","Live",10.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1874","FV",2019,1,1,18,63,"PIPO",1,11.4,"FV_1_1_18_63","Live",11.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1875","FV",2006,1,1,18,64,"PIPO",1,10.3,"FV_1_1_18_64","Live",9.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1876","FV",2011,1,1,18,64,"PIPO",1,11.2,"FV_1_1_18_64","Live",10.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1877","FV",2019,1,1,18,64,"PIPO",1,12.5,"FV_1_1_18_64","Live",11.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1878","FV",2006,1,1,18,65,"PIPO",1,13.3,"FV_1_1_18_65","Live",12.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1879","FV",2011,1,1,18,65,"PIPO",1,13.1,"FV_1_1_18_65","Live",13.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1880","FV",2019,1,1,18,65,"PIPO",1,13.3,"FV_1_1_18_65","Live",13.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1881","FV",2006,1,1,18,66,"PIPO",3,NA,"FV_1_1_18_66","Dead",4.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1882","FV",2006,1,1,18,67,"PIPO",1,11.8,"FV_1_1_18_67","Live",11.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1883","FV",2011,1,1,18,67,"PIPO",1,12.1,"FV_1_1_18_67","Live",11.8,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1884","FV",2019,1,1,18,67,"PIPO",1,12.5,"FV_1_1_18_67","Live",12.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1885","FV",2006,1,1,18,68,"PIPO",1,13.2,"FV_1_1_18_68","Live",12.6,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1886","FV",2011,1,1,18,68,"PIPO",1,13.7,"FV_1_1_18_68","Live",13.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1887","FV",2019,1,1,18,68,"PIPO",1,14.3,"FV_1_1_18_68","Live",13.7,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1888","FV",2006,1,1,18,69,"PIPO",1,4,"FV_1_1_18_69","Live",3.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1889","FV",2011,1,1,18,69,"PIPO",3,NA,"FV_1_1_18_69","Dead",4,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1890","FV",2006,1,1,18,70,"PIPO",1,8.2,"FV_1_1_18_70","Live",8.9,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1891","FV",2011,1,1,18,70,"PIPO",1,8.7,"FV_1_1_18_70","Live",8.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1892","FV",2019,1,1,18,70,"PIPO",3,NA,"FV_1_1_18_70","Dead",8.7,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1893","FV",2006,1,1,18,71,"PIPO",1,3.8,"FV_1_1_18_71","Live",3.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1894","FV",2011,1,1,18,71,"PIPO",3,NA,"FV_1_1_18_71","Dead",3.8,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1895","FV",2006,1,1,18,72,"PIPO",1,7.2,"FV_1_1_18_72","Live",7.1,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1896","FV",2011,1,1,18,72,"PIPO",1,7.2,"FV_1_1_18_72","Live",7.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1897","FV",2019,1,1,18,72,"PIPO",6,NA,"FV_1_1_18_72","Dead",7.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1898","FV",2006,1,1,18,74,"PIPO",1,9.1,"FV_1_1_18_74","Live",8.3,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1899","FV",2011,1,1,18,74,"PIPO",1,9.2,"FV_1_1_18_74","Live",9.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1900","FV",2019,1,1,18,74,"PIPO",1,9.9,"FV_1_1_18_74","Live",9.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1901","FV",2006,1,1,18,75,"PIPO",1,8.5,"FV_1_1_18_75","Live",8.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1902","FV",2011,1,1,18,75,"PIPO",1,8.8,"FV_1_1_18_75","Live",8.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1903","FV",2019,1,1,18,75,"PIPO",1,8.9,"FV_1_1_18_75","Live",8.8,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1904","FV",2006,1,1,18,76,"PIPO",1,9.2,"FV_1_1_18_76","Live",8.9,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1905","FV",2011,1,1,18,76,"PIPO",1,9.4,"FV_1_1_18_76","Live",9.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1906","FV",2019,1,1,18,76,"PIPO",1,9.4,"FV_1_1_18_76","Live",9.4,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1907","FV",2006,1,1,18,77,"PIPO",1,2.7,"FV_1_1_18_77","Live",2.6,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1908","FV",2011,1,1,18,77,"PIPO",3,NA,"FV_1_1_18_77","Dead",2.7,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1909","FV",2006,1,1,18,78,"PIPO",1,10,"FV_1_1_18_78","Live",9.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1910","FV",2011,1,1,18,78,"PIPO",1,10.4,"FV_1_1_18_78","Live",10,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1911","FV",2019,1,1,18,78,"PIPO",1,10.7,"FV_1_1_18_78","Live",10.4,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1912","FV",2006,1,1,18,8,"PIPO",1,7.9,"FV_1_1_18_8","Live",6.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1913","FV",2011,1,1,18,8,"PIPO",1,7.9,"FV_1_1_18_8","Live",7.9,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1914","FV",2019,1,1,18,8,"PIPO",1,7.9,"FV_1_1_18_8","Live",7.9,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1915","FV",2006,1,1,18,80,"PIPO",1,7.5,"FV_1_1_18_80","Live",7.6,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1916","FV",2011,1,1,18,80,"PIPO",1,8.1,"FV_1_1_18_80","Live",7.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1917","FV",2019,1,1,18,80,"PIPO",1,7.5,"FV_1_1_18_80","Live",8.1,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1918","FV",2006,1,1,18,81,"PIPO",1,12.1,"FV_1_1_18_81","Live",12.4,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1919","FV",2011,1,1,18,81,"PIPO",1,13.5,"FV_1_1_18_81","Live",12.1,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1920","FV",2019,1,1,18,81,"PIPO",1,13.9,"FV_1_1_18_81","Live",13.5,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1921","FV",2006,1,1,18,83,"PIPO",1,9.4,"FV_1_1_18_83","Live",8.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1922","FV",2011,1,1,18,83,"PIPO",1,9.6,"FV_1_1_18_83","Live",9.4,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1923","FV",2019,1,1,18,83,"PIPO",1,10.4,"FV_1_1_18_83","Live",9.6,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1924","FV",2006,1,1,18,84,"PIPO",1,13.2,"FV_1_1_18_84","Live",12.9,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1925","FV",2011,1,1,18,84,"PIPO",1,13.5,"FV_1_1_18_84","Live",13.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1926","FV",2019,1,1,18,84,"PIPO",1,14.1,"FV_1_1_18_84","Live",13.5,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1927","FV",2006,1,1,18,85,"PIPO",1,5.2,"FV_1_1_18_85","Live",5.4,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1928","FV",2011,1,1,18,85,"PIPO",3,NA,"FV_1_1_18_85","Dead",5.2,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1929","FV",2006,1,1,18,86,"PIPO",1,17.8,"FV_1_1_18_86","Live",16.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1930","FV",2011,1,1,18,86,"PIPO",1,18.8,"FV_1_1_18_86","Live",17.8,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1931","FV",2019,1,1,18,86,"PIPO",1,19.4,"FV_1_1_18_86","Live",18.8,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1932","FV",2006,1,1,18,87,"PIPO",1,4.8,"FV_1_1_18_87","Live",5.1,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1933","FV",2011,1,1,18,87,"PIPO",3,NA,"FV_1_1_18_87","Dead",4.8,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1934","FV",2006,1,1,18,88,"PIPO",1,9,"FV_1_1_18_88","Live",8.8,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1935","FV",2011,1,1,18,88,"PIPO",3,NA,"FV_1_1_18_88","Dead",9,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1936","FV",2006,1,1,18,89,"PIPO",1,7.3,"FV_1_1_18_89","Live",7.7,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1937","FV",2011,1,1,18,89,"PIPO",1,8,"FV_1_1_18_89","Live",7.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1938","FV",2019,1,1,18,89,"PIPO",1,7.9,"FV_1_1_18_89","Live",8,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1939","FV",2006,1,1,18,9,"PIPO",1,4.5,"FV_1_1_18_9","Live",4.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1940","FV",2011,1,1,18,9,"PIPO",1,5.2,"FV_1_1_18_9","Live",4.5,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1941","FV",2019,1,1,18,9,"PIPO",1,5,"FV_1_1_18_9","Live",5.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1942","FV",2006,1,1,18,90,"PIPO",1,12,"FV_1_1_18_90","Live",11.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1943","FV",2011,1,1,18,90,"PIPO",1,12.3,"FV_1_1_18_90","Live",12,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1944","FV",2019,1,1,18,90,"PIPO",1,12.8,"FV_1_1_18_90","Live",12.3,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1945","FV",2006,1,1,18,91,"PIPO",1,22,"FV_1_1_18_91","Live",21,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1946","FV",2011,1,1,18,91,"PIPO",1,22.2,"FV_1_1_18_91","Live",22,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1947","FV",2019,1,1,18,91,"PIPO",1,23.1,"FV_1_1_18_91","Live",22.2,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1948","FV",2006,1,1,18,93,"PIPO",1,7.3,"FV_1_1_18_93","Live",7.5,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1949","FV",2011,1,1,18,93,"PIPO",1,7.7,"FV_1_1_18_93","Live",7.3,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
"1950","FV",2019,1,1,18,93,"PIPO",1,7.9,"FV_1_1_18_93","Live",7.7,2011,"FV_1_1_18",44.00937849,42.77469042,42.36923076875,8.24210241884682,43.0591744952987
"1951","FV",2006,1,1,18,94,"PIPO",1,2.4,"FV_1_1_18_94","Live",2.2,1998,"FV_1_1_18",39.999459885,37.14820263,41.200641025,9.11537424473813,17.7754853488397
"1952","FV",2011,1,1,18,94,"PIPO",1,2.4,"FV_1_1_18_94","Live",2.4,2006,"FV_1_1_18",42.77469042,39.999459885,38.208205128,8.3078564957955,29.6978303159728
