"","Nest_ID","Visit_date","No_eggs","No_young","Stage","Year_located","Project_ID","Transect_ID","Transect_ID2","Trt_cat","Fate","UTM_datum_zone","UTM_N","UTM_E","Nest_Ht","Tree_sp","Orientation","cosOrientation","Initiation_date","Init_day","NoFL_uncert","NoFL_cert","Trees_2550","Trees_50","pPIPO","Fate_cat","Peeped","Duration","Julian_end","Julian_start","a1000_areamn2","a1000_areaam2","a1000_areacv2","a1000_contag","a1000_pland2","a1000_pland1","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_proxmn2","a1000_Ha","a1000_RxBu","a1000_WFBu","a1000_PBu"
"136","EMFWOR_NCAMC5-01A_2018","2018-06-07",999,999,"N",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",0,10,"158","155",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"137","EMFWOR_NCAMC5-01A_2018","2018-06-11",1,3,"N",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",1,25,"162","158",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"138","EMFWOR_NCAMC5-01A_2018","2018-06-18",0,3,"N",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",1,9,"169","162",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"139","EMFWOR_NCAMC5-01A_2018","2018-06-25",0,3,"N",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",1,3,"176","169",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"140","EMFWOR_NCAMC5-01A_2018","2018-07-02",0,1,"N",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",1,8,"183","176",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"141","EMFWOR_NCAMC5-01A_2018","2018-07-05",0,0,"F",2018,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",1,"NAD83 10N",4673678.932,731242.445,7.3,"POTR5",243,-0.453990499739547,2018-05-20,140,3,NA,25,2.5,0.2,"success",1,11,"186","183",0.975789,7.8882499,266.1570129,28.5111008,18.1285,62.6870003,61.4842987,61.4842987,5.5148101,70,13,57,10.4209995,0,0,0,0
"142","EMFWOR_NCAMC5-01A_2020","2020-06-02",0,0,"E",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,75,"154",NA,1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"143","EMFWOR_NCAMC5-01A_2020","2020-06-03",999,999,"E",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",0,82,"155","154",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"144","EMFWOR_NCAMC5-01A_2020","2020-06-09",1,0,"L",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,56,"161","155",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"145","EMFWOR_NCAMC5-01A_2020","2020-06-10",1,0,"L",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,18,"162","161",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"146","EMFWOR_NCAMC5-01A_2020","2020-06-19",3,0,"I",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,40,"171","162",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"147","EMFWOR_NCAMC5-01A_2020","2020-06-23",3,0,"I",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,20,"175","171",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"148","EMFWOR_NCAMC5-01A_2020","2020-06-29",999,999,"I",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",0,60,"181","175",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"149","EMFWOR_NCAMC5-01A_2020","2020-07-01",999,999,"I",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",0,18,"183","181",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"150","EMFWOR_NCAMC5-01A_2020","2020-07-02",0,0,"I",2020,"EMFWOR","EMFWOR_CAMC5","EMFWOR_CAMC5","U",9,"NAD83 10N",4673876,731252,1.5,"POTR5",175,-0.996194698091746,2020-06-09,161,0,0,66.6666666666667,22.5,1,"failure",1,8,"184","183",1.1087199,8.3336296,255.272995,30.7194004,16.9845009,61.9243011,60.6629982,60.6629982,5.5148101,61,14,47,11.0150003,0,0,0,0
"151","EMFWOR_NCAMC7-06A_2015","2015-05-29",999,999,"E",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",0,40,"149",NA,14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"152","EMFWOR_NCAMC7-06A_2015","2015-06-16",4,0,"I",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,4,"167","149",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"153","EMFWOR_NCAMC7-06A_2015","2015-06-19",999,999,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",0,17,"170","167",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"154","EMFWOR_NCAMC7-06A_2015","2015-06-23",0,4,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,8,"174","170",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"155","EMFWOR_NCAMC7-06A_2015","2015-07-01",0,4,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,15,"182","174",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"156","EMFWOR_NCAMC7-06A_2015","2015-07-08",0,4,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,4,"189","182",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"157","EMFWOR_NCAMC7-06A_2015","2015-07-09",0,4,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,80,"190","189",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"158","EMFWOR_NCAMC7-06A_2015","2015-07-14",0,4,"N",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,5,"195","190",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"159","EMFWOR_NCAMC7-06A_2015","2015-07-22",0,0,"F",2015,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676247.396,730509.493,1.7,"POTR5",191,-0.981627183447664,2015-06-01,152,4,NA,91.6666666666667,5,0.307692307692308,"success",1,9,"203","195",14.4692001,183.1040039,341.3900146,19.566,61.3083,29.6275005,60.4869003,7.71487,60.4869003,55,42,13,319.4909973,0,0,0,0
"160","EMFWOR_NCAMC7-06A_2018","2018-06-14",999,999,"I",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",0,20,"165",NA,14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"161","EMFWOR_NCAMC7-06A_2018","2018-06-18",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",1,5,"169","165",14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"162","EMFWOR_NCAMC7-06A_2018","2018-06-26",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",1,5,"177","169",14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"163","EMFWOR_NCAMC7-06A_2018","2018-07-02",0,4,"N",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",1,9,"183","177",14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"164","EMFWOR_NCAMC7-06A_2018","2018-07-09",0,1,"N",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",1,30,"190","183",14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"165","EMFWOR_NCAMC7-06A_2018","2018-07-10",999,999,"F",2018,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676215.028,730511.661,7.5,"POTR5",272,0.0348994967025013,2018-05-28,148,4,1,100,7.5,0.266666666666667,"success",0,26,"191","190",14.1576996,178.345993,340.54599,18.4986992,59.9883003,30.0967999,59.0495987,7.71487,59.0495987,55,42,13,313.348999,0,0,0,0
"166","EMFWOR_NCAMC7-06A_2020","2020-06-25",0,2,"N",2020,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676306,730512,4,"PIPO",330,0.866025403784438,2020-05-24,145,2,NA,16.6666666666667,5,0.166666666666667,"success",1,15,"177",NA,19.6469994,192.0059967,296.1889954,21.6956997,64.0363998,28.3367996,63.3030014,7.71487,63.3030014,48,38,10,400.2539978,0,0,0,0
"167","EMFWOR_NCAMC7-06A_2020","2020-06-30",999,999,"N",2020,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676306,730512,4,"PIPO",330,0.866025403784438,2020-05-24,145,2,NA,16.6666666666667,5,0.166666666666667,"success",0,67,"182","177",19.6469994,192.0059967,296.1889954,21.6956997,64.0363998,28.3367996,63.3030014,7.71487,63.3030014,48,38,10,400.2539978,0,0,0,0
"168","EMFWOR_NCAMC7-06A_2020","2020-07-02",0,2,"N",2020,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676306,730512,4,"PIPO",330,0.866025403784438,2020-05-24,145,2,NA,16.6666666666667,5,0.166666666666667,"success",1,25,"184","182",19.6469994,192.0059967,296.1889954,21.6956997,64.0363998,28.3367996,63.3030014,7.71487,63.3030014,48,38,10,400.2539978,0,0,0,0
"169","EMFWOR_NCAMC7-06A_2020","2020-07-06",0,0,"F",2020,"EMFWOR","EMFWOR_CAMC7","EMFWOR_CAMC7","U",1,"NAD83 10N",4676306,730512,4,"PIPO",330,0.866025403784438,2020-05-24,145,2,NA,16.6666666666667,5,0.166666666666667,"success",1,50,"188","184",19.6469994,192.0059967,296.1889954,21.6956997,64.0363998,28.3367996,63.3030014,7.71487,63.3030014,48,38,10,400.2539978,0,0,0,0
"170","EMFWOR_NCAMC8-06A_2016","2016-06-28",999,999,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",0,72,"180",NA,0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"171","EMFWOR_NCAMC8-06A_2016","2016-07-01",999,999,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",0,41,"183","180",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"172","EMFWOR_NCAMC8-06A_2016","2016-07-05",0,3,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",1,57,"187","183",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"173","EMFWOR_NCAMC8-06A_2016","2016-07-08",999,999,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",0,34,"190","187",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"174","EMFWOR_NCAMC8-06A_2016","2016-07-11",999,999,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",0,54,"193","190",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"175","EMFWOR_NCAMC8-06A_2016","2016-07-13",999,999,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",0,43,"195","193",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"176","EMFWOR_NCAMC8-06A_2016","2016-07-15",0,2,"N",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",1,51,"197","195",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"177","EMFWOR_NCAMC8-06A_2016","2016-07-18",0,0,"F",2016,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674072.146,730136.1,3.8,"PIPO",255,-0.258819045102521,2016-06-05,157,3,1,66.6666666666667,2.5,0.7,"success",1,27,"200","197",0.715263,2.22228,145.1529999,21.8687992,17.7178001,51.7747002,49.8973007,49.8973007,2.2880599,99,23,76,6.4987001,0,0,0,0
"178","EMFWOR_NCAMC8-07A_2017","2017-05-31",5,0,"I",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,17,"151",NA,0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"179","EMFWOR_NCAMC8-07A_2017","2017-06-03",5,0,"I",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,4,"154","151",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"180","EMFWOR_NCAMC8-07A_2017","2017-06-06",5,0,"I",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,4,"157","154",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"181","EMFWOR_NCAMC8-07A_2017","2017-06-08",5,0,"I",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,10,"159","157",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"182","EMFWOR_NCAMC8-07A_2017","2017-06-13",0,3,"N",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,11,"164","159",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"183","EMFWOR_NCAMC8-07A_2017","2017-06-20",0,3,"N",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,9,"171","164",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"184","EMFWOR_NCAMC8-07A_2017","2017-06-27",0,3,"N",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,15,"178","171",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"185","EMFWOR_NCAMC8-07A_2017","2017-06-30",0,3,"N",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,15,"181","178",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"186","EMFWOR_NCAMC8-07A_2017","2017-07-07",0,0,"F",2017,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2017-05-22,142,3,NA,25,2.5,0.666666666666667,"success",1,6,"188","181",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"187","EMFWOR_NCAMC8-07A_2018","2018-05-29",3,0,"I",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,6,"149",NA,0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"188","EMFWOR_NCAMC8-07A_2018","2018-06-01",999,999,"I",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",0,7,"152","149",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"189","EMFWOR_NCAMC8-07A_2018","2018-06-04",3,0,"I",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,4,"155","152",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"190","EMFWOR_NCAMC8-07A_2018","2018-06-07",999,999,"I",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",0,15,"158","155",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"191","EMFWOR_NCAMC8-07A_2018","2018-06-11",1,2,"N",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,2,"162","158",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"192","EMFWOR_NCAMC8-07A_2018","2018-06-20",1,2,"N",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,10,"171","162",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"193","EMFWOR_NCAMC8-07A_2018","2018-06-26",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,5,"177","171",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
"194","EMFWOR_NCAMC8-07A_2018","2018-07-02",0,2,"N",2018,"EMFWOR","EMFWOR_CAMC8","EMFWOR_CAMC8","U",1,"NAD83 10N",4674257.705,730403.539,1.8,"POTR5",322,0.788010753606722,2018-05-23,143,2,NA,25,2.5,0.666666666666667,"success",1,5,"183","177",0.971379,5.1498399,207.4019928,21.7194004,18.3631992,51.5400009,49.1053009,49.1053009,4.75213,83,25,58,7.5199399,0,0,0,0
