"","Nest_ID","Visit_date","Prev_date","interval","Fate_cat","Initiation_date","Stage"
"268","EMFWOR_NMUDT1-05A_2020","2020-07-27","2020-07-24",11,"success","2020-06-13","F"
"269","EMFWOR_NMUDT1-05A_2021","2021-07-07","2021-07-06",1,"failure","2021-07-03","I"
"270","EMFWOR_NMUDT1-05A_2021","2021-07-14","2021-07-07",2,"failure","2021-07-03","I"
"271","EMFWOR_NMUDT1-05A_2021","2021-07-20","2021-07-14",3,"failure","2021-07-03","I"
"272","EMFWOR_NMUDT1-05A_2021","2021-07-23","2021-07-20",4,"failure","2021-07-03","I"
"273","EMFWOR_NPINT1-03A_2018","2018-06-27","2018-06-19",1,"failure","2018-99-99","I"
"274","EMFWOR_NRIMT1-01A_2015","2015-06-23","2015-06-15",1,"failure","2015-06-05","N"
"275","EMFWOR_NRIMT1-01A_2015","2015-07-06","2015-06-23",2,"failure","2015-06-05","N"
"276","EMFWOR_NRIMT1-01A_2015","2015-07-13","2015-07-06",3,"failure","2015-06-05","N"
"277","EMFWOR_NRIMT1-01A_2016","2016-07-01","2016-06-28",1,"failure","2016-99-99","N"
"278","EMFWOR_NRIMT1-01A_2016","2016-07-06","2016-07-01",2,"failure","2016-99-99","N"
"279","EMFWOR_NSWRC2-09A_2016","2016-07-11","2016-07-07",1,"success","2016-06-01","N"
"280","EMFWOR_NSWRC2-09A_2016","2016-07-13","2016-07-11",2,"success","2016-06-01","N"
"281","EMFWOR_NSWRC2-09A_2016","2016-07-15","2016-07-13",3,"success","2016-06-01","F"
"282","EMFWOR_NSWRC2-09A_2017","2017-06-24","2017-06-23",1,"success","2017-05-27","N"
"283","EMFWOR_NSWRC2-09A_2017","2017-06-27","2017-06-24",2,"success","2017-05-27","N"
"284","EMFWOR_NSWRC2-09A_2017","2017-07-06","2017-06-27",3,"success","2017-05-27","N"
"285","EMFWOR_NSWRC2-09A_2017","2017-07-10","2017-07-06",4,"success","2017-05-27","F"
"286","EMFWOR_NSWRC2-09A_2018","2018-06-18","2018-06-13",1,"success","2018-05-19","N"
"287","EMFWOR_NSWRC2-09A_2018","2018-06-25","2018-06-18",2,"success","2018-05-19","N"
"288","EMFWOR_NSWRC2-09A_2018","2018-07-02","2018-06-25",3,"success","2018-05-19","F"
"289","EMFWOR_NSWRC2-10A_2015","2015-06-23","2015-06-16",1,"failure","2015-06-05","N"
"290","EMFWOR_NSWRC2-10A_2015","2015-07-07","2015-06-23",2,"failure","2015-06-05","N"
"291","EMFWOR_NSWRC3-03A_2019","2019-06-20","2019-06-17",1,"success","2019-06-05","I"
"292","EMFWOR_NSWRC3-03A_2019","2019-06-24","2019-06-20",2,"success","2019-06-05","N"
"293","EMFWOR_NSWRC3-03A_2019","2019-06-27","2019-06-24",3,"success","2019-06-05","N"
"294","EMFWOR_NSWRC3-03A_2019","2019-07-01","2019-06-27",4,"success","2019-06-05","N"
"295","EMFWOR_NSWRC3-03A_2019","2019-07-05","2019-07-01",5,"success","2019-06-05","N"
"296","EMFWOR_NSWRC3-03A_2019","2019-07-08","2019-07-05",6,"success","2019-06-05","N"
"297","EMFWOR_NSWRC3-03A_2019","2019-07-11","2019-07-08",7,"success","2019-06-05","N"
"298","EMFWOR_NSWRC3-03A_2019","2019-07-15","2019-07-11",8,"success","2019-06-05","N"
"299","EMFWOR_NSWRC3-03A_2019","2019-07-17","2019-07-15",9,"success","2019-06-05","N"
"300","EMFWOR_NSWRC3-03A_2019","2019-07-19","2019-07-17",10,"success","2019-06-05","F"
"301","EMFWOR_NSWRC3-03A_2020","2020-06-10","2020-06-09",1,"success","2020-05-29","I"
"302","EMFWOR_NSWRC3-03A_2020","2020-06-17","2020-06-10",2,"success","2020-05-29","N"
"303","EMFWOR_NSWRC3-03A_2020","2020-06-24","2020-06-17",3,"success","2020-05-29","N"
"304","EMFWOR_NSWRC3-03A_2020","2020-06-30","2020-06-24",4,"success","2020-05-29","N"
"305","EMFWOR_NSWRC3-03A_2020","2020-07-06","2020-06-30",5,"success","2020-05-29","N"
"306","EMFWOR_NSWRC3-03A_2020","2020-07-08","2020-07-06",6,"success","2020-05-29","N"
"307","EMFWOR_NSWRC3-03A_2020","2020-07-13","2020-07-08",7,"success","2020-05-29","F"
"308","EMFWOR_NSWRC3-03B_2018","2018-07-02","2018-06-28",1,"success","2018-06-14","N"
"309","EMFWOR_NSWRC3-03B_2018","2018-07-09","2018-07-02",2,"success","2018-06-14","N"
"310","EMFWOR_NSWRC3-03B_2018","2018-07-16","2018-07-09",3,"success","2018-06-14","N"
"311","EMFWOR_NSWRC3-03B_2018","2018-07-23","2018-07-16",4,"success","2018-06-14","N"
"312","EMFWOR_NSWRC3-03B_2018","2018-07-26","2018-07-23",5,"success","2018-06-14","N"
"313","EMFWOR_NSWRC3-03B_2018","2018-07-30","2018-07-26",6,"success","2018-06-14","F"
"314","EMFWOR_NSWRC3-04A_2016","2016-06-29","2016-06-27",1,"success","2016-06-01","N"
"315","EMFWOR_NSWRC3-04A_2016","2016-07-05","2016-06-29",2,"success","2016-06-01","N"
"316","EMFWOR_NSWRC3-04A_2016","2016-07-07","2016-07-05",3,"success","2016-06-01","N"
"317","EMFWOR_NSWRC3-04A_2016","2016-07-11","2016-07-07",4,"success","2016-06-01","N"
"318","EMFWOR_NSWRC3-04A_2016","2016-07-13","2016-07-11",5,"success","2016-06-01","N"
"319","EMFWOR_NSWRC3-04A_2016","2016-07-14","2016-07-13",6,"success","2016-06-01","F"
"320","EMFWOR_NSWRC3-04A_2016","2016-07-15","2016-07-14",7,"success","2016-06-01","F"
"321","EMFWOR_NSWRC3-04A_2018","2018-06-07","2018-06-04",1,"success","2018-05-22","I"
"322","EMFWOR_NSWRC3-04A_2018","2018-06-11","2018-06-07",2,"success","2018-05-22","N"
"323","EMFWOR_NSWRC3-04A_2018","2018-06-18","2018-06-11",3,"success","2018-05-22","N"
"324","EMFWOR_NSWRC3-04A_2018","2018-06-25","2018-06-18",4,"success","2018-05-22","N"
"325","EMFWOR_NSWRC3-04A_2018","2018-07-02","2018-06-25",5,"success","2018-05-22","N"
"326","EMFWOR_NSWRC3-04A_2018","2018-07-05","2018-07-02",6,"success","2018-05-22","F"
"327","EMFWOR_NSWRC3-04A_2020","2020-06-30","2020-06-24",1,"success","2020-06-05","N"
"328","EMFWOR_NSWRC3-04A_2020","2020-07-06","2020-06-30",2,"success","2020-06-05","N"
"329","EMFWOR_NSWRC3-04A_2020","2020-07-08","2020-07-06",3,"success","2020-06-05","N"
"330","EMFWOR_NSWRC3-04A_2020","2020-07-13","2020-07-08",4,"success","2020-06-05","N"
"331","EMFWOR_NSWRC3-04A_2020","2020-07-14","2020-07-13",5,"success","2020-06-05","N"
"332","EMFWOR_NSWRC3-04A_2020","2020-07-15","2020-07-14",6,"success","2020-06-05","N"
"333","EMFWOR_NSWRC3-04A_2020","2020-07-16","2020-07-15",7,"success","2020-06-05","N"
"334","EMFWOR_NSWRC3-04A_2020","2020-07-21","2020-07-16",8,"success","2020-06-05","F"
"335","EMFWOR_NSWRC3-09A_2016","2016-06-27","2016-06-24",1,"success","2016-05-26","N"
"336","EMFWOR_NSWRC3-09A_2016","2016-06-29","2016-06-27",2,"success","2016-05-26","N"
"337","EMFWOR_NSWRC3-09A_2016","2016-07-01","2016-06-29",3,"success","2016-05-26","N"
"338","EMFWOR_NSWRC3-09A_2016","2016-07-05","2016-07-01",4,"success","2016-05-26","N"
"339","EMFWOR_NSWRC3-09A_2016","2016-07-07","2016-07-05",5,"success","2016-05-26","F"
"340","EMFWOR_NSWRC3-09A_2016","2016-07-08","2016-07-07",6,"success","2016-05-26","F"
"341","EMFWOR_NSWRC3-09A_2018","2018-06-25","2018-06-18",1,"success","2018-05-25","N"
"342","EMFWOR_NSWRC3-09A_2018","2018-07-02","2018-06-25",2,"success","2018-05-25","N"
"343","EMFWOR_NSWRC3-09A_2018","2018-07-05","2018-07-02",3,"success","2018-05-25","N"
"344","EMFWOR_NSWRC3-09A_2018","2018-07-09","2018-07-05",4,"success","2018-05-25","F"
"345","EMFWOR_NSWRC3-09A_2019","2019-06-20","2019-06-17",1,"failure","2019-05-24","N"
"346","EMFWOR_NSWRC3-09A_2019","2019-06-24","2019-06-20",2,"failure","2019-05-24","N"
"347","EMFWOR_NSWRC3-09A_2019","2019-06-27","2019-06-24",3,"failure","2019-05-24","N"
"348","EMFWOR_NSWRC3-09A_2019","2019-07-01","2019-06-27",4,"failure","2019-05-24","N"
"349","EMMAOR_NCLIFFC1-07A_2015","2015-07-02","2015-06-29",1,"success","2015-05-27","N"
"350","EMMAOR_NCLIFFC1-07A_2015","2015-07-10","2015-07-02",2,"success","2015-05-27","F"
"351","EMMAOR_NCLIFFC1-07A_2019","2019-06-27","2019-06-14",1,"success","2019-05-25","N"
"352","EMMAOR_NCLIFFC1-07A_2019","2019-07-03","2019-06-27",2,"success","2019-05-25","N"
"353","EMMAOR_NCLIFFC1-07A_2019","2019-07-09","2019-07-03",3,"success","2019-05-25","F"
"354","EMMAOR_NCLIFFC1-08A_2016","2016-07-07","2016-07-05",1,"success","2016-06-02","N"
"355","EMMAOR_NCLIFFC1-08A_2016","2016-07-12","2016-07-07",2,"success","2016-06-02","N"
"356","EMMAOR_NCLIFFC1-08A_2016","2016-07-14","2016-07-12",3,"success","2016-06-02","F"
"357","EMMAOR_NCLIFFC1-08A_2017","2017-06-21","2017-06-15",1,"success","2017-05-29","N"
"358","EMMAOR_NCLIFFC1-08A_2017","2017-06-26","2017-06-21",2,"success","2017-05-29","N"
"359","EMMAOR_NCLIFFC1-08A_2017","2017-06-27","2017-06-26",3,"success","2017-05-29","N"
"360","EMMAOR_NCLIFFC1-08A_2017","2017-06-29","2017-06-27",4,"success","2017-05-29","N"
"361","EMMAOR_NCLIFFC1-08A_2017","2017-07-05","2017-06-29",5,"success","2017-05-29","N"
"362","EMMAOR_NCLIFFC1-08A_2017","2017-07-12","2017-07-05",6,"success","2017-05-29","N"
"363","EMMAOR_NCLIFFC1-08A_2017","2017-07-19","2017-07-12",7,"success","2017-05-29","F"
"364","EMMAOR_NCLIFFC1-08A_2019","2019-06-27","2019-06-14",1,"success","2019-06-02","N"
"365","EMMAOR_NCLIFFC1-08A_2019","2019-07-03","2019-06-27",2,"success","2019-06-02","N"
"366","EMMAOR_NCLIFFC1-08A_2019","2019-07-09","2019-07-03",3,"success","2019-06-02","N"
"367","EMMAOR_NCLIFFC1-08A_2019","2019-07-11","2019-07-09",4,"success","2019-06-02","N"
"368","EMMAOR_NCLIFFC1-08A_2019","2019-07-12","2019-07-11",5,"success","2019-06-02","N"
"369","EMMAOR_NCLIFFC1-08A_2019","2019-07-19","2019-07-12",6,"success","2019-06-02","F"
"370","EMMAOR_NCLIFFC1-08B_2017","2017-06-21","2017-06-15",1,"success","2017-05-25","N"
"371","EMMAOR_NCLIFFC1-08B_2017","2017-06-26","2017-06-21",2,"success","2017-05-25","N"
"372","EMMAOR_NCLIFFC1-08B_2017","2017-06-27","2017-06-26",3,"success","2017-05-25","N"
"373","EMMAOR_NCLIFFC1-08B_2017","2017-06-29","2017-06-27",4,"success","2017-05-25","N"
"374","EMMAOR_NCLIFFC1-08B_2017","2017-07-05","2017-06-29",5,"success","2017-05-25","N"
"375","EMMAOR_NCLIFFC1-08B_2017","2017-07-12","2017-07-05",6,"success","2017-05-25","F"
"376","EMMAOR_NCLIFFC2-04A_2017","2017-07-05","2017-06-27",1,"success","2017-05-26","N"
"377","EMMAOR_NCLIFFC2-04A_2017","2017-07-12","2017-07-05",2,"success","2017-05-26","F"
"378","EMMAOR_NCLIFFC2-06A_2019","2019-07-03","2019-06-27",1,"success","2019-05-24","N"
"379","EMMAOR_NCLIFFC2-06A_2019","2019-07-09","2019-07-03",2,"success","2019-05-24","F"
"380","EMMAOR_NCLIFFC2-07A_2015","2015-06-29","2015-06-15",1,"success","2015-05-25","N"
"381","EMMAOR_NCLIFFC2-07A_2015","2015-07-10","2015-06-29",2,"success","2015-05-25","F"
"382","EMMAOR_NCLIFFC2-08A_2019","2019-07-03","2019-06-27",1,"success","2019-05-19","F"
"383","EMMAOR_NCLIFFC2-10A_2017","2017-07-05","2017-06-29",1,"success","2017-05-21","F"
"384","EMMAOR_NCUBT1-10A_2016","2016-06-17","2016-06-15",1,"failure","2016-05-29","N"
"385","EMMAOR_NCUBT1-10A_2016","2016-06-20","2016-06-17",2,"failure","2016-05-29","N"
"386","EMMAOR_NCUBT1-10A_2016","2016-06-24","2016-06-20",3,"failure","2016-05-29","N"
"387","EMMAOR_NCUBT1-10A_2016","2016-06-27","2016-06-24",4,"failure","2016-05-29","N"
"388","EMMAOR_NCUBT1-10A_2016","2016-07-08","2016-06-27",5,"failure","2016-05-29","N"
"389","EMMAOR_NCUBT2-02A_2016","2016-06-27","2016-06-24",1,"failure","2016-06-06","N"
"390","EMMAOR_NCUBT2-02A_2016","2016-06-29","2016-06-27",2,"failure","2016-06-06","N"
"391","EMMAOR_NCUBT2-02A_2016","2016-07-08","2016-06-29",3,"failure","2016-06-06","N"
"392","EMMAOR_NCUBT2-02A_2021","2021-06-10","2021-06-07",1,"success","2021-05-19","N"
"393","EMMAOR_NCUBT2-02A_2021","2021-06-18","2021-06-10",2,"success","2021-05-19","N"
"394","EMMAOR_NCUBT2-02A_2021","2021-06-24","2021-06-18",3,"success","2021-05-19","N"
"395","EMMAOR_NCUBT2-02A_2021","2021-06-28","2021-06-24",4,"success","2021-05-19","N"
"396","EMMAOR_NCUBT2-02A_2021","2021-06-30","2021-06-28",5,"success","2021-05-19","N"
"397","EMMAOR_NCUBT2-02A_2021","2021-07-02","2021-06-30",6,"success","2021-05-19","N"
"398","EMMAOR_NCUBT2-02A_2021","2021-07-04","2021-07-02",7,"success","2021-05-19","F"
"399","EMMAOR_NCUBT2-03A_2015","2015-06-16","2015-06-01",1,"failure","2015-99-99","N"
"400","EMMAOR_NCUBT2-03A_2015","2015-06-29","2015-06-16",2,"failure","2015-99-99","N"
"401","EMMAOR_NCUBT2-03A_2015","2015-07-02","2015-06-29",3,"failure","2015-99-99","N"
"402","EMMAOR_NCUBT2-08A_2019","2019-06-25","2019-06-20",1,"success","2019-05-24","N"
"403","EMMAOR_NCUBT2-08A_2019","2019-06-27","2019-06-25",2,"success","2019-05-24","N"
"404","EMMAOR_NCUBT2-08A_2019","2019-07-02","2019-06-27",3,"success","2019-05-24","N"
"405","EMMAOR_NCUBT2-08A_2019","2019-07-09","2019-07-02",4,"success","2019-05-24","F"
"406","EMMAOR_NCUBT2-10A_2015","2015-07-02","2015-06-30",1,"failure","2015-99-99","N"
"407","EMMAOR_NCUBT2-10A_2015","2015-07-06","2015-07-02",2,"failure","2015-99-99","N"
"408","EMMAOR_NCUBT2-10A_2015","2015-07-08","2015-07-06",3,"failure","2015-99-99","N"
"409","EMMAOR_NCUBT2-10A_2016","2016-06-27","2016-06-24",1,"failure","2016-06-07","N"
"410","EMMAOR_NCUBT2-10A_2016","2016-06-29","2016-06-27",2,"failure","2016-06-07","N"
"411","EMMAOR_NCUBT2-10A_2016","2016-07-08","2016-06-29",3,"failure","2016-06-07","N"
"412","EMMAOR_NCUBT2-10A_2016","2016-07-12","2016-07-08",4,"failure","2016-06-07","N"
"413","EMMAOR_NCUBT2-10A_2017","2017-06-21","2017-06-12",1,"success","2017-05-27","N"
"414","EMMAOR_NCUBT2-10A_2017","2017-06-27","2017-06-21",2,"success","2017-05-27","N"
"415","EMMAOR_NCUBT2-10A_2017","2017-07-06","2017-06-27",3,"success","2017-05-27","N"
"416","EMMAOR_NCUBT2-10A_2017","2017-07-12","2017-07-06",4,"success","2017-05-27","F"
"417","EMMAOR_NCUBT2-10A_2021","2021-06-02","2021-05-25",1,"success","2021-05-24","I"
"418","EMMAOR_NCUBT2-10A_2021","2021-06-10","2021-06-02",2,"success","2021-05-24","N"
"419","EMMAOR_NCUBT2-10A_2021","2021-06-18","2021-06-10",3,"success","2021-05-24","N"
"420","EMMAOR_NCUBT2-10A_2021","2021-06-24","2021-06-18",4,"success","2021-05-24","N"
"421","EMMAOR_NCUBT2-10A_2021","2021-06-28","2021-06-24",5,"success","2021-05-24","N"
"422","EMMAOR_NCUBT2-10A_2021","2021-06-30","2021-06-28",6,"success","2021-05-24","N"
"423","EMMAOR_NCUBT2-10A_2021","2021-07-02","2021-06-30",7,"success","2021-05-24","F"
"424","EMMAOR_NDUGC1-01A_2015","2015-06-18","2015-06-08",1,"success","2015-05-26","N"
"425","EMMAOR_NDUGC1-01A_2015","2015-07-01","2015-06-18",2,"success","2015-05-26","N"
"426","EMMAOR_NDUGC1-01A_2015","2015-07-14","2015-07-01",3,"success","2015-05-26","F"
"427","EMMAOR_NDUGC1-01A_2016","2016-06-06","2016-06-02",1,"success","2016-05-22","I"
"428","EMMAOR_NDUGC1-01A_2016","2016-06-20","2016-06-06",2,"success","2016-05-22","N"
"429","EMMAOR_NDUGC1-01A_2016","2016-06-23","2016-06-20",3,"success","2016-05-22","N"
"430","EMMAOR_NDUGC1-01A_2016","2016-06-28","2016-06-23",4,"success","2016-05-22","N"
"431","EMMAOR_NDUGC1-01A_2016","2016-07-06","2016-06-28",5,"success","2016-05-22","F"
"432","EMMAOR_NDUGC1-01A_2016","2016-07-11","2016-07-06",6,"success","2016-05-22","F"
"433","EMMAOR_NDUGC1-01A_2017","2017-06-28","2017-06-20",1,"success","2017-05-18","N"
"434","EMMAOR_NDUGC1-01A_2017","2017-07-03","2017-06-28",2,"success","2017-05-18","F"
"435","EMMAOR_NDUGC1-05A_2017","2017-06-28","2017-06-20",1,"success","2017-05-27","N"
"436","EMMAOR_NDUGC1-05A_2017","2017-07-03","2017-06-28",2,"success","2017-05-27","N"
"437","EMMAOR_NDUGC1-05A_2017","2017-07-13","2017-07-03",3,"success","2017-05-27","F"
"438","EMMAOR_NDUGC1-06A_2017","2017-05-25","2017-05-24",1,"failure","2017-05-19","I"
"439","EMMAOR_NDUGC1-06A_2017","2017-06-06","2017-05-25",2,"failure","2017-05-19","N"
"440","EMMAOR_NDUGC1-06A_2017","2017-06-13","2017-06-06",3,"failure","2017-05-19","N"
"441","EMMAOR_NDUGC1-06A_2017","2017-06-16","2017-06-13",4,"failure","2017-05-19","N"
"442","EMMAOR_NDUGC1-06A_2017","2017-06-20","2017-06-16",5,"failure","2017-05-19","N"
"443","EMMAOR_NDUGC1-06B_2017","2017-06-20","2017-06-16",1,"success","2017-05-19","N"
"444","EMMAOR_NDUGC1-06B_2017","2017-06-28","2017-06-20",2,"success","2017-05-19","N"
"445","EMMAOR_NDUGC1-06B_2017","2017-07-03","2017-06-28",3,"success","2017-05-19","F"
"446","EMMAOR_NDUGC1-10A_2016","2016-07-06","2016-06-28",1,"success","2016-06-11","N"
"447","EMMAOR_NDUGC1-10A_2016","2016-07-11","2016-07-06",2,"success","2016-06-11","N"
"448","EMMAOR_NDUGC1-10A_2016","2016-07-14","2016-07-11",3,"success","2016-06-11","N"
"449","EMMAOR_NDUGC1-10A_2016","2016-07-20","2016-07-14",4,"success","2016-06-11","N"
"450","EMMAOR_NDUGC1-10A_2016","2016-07-21","2016-07-20",5,"success","2016-06-11","N"
"451","EMMAOR_NDUGC1-10A_2016","2016-07-25","2016-07-21",6,"success","2016-06-11","F"
"452","EMMAOR_NELKT1-05A_2015","2015-06-23","2015-06-18",1,"success","2015-05-28","N"
"453","EMMAOR_NELKT1-05A_2015","2015-07-06","2015-06-23",2,"success","2015-05-28","N"
"454","EMMAOR_NELKT1-05A_2015","2015-07-08","2015-07-06",3,"success","2015-05-28","N"
"455","EMMAOR_NELKT1-05A_2015","2015-07-14","2015-07-08",4,"success","2015-05-28","F"
"456","EMMAOR_NELKT2-01A_2021","2021-07-07","2021-07-01",1,"failure","2021-99-99","I"
"457","EMMAOR_NELKT2-01A_2021","2021-07-09","2021-07-07",2,"failure","2021-99-99","I"
"458","EMMAOR_NELKT2-01A_2021","2021-07-12","2021-07-09",3,"failure","2021-99-99","I"
"459","EMMAOR_NELKT2-01A_2021","2021-07-20","2021-07-12",4,"failure","2021-99-99","I"
"460","EMMAOR_NELKT2-02A_2015","2015-07-07","2015-07-01",1,"success","2015-05-31","N"
"461","EMMAOR_NELKT2-02A_2015","2015-07-08","2015-07-07",2,"success","2015-05-31","N"
"462","EMMAOR_NELKT2-02A_2015","2015-07-14","2015-07-08",3,"success","2015-05-31","F"
"463","EMMAOR_NELKT2-02A_2021","2021-06-21","2021-06-17",1,"success","2021-05-28","N"
"464","EMMAOR_NELKT2-02A_2021","2021-07-01","2021-06-21",2,"success","2021-05-28","N"
"465","EMMAOR_NELKT2-02A_2021","2021-07-07","2021-07-01",3,"success","2021-05-28","N"
"466","EMMAOR_NELKT2-02A_2021","2021-07-08","2021-07-07",4,"success","2021-05-28","N"
"467","EMMAOR_NELKT2-02A_2021","2021-07-09","2021-07-08",5,"success","2021-05-28","N"
"468","EMMAOR_NELKT2-02A_2021","2021-07-12","2021-07-09",6,"success","2021-05-28","F"
"469","EMMAOR_NELKT2-04A_2016","2016-06-28","2016-06-23",1,"success","2016-05-27","N"
"470","EMMAOR_NELKT2-04A_2016","2016-07-06","2016-06-28",2,"success","2016-05-27","N"
"471","EMMAOR_NELKT2-04A_2016","2016-07-11","2016-07-06",3,"success","2016-05-27","F"
"472","EMMAOR_NELKT2-04A_2017","2017-06-13","2017-06-08",1,"success","2017-05-21","N"
"473","EMMAOR_NELKT2-04A_2017","2017-06-21","2017-06-13",2,"success","2017-05-21","N"
"474","EMMAOR_NELKT2-04A_2017","2017-06-26","2017-06-21",3,"success","2017-05-21","N"
"475","EMMAOR_NELKT2-04A_2017","2017-06-28","2017-06-26",4,"success","2017-05-21","N"
"476","EMMAOR_NELKT2-04A_2017","2017-07-03","2017-06-28",5,"success","2017-05-21","N"
"477","EMMAOR_NELKT2-04A_2017","2017-07-13","2017-07-03",6,"success","2017-05-21","F"
"478","EMMAOR_NELKT2-05A_2019","2019-06-25","2019-06-21",1,"success","2019-05-25","N"
"479","EMMAOR_NELKT2-05A_2019","2019-07-05","2019-06-25",2,"success","2019-05-25","N"
"480","EMMAOR_NELKT2-05A_2019","2019-07-09","2019-07-05",3,"success","2019-05-25","F"
"481","EMMAOR_NELKT2-06A_2015","2015-07-01","2015-06-18",1,"success","2015-05-23","N"
"482","EMMAOR_NELKT2-06A_2015","2015-07-07","2015-07-01",2,"success","2015-05-23","F"
"483","EMMAOR_NELKT2-06A_2017","2017-06-13","2017-06-06",1,"success","2017-05-17","N"
"484","EMMAOR_NELKT2-06A_2017","2017-06-20","2017-06-13",2,"success","2017-05-17","N"
"485","EMMAOR_NELKT2-06A_2017","2017-06-26","2017-06-20",3,"success","2017-05-17","N"
"486","EMMAOR_NELKT2-06A_2017","2017-06-28","2017-06-26",4,"success","2017-05-17","N"
"487","EMMAOR_NELKT2-06A_2017","2017-07-03","2017-06-28",5,"success","2017-05-17","F"
"488","EMMAOR_NELKT2-07A_2021","2021-07-07","2021-07-01",1,"success","2021-05-28","N"
"489","EMMAOR_NELKT2-07A_2021","2021-07-08","2021-07-07",2,"success","2021-05-28","N"
"490","EMMAOR_NELKT2-07A_2021","2021-07-09","2021-07-08",3,"success","2021-05-28","F"
"491","EMMAOR_NELKT2-10A_2019","2019-06-25","2019-06-21",1,"success","2019-05-29","N"
"492","EMMAOR_NELKT2-10A_2019","2019-07-09","2019-06-25",2,"success","2019-05-29","N"
"493","EMMAOR_NELKT2-10A_2019","2019-07-12","2019-07-09",3,"success","2019-05-29","F"
"494","EMMAOR_NELKT3-01A_2017","2017-06-21","2017-06-15",1,"success","2017-05-26","N"
"495","EMMAOR_NELKT3-01A_2017","2017-06-26","2017-06-21",2,"success","2017-05-26","N"
"496","EMMAOR_NELKT3-01A_2017","2017-06-28","2017-06-26",3,"success","2017-05-26","N"
"497","EMMAOR_NELKT3-01A_2017","2017-07-05","2017-06-28",4,"success","2017-05-26","N"
"498","EMMAOR_NELKT3-01A_2017","2017-07-13","2017-07-05",5,"success","2017-05-26","F"
"499","EMMAOR_NELKT3-03A_2014","2014-06-30","2014-06-05",1,"failure","2014-99-99","9"
"500","EMMAOR_NELKT3-03A_2019","2019-06-27","2019-06-26",1,"failure","2019-06-08","N"
"501","EMMAOR_NELKT3-03A_2019","2019-06-30","2019-06-27",2,"failure","2019-06-08","N"
"502","EMMAOR_NELKT3-03A_2019","2019-07-01","2019-06-30",3,"failure","2019-06-08","N"
"503","EMMAOR_NELKT3-08A_2021","2021-07-01","2021-06-25",1,"failure","2021-06-08","N"
"504","EMMAOR_NELKT3-08A_2021","2021-07-07","2021-07-01",2,"failure","2021-06-08","N"
"505","EMMAOR_NELKT3-08A_2021","2021-07-08","2021-07-07",3,"failure","2021-06-08","N"
"506","EMMAOR_NELKT3-08A_2021","2021-07-09","2021-07-08",4,"failure","2021-06-08","N"
"507","EMMAOR_NELKT3-08A_2021","2021-07-12","2021-07-09",5,"failure","2021-06-08","N"
"508","EMMAOR_NFLAGC1-02A_2015","2015-07-06","2015-07-01",1,"success","2015-05-30","N"
"509","EMMAOR_NFLAGC1-02A_2015","2015-07-08","2015-07-06",2,"success","2015-05-30","N"
"510","EMMAOR_NFLAGC1-02A_2015","2015-07-14","2015-07-08",3,"success","2015-05-30","F"
"511","EMMAOR_NFLAGC1-05A_2015","2015-07-01","2015-06-15",1,"failure","2015-06-07","I"
"512","EMMAOR_NFLAGC1-05A_2019","2019-06-17","2019-06-05",1,"success","2019-05-30","N"
"513","EMMAOR_NFLAGC1-05A_2019","2019-06-21","2019-06-17",2,"success","2019-05-30","N"
"514","EMMAOR_NFLAGC1-05A_2019","2019-07-09","2019-06-21",3,"success","2019-05-30","N"
"515","EMMAOR_NFLAGC1-05A_2019","2019-07-12","2019-07-09",4,"success","2019-05-30","N"
"516","EMMAOR_NFLAGC1-05A_2019","2019-07-19","2019-07-12",5,"success","2019-05-30","F"
"517","EMMAOR_NFLAGC1-06A_2016","2016-07-11","2016-07-06",1,"success","2016-06-04","N"
"518","EMMAOR_NFLAGC1-06A_2016","2016-07-14","2016-07-11",2,"success","2016-06-04","N"
"519","EMMAOR_NFLAGC1-06A_2016","2016-07-20","2016-07-14",3,"success","2016-06-04","F"
"520","EMMAOR_NFLAGC1-06A_2016","2016-07-21","2016-07-20",4,"success","2016-06-04","F"
"521","EMMAOR_NFLAGC1-06A_2017","2017-06-13","2017-06-06",1,"success","2017-05-25","N"
"522","EMMAOR_NFLAGC1-06A_2017","2017-06-20","2017-06-13",2,"success","2017-05-25","N"
"523","EMMAOR_NFLAGC1-06A_2017","2017-06-28","2017-06-20",3,"success","2017-05-25","N"
"524","EMMAOR_NFLAGC1-06A_2017","2017-07-03","2017-06-28",4,"success","2017-05-25","N"
"525","EMMAOR_NFLAGC1-06A_2017","2017-07-13","2017-07-03",5,"success","2017-05-25","F"
"526","EMMAOR_NFLAGC1-07A_2014","2014-06-19","2014-06-10",1,"failure","2014-99-99","N"
"527","EMMAOR_NFLAGC1-07A_2014","2014-07-08","2014-06-19",2,"failure","2014-99-99","N"
"528","EMMAOR_NFLAGC1-08A_2015","2015-07-01","2015-06-10",1,"success","2015-05-24","N"
"529","EMMAOR_NFLAGC1-08A_2015","2015-07-06","2015-07-01",2,"success","2015-05-24","N"
"530","EMMAOR_NFLAGC1-08A_2015","2015-07-08","2015-07-06",3,"success","2015-05-24","F"
"531","EMMAOR_NFLAGC2-03A_2019","2019-07-10","2019-07-01",1,"success","2019-06-05","N"
"532","EMMAOR_NFLAGC2-03A_2019","2019-07-19","2019-07-10",2,"success","2019-06-05","F"
"533","EMMAOR_NFLAGC2-06A_2019","2019-07-10","2019-07-09",1,"success","2019-06-12","N"
