"Card_number","Site_transect","Site","Transect","Side","Year_tagged","Observer","Depth_ft","Shore_dist_m","Distance_m","Max_Diam_1_cm","X_coordinates_m","Y_coordinates_m","Visit_ID","Visit_Date","Stipe_num","Presence","Visit_interval","prev_Stipes","Month","Year","prev_Visit_Date","sst_mean","wave_h_mean_cm","wave_p_mean","Substrate_Code","max_slope"
1048,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,542.51,87,35,244458.5006,3811032.085,"R0","2015-08-19",11,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1048,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,542.51,87,35,244458.5006,3811032.085,"R1","2015-12-17",NA,0,1,11,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1049,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,547.51,82,30,244457.3212,3811027.226,"R0","2015-08-19",9,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1049,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,547.51,82,30,244457.3212,3811027.226,"R1","2015-12-17",NA,0,1,9,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"SS",0
1054,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,527.51,102,60,244462.0386,3811046.662,"R0","2015-08-19",24,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1054,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,527.51,102,60,244462.0386,3811046.662,"R1","2015-12-17",NA,0,1,24,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1057,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,536.51,93,110,244459.9158,3811037.916,"R0","2015-08-19",43,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1057,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,536.51,93,110,244459.9158,3811037.916,"R1","2015-12-17",NA,0,1,43,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1115,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,544.51,85,50,244458.0288,3811030.142,"R0","2015-08-19",19,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1115,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,544.51,85,50,244458.0288,3811030.142,"R1","2015-12-17",NA,0,1,19,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",1
1131,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,535.51,94,100,244460.1516,3811038.888,"R0","2015-08-19",32,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1131,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,535.51,94,100,244460.1516,3811038.888,"R1","2015-12-17",NA,0,1,32,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"SS",0
1132,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,546.51,83,40,244457.5571,3811028.198,"R0","2015-08-19",24,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
1132,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,546.51,83,40,244457.5571,3811028.198,"R1","2015-12-17",NA,0,1,24,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"SS",0
1135,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,542.51,87,40,244458.5006,3811032.085,"R0","2015-08-19",7,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1135,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,542.51,87,40,244458.5006,3811032.085,"R1","2015-12-17",NA,0,1,7,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1210,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,561.51,68,40,244454.0191,3811013.621,"R0","2015-08-19",22,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1210,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,561.51,68,40,244454.0191,3811013.621,"R1","2015-12-17",NA,0,1,22,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1255,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",35.0897,613.51,16,90,244441.7539,3810963.089,"R0","2015-08-19",25,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1255,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",35.0897,613.51,16,90,244441.7539,3810963.089,"R1","2015-12-17",NA,0,1,25,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1343,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",35.0897,612.51,17,80,244441.9898,3810964.06,"R0","2015-08-19",12,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1343,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",35.0897,612.51,17,80,244441.9898,3810964.06,"R1","2015-12-17",NA,0,1,12,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1353,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,507.51,122,50,244466.756,3811066.098,"R0","2015-08-19",35,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1353,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",33.0897,507.51,122,50,244466.756,3811066.098,"R1","2015-12-17",NA,0,1,35,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",1
1374,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",32.0897,455.51,174,40,244479.0211,3811116.631,"R0","2015-08-19",13,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1374,"Hope Ranch_3","Hope Ranch",3,"West",1,"Brandon Doheny",32.0897,455.51,174,40,244479.0211,3811116.631,"R1","2015-12-17",NA,0,1,13,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1461,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,627.51,2,49,244438.4517,3810949.484,"R0","2015-08-19",19,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1461,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,627.51,2,49,244438.4517,3810949.484,"R1","2015-12-17",NA,0,1,19,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1534,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,526.51,103,30,244462.2745,3811047.634,"R0","2015-08-19",9,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1534,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,526.51,103,30,244462.2745,3811047.634,"R1","2015-12-17",NA,0,1,9,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1551,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,628.51,1,64,244438.2159,3810948.512,"R0","2015-08-19",32,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1551,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,628.51,1,64,244438.2159,3810948.512,"R1","2015-12-17",NA,0,1,32,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1552,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,552.51,77,57,244456.1419,3811022.367,"R0","2015-08-19",11,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1552,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,552.51,77,57,244456.1419,3811022.367,"R1","2015-12-17",NA,0,1,11,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1559,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,553.51,76,42,244455.906,3811021.396,"R0","2015-08-19",13,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1559,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,553.51,76,42,244455.906,3811021.396,"R1","2015-12-17",NA,0,1,13,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",1
1569,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,524.51,105,65,244462.7462,3811049.577,"R0","2015-08-19",12,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1569,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,524.51,105,65,244462.7462,3811049.577,"R1","2015-12-17",NA,0,1,12,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1612,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,551.51,78,62,244456.3777,3811023.339,"R0","2015-08-19",14,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1612,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,551.51,78,62,244456.3777,3811023.339,"R1","2015-12-17",NA,0,1,14,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",1
1619,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,553.51,76,53,244455.906,3811021.396,"R0","2015-08-19",24,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1619,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",32.0897,553.51,76,53,244455.906,3811021.396,"R1","2015-12-17",NA,0,1,24,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",1
1635,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,516.51,113,47,244464.6331,3811057.352,"R0","2015-08-19",31,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1635,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",33.0897,516.51,113,47,244464.6331,3811057.352,"R1","2015-12-17",NA,0,1,31,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
1684,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,628.51,1,53,244438.2159,3810948.512,"R0","2015-08-19",27,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1684,"Hope Ranch_3","Hope Ranch",3,"East",1,"Sarah Sampson",35.0897,628.51,1,53,244438.2159,3810948.512,"R1","2015-12-17",NA,0,1,27,12,2015,"2015-08-19",20.05,62.55,2.26929596417633,"S",0
2004,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",39.6783,496.51,133,30,244469.3505,3811076.787,"R0","2016-08-26",5,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2004,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",39.6783,496.51,133,30,244469.3505,3811076.787,"R5","2016-12-02",NA,0,1,5,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2091,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",30.2537,489.51,140,30,244471.0016,3811083.59,"R0","2016-08-26",12,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2091,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",30.2537,489.51,140,30,244471.0016,3811083.59,"R5","2016-12-02",NA,0,1,12,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R0","2016-08-26",2,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R5","2016-12-02",8,1,1,2,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R6","2017-03-10",17,1,2,8,3,2017,"2016-12-02",14.120306122449,54.4081632653061,2.29407121835632,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R7","2017-06-13",0,1,3,17,6,2017,"2017-03-10",14.0723157894737,57.1789473684211,1.96099658874455,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R8","2017-10-05",2,1,4,0,10,2017,"2017-06-13",18.7884210526316,43.0175438596491,0.825780932337706,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R9","2018-01-30",7,1,5,2,1,2018,"2017-10-05",16.5578632478632,45.5982905982906,1.42641503242494,"S",0
2238,"Hope Ranch_3","Hope Ranch",3,"West",2,"Rose Dodgen",34.2537,612.81,17,20,244441.919,3810963.769,"R10","2018-06-04",26,1,6,7,6,2018,"2018-01-30",13.77632,48.736,1.27521163664067,"S",0
2540,"Hope Ranch_3","Hope Ranch",3,"East",2,"Kyle Emery",35.0903,504.51,125,20,244467.4636,3811069.013,"R0","2016-08-26",2,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2540,"Hope Ranch_3","Hope Ranch",3,"East",2,"Kyle Emery",35.0903,504.51,125,20,244467.4636,3811069.013,"R5","2016-12-02",NA,0,1,2,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2548,"Hope Ranch_3","Hope Ranch",3,"East",2,"Kyle Emery",34.5477,627.51,2,30,244438.4517,3810949.484,"R0","2016-08-26",5,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2548,"Hope Ranch_3","Hope Ranch",3,"East",2,"Kyle Emery",34.5477,627.51,2,30,244438.4517,3810949.484,"R5","2016-12-02",6,1,1,5,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2548,"Hope Ranch_3","Hope Ranch",3,"East",2,"Kyle Emery",34.5477,627.51,2,30,244438.4517,3810949.484,"R6","2017-03-10",NA,0,2,6,3,2017,"2016-12-02",14.120306122449,54.4081632653061,2.29407121835632,"S",0
2940,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",29.2537,474.51,155,20,244474.5396,3811098.167,"R0","2016-08-26",2,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
2940,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",29.2537,474.51,155,20,244474.5396,3811098.167,"R5","2016-12-02",1,1,1,2,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
2940,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",29.2537,474.51,155,20,244474.5396,3811098.167,"R7","2017-06-13",0,1,2,1,6,2017,"2016-12-02",14.0966839378238,55.7720207253886,2.13012256647488,"S",0
2940,"Hope Ranch_3","Hope Ranch",3,"East",2,"Jessica Madden",29.2537,474.51,155,20,244474.5396,3811098.167,"R8","2017-10-05",NA,0,3,0,10,2017,"2017-06-13",18.7884210526316,43.0175438596491,0.825780932337706,"S",0
2670,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",25.5602,565.51,64,20,244453.0756,3811009.734,"R0","2017-10-05",3,1,0,NA,10,2017,NA,NA,NA,NA,"S",0
2670,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",25.5602,565.51,64,20,244453.0756,3811009.734,"R9","2018-01-30",8,1,1,3,1,2018,"2017-10-05",16.5578632478632,45.5982905982906,1.42641503242494,"S",0
2670,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",25.5602,565.51,64,20,244453.0756,3811009.734,"R10","2018-06-04",42,1,2,8,6,2018,"2018-01-30",13.77632,48.736,1.27521163664067,"S",0
2775,"Hope Ranch_3","Hope Ranch",3,"West",3,"Laura Beresford",22.3836,571.51,58,60,244451.6604,3811003.904,"R0","2017-10-05",32,1,0,NA,10,2017,NA,NA,NA,NA,"S",0
2775,"Hope Ranch_3","Hope Ranch",3,"West",3,"Laura Beresford",22.3836,571.51,58,60,244451.6604,3811003.904,"R10","2018-06-04",114,1,1,32,6,2018,"2017-10-05",15.1211157024793,47.2190082644628,1.34831410485042,"S",0
2818,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",24.7373,564.51,65,50,244453.3115,3811010.706,"R0","2017-10-05",18,1,0,NA,10,2017,NA,NA,NA,NA,"S",0
2818,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",24.7373,564.51,65,50,244453.3115,3811010.706,"R9","2018-01-30",27,1,1,18,1,2018,"2017-10-05",16.5578632478632,45.5982905982906,1.42641503242494,"S",0
2818,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",24.7373,564.51,65,50,244453.3115,3811010.706,"R10","2018-06-04",73,1,2,27,6,2018,"2018-01-30",13.77632,48.736,1.27521163664067,"S",0
2827,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",27.7373,594.51,35,80,244446.2354,3810981.552,"R0","2017-10-05",20,1,0,NA,10,2017,NA,NA,NA,NA,"S",0
2827,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",27.7373,594.51,35,80,244446.2354,3810981.552,"R9","2018-01-30",28,1,1,20,1,2018,"2017-10-05",16.5578632478632,45.5982905982906,1.42641503242494,"S",0
2827,"Hope Ranch_3","Hope Ranch",3,"East",3,"Jessica Madden",27.7373,594.51,35,80,244446.2354,3810981.552,"R10","2018-06-04",56,1,2,28,6,2018,"2018-01-30",13.77632,48.736,1.27521163664067,"S",0
2881,"Hope Ranch_3","Hope Ranch",3,"West",3,"Jessica Madden",23.6015,464.51,165,40,244476.8983,3811107.885,"R0","2017-10-05",5,1,0,NA,10,2017,NA,NA,NA,NA,"SS",0
2881,"Hope Ranch_3","Hope Ranch",3,"West",3,"Jessica Madden",23.6015,464.51,165,40,244476.8983,3811107.885,"R9","2018-01-30",NA,0,1,5,1,2018,"2017-10-05",16.5578632478632,45.5982905982906,1.42641503242494,"SS",0
1032,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",31.8147,525.65,114,120,244511.9183,3811026.982,"R0","2015-08-21",28,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1032,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",31.8147,525.65,114,120,244511.9183,3811026.982,"R1","2015-12-17",NA,0,1,28,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1041,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",33.8147,572.65,67,120,244504.0774,3810980.641,"R0","2015-08-21",86,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1041,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",33.8147,572.65,67,120,244504.0774,3810980.641,"R1","2015-12-17",NA,0,1,86,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1098,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",34.8147,616.65,23,50,244496.737,3810937.258,"R0","2015-08-21",18,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
1098,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",34.8147,616.65,23,50,244496.737,3810937.258,"R1","2015-12-17",10,1,1,18,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"B",0
1098,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",34.8147,616.65,23,50,244496.737,3810937.258,"R2","2016-04-01",NA,0,2,10,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"B",0
1183,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",33.8147,576.65,63,43,244503.4101,3810976.697,"R0","2015-08-21",8,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1183,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",33.8147,576.65,63,43,244503.4101,3810976.697,"R1","2015-12-17",NA,0,1,8,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1187,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",31.8147,513.65,126,70,244513.9202,3811038.814,"R0","2015-08-21",18,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1187,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",31.8147,513.65,126,70,244513.9202,3811038.814,"R1","2015-12-17",NA,0,1,18,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1352,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",33.8147,576.65,63,37,244503.4101,3810976.697,"R0","2015-08-21",11,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1352,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",33.8147,576.65,63,37,244503.4101,3810976.697,"R1","2015-12-17",7,1,1,11,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1352,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",33.8147,576.65,63,37,244503.4101,3810976.697,"R2","2016-04-01",NA,0,2,7,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1357,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,39,244499.4063,3810953.033,"R0","2015-08-21",13,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1357,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,39,244499.4063,3810953.033,"R1","2015-12-17",1,1,1,13,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1357,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,39,244499.4063,3810953.033,"R2","2016-04-01",0,1,2,1,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1357,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,39,244499.4063,3810953.033,"R3","2016-06-22",NA,0,3,0,6,2016,"2016-04-01",15.1068292682927,63.1463414634146,1.98311081328767,"S",0
1426,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,596.65,43,27,244500.0736,3810956.977,"R0","2015-08-21",9,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1426,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,596.65,43,27,244500.0736,3810956.977,"R1","2015-12-17",NA,0,1,9,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R0","2015-08-21",7,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R1","2015-12-17",7,1,1,7,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R2","2016-04-01",0,1,2,7,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R3","2016-06-22",1,1,3,0,6,2016,"2016-04-01",15.1068292682927,63.1463414634146,1.98311081328767,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R4","2016-08-26",4,1,4,1,8,2016,"2016-06-22",18.9889230769231,57.5692307692308,1.33873051452806,"S",0
1428,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,600.65,39,43,244499.4063,3810953.033,"R5","2016-12-02",NA,0,5,4,12,2016,"2016-08-26",17.7176530612245,57.2244897959184,1.83908516260314,"S",0
1429,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,49,244500.2404,3810957.963,"R0","2015-08-21",17,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1429,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,49,244500.2404,3810957.963,"R1","2015-12-17",25,1,1,17,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1429,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,49,244500.2404,3810957.963,"R2","2016-04-01",NA,0,2,25,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1437,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,30,244500.2404,3810957.963,"R0","2015-08-21",6,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1437,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,30,244500.2404,3810957.963,"R1","2015-12-17",22,1,1,6,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1437,"Hope Ranch_4","Hope Ranch",4,"East",1,"Sarah Sampson",34.8147,595.65,44,30,244500.2404,3810957.963,"R2","2016-04-01",NA,0,2,22,4,2016,"2015-12-17",15.0766981132075,84.8584905660377,5.1025400668108,"S",0
1477,"Hope Ranch_4","Hope Ranch",4,"East",1,"David Abady",33.8147,585.65,54,7,244501.9087,3810967.823,"R0","2015-08-21",9,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1477,"Hope Ranch_4","Hope Ranch",4,"East",1,"David Abady",33.8147,585.65,54,7,244501.9087,3810967.823,"R1","2015-12-17",NA,0,1,9,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1479,"Hope Ranch_4","Hope Ranch",4,"East",1,"David Abady",33.8147,584.65,55,12,244502.0755,3810968.809,"R0","2015-08-21",14,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1479,"Hope Ranch_4","Hope Ranch",4,"East",1,"David Abady",33.8147,584.65,55,12,244502.0755,3810968.809,"R1","2015-12-17",NA,0,1,14,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",0
1492,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",34.8147,594.65,45,110,244500.4072,3810958.949,"R0","2015-08-21",32,1,0,NA,8,2015,NA,NA,NA,NA,"S",1
1492,"Hope Ranch_4","Hope Ranch",4,"West",1,"Brandon Doheny",34.8147,594.65,45,110,244500.4072,3810958.949,"R1","2015-12-17",NA,0,1,32,12,2015,"2015-08-21",20.0516949152542,62.9576271186441,2.29709035935999,"S",1
1493,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",30.8147,498.65,141,50,244516.4226,3811053.604,"R0","2015-08-21",9,1,0,NA,8,2015,NA,NA,NA,NA,"S",0
1493,"Hope Ranch_4","Hope Ranch",4,"East",1,"Brandon Doheny",30.8147,498.65,141,50,244516.4226,3811053.604,"R3","2016-06-22",6,1,1,9,6,2016,"2015-08-21",17.0032352941176,70.5947712418301,3.18477449730723,"S",0
