"","Card_number","Site_transect","Site","Transect","Side","Year_tagged","Observer","Depth_ft","Shore_dist_m","Distance_m","Max_Diam_1_cm","X_coordinates_m","Y_coordinates_m","Visit_ID","Visit_Date","Stipe_num","Presence","Visit_interval","prev_Stipes","Month","Year","prev_Visit_Date","sst_mean","wave_h_mean_cm","wave_p_mean","Substrate_Code","max_slope"
"1682",2130,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",18.0621,359.96,244,45,236302.7183,3810887.448,"R0","2015-08-27",37,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
"1683",2130,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",18.0621,359.96,244,45,236302.7183,3810887.448,"R1","2015-12-17",NA,0,1,37,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"B",0
"1684",2131,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",27.2353,433.96,170,25,236275.4328,3810818.662,"R0","2015-08-27",6,1,0,NA,8,2015,NA,NA,NA,NA,"SS",1
"1685",2131,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",27.2353,433.96,170,25,236275.4328,3810818.662,"R1","2015-12-17",NA,0,1,6,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",1
"1686",2134,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",25.2353,426.96,177,30,236278.0139,3810825.168,"R0","2015-08-27",17,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
"1687",2134,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",25.2353,426.96,177,30,236278.0139,3810825.168,"R1","2015-12-17",NA,0,1,17,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"B",0
"1688",2136,"Isla Vista_2","Isla Vista",2,"West",1,"Brandon Doheny",23.0621,381.96,222,25,236294.6064,3810866.998,"R0","2015-08-27",7,1,0,NA,8,2015,NA,NA,NA,NA,"SS",1
"1689",2136,"Isla Vista_2","Isla Vista",2,"West",1,"Brandon Doheny",23.0621,381.96,222,25,236294.6064,3810866.998,"R1","2015-12-17",NA,0,1,7,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",1
"1690",2138,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",21.0621,371.96,232,25,236298.2936,3810876.293,"R0","2015-08-27",10,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
"1691",2138,"Isla Vista_2","Isla Vista",2,"West",1,"David Abady",21.0621,371.96,232,25,236298.2936,3810876.293,"R1","2015-12-17",NA,0,1,10,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",0
"1692",2139,"Isla Vista_2","Isla Vista",2,"West",1,"Brandon Doheny",23.0621,382.96,221,50,236294.2377,3810866.068,"R0","2015-08-27",42,1,0,NA,8,2015,NA,NA,NA,NA,"B",0
"1693",2139,"Isla Vista_2","Isla Vista",2,"West",1,"Brandon Doheny",23.0621,382.96,221,50,236294.2377,3810866.068,"R1","2015-12-17",NA,0,1,42,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"B",0
"1694",2141,"Isla Vista_2","Isla Vista",2,"West",1,"Sarah Sampson",29.2353,457.96,146,26,236266.5835,3810796.353,"R0","2015-08-27",8,1,0,NA,8,2015,NA,NA,NA,NA,"SS",1
"1695",2141,"Isla Vista_2","Isla Vista",2,"West",1,"Sarah Sampson",29.2353,457.96,146,26,236266.5835,3810796.353,"R1","2015-12-17",5,1,1,8,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",1
"1696",2141,"Isla Vista_2","Isla Vista",2,"West",1,"Sarah Sampson",29.2353,457.96,146,26,236266.5835,3810796.353,"R2","2016-03-24",NA,0,2,5,3,2016,"2015-12-17",15.1520408163265,84.030612244898,5.57825990925183,"SS",1
"1697",2142,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",31.2353,468.96,135,58,236262.5276,3810786.128,"R0","2015-08-27",53,1,0,NA,8,2015,NA,NA,NA,NA,"SS",0
"1698",2142,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",31.2353,468.96,135,58,236262.5276,3810786.128,"R1","2015-12-17",34,1,1,53,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",0
"1699",2142,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",31.2353,468.96,135,58,236262.5276,3810786.128,"R2","2016-03-24",NA,0,2,34,3,2016,"2015-12-17",15.1520408163265,84.030612244898,5.57825990925183,"SS",0
"1700",2143,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",18.0621,336.96,267,39,236311.1989,3810908.827,"R0","2015-08-27",13,1,0,NA,8,2015,NA,NA,NA,NA,"B",1
"1701",2143,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",18.0621,336.96,267,39,236311.1989,3810908.827,"R1","2015-12-17",3,1,1,13,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"B",1
"1702",2143,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",18.0621,336.96,267,39,236311.1989,3810908.827,"R2","2016-03-24",NA,0,2,3,3,2016,"2015-12-17",15.1520408163265,84.030612244898,5.57825990925183,"B",1
"1703",2145,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",22.0621,384.96,219,51,236293.5003,3810864.209,"R0","2015-08-27",20,1,0,NA,8,2015,NA,NA,NA,NA,"B",1
"1704",2145,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",22.0621,384.96,219,51,236293.5003,3810864.209,"R1","2015-12-17",13,1,1,20,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"B",1
"1705",2145,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",22.0621,384.96,219,51,236293.5003,3810864.209,"R3","2016-06-23",22,1,2,13,6,2016,"2015-12-17",14.9943915343915,73.2592592592593,3.8971818484802,"B",1
"1706",2145,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",22.0621,384.96,219,51,236293.5003,3810864.209,"R4","2016-08-15",33,1,3,22,8,2016,"2016-06-23",18.951320754717,54.9433962264151,1.50210193018302,"B",1
"1707",2145,"Isla Vista_2","Isla Vista",2,"East",1,"Sarah Sampson",22.0621,384.96,219,51,236293.5003,3810864.209,"R5","2016-11-29",NA,0,4,33,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",1
"1708",2150,"Isla Vista_2","Isla Vista",2,"East",1,"Frankie Puerzer",25.2353,415.96,188,30,236282.0699,3810835.393,"R0","2015-08-27",23,1,0,NA,8,2015,NA,NA,NA,NA,"SS",1
"1709",2150,"Isla Vista_2","Isla Vista",2,"East",1,"Frankie Puerzer",25.2353,415.96,188,30,236282.0699,3810835.393,"R1","2015-12-17",13,1,1,23,12,2015,"2015-08-27",19.8842857142857,62.1160714285714,2.47967680523396,"SS",1
"1710",2150,"Isla Vista_2","Isla Vista",2,"East",1,"Frankie Puerzer",25.2353,415.96,188,30,236282.0699,3810835.393,"R2","2016-03-24",10,1,2,13,3,2016,"2015-12-17",15.1520408163265,84.030612244898,5.57825990925183,"SS",1
"1711",2150,"Isla Vista_2","Isla Vista",2,"East",1,"Frankie Puerzer",25.2353,415.96,188,30,236282.0699,3810835.393,"R3","2016-06-23",NA,0,3,10,6,2016,"2016-03-24",14.8246153846154,61.6593406593407,2.08679009072614,"SS",1
"1712",1921,"Isla Vista_2","Isla Vista",2,"West",2,"Jessica Madden",36.4913,357.96,246,30,236303.4558,3810889.307,"R0","2016-08-16",8,1,0,NA,8,2016,NA,NA,NA,NA,"C",1
"1713",1921,"Isla Vista_2","Isla Vista",2,"West",2,"Jessica Madden",36.4913,357.96,246,30,236303.4558,3810889.307,"R5","2016-11-29",16,1,1,8,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"C",1
"1714",1921,"Isla Vista_2","Isla Vista",2,"West",2,"Jessica Madden",36.4913,357.96,246,30,236303.4558,3810889.307,"R6","2017-03-08",NA,0,2,16,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"C",1
"1715",1940,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",32.6553,545.96,58,65,236234.1359,3810714.553,"R0","2016-08-15",16,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1716",1940,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",32.6553,545.96,58,65,236234.1359,3810714.553,"R5","2016-11-29",14,1,1,16,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",1
"1717",1940,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",32.6553,545.96,58,65,236234.1359,3810714.553,"R6","2017-03-08",NA,0,2,14,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",1
"1718",1944,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",34.6179,555.96,48,40,236230.4487,3810705.258,"R0","2016-08-15",5,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1719",1944,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",34.6179,555.96,48,40,236230.4487,3810705.258,"R5","2016-11-29",NA,0,1,5,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",0
"1720",1945,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",34.6783,548.96,55,55,236233.0297,3810711.765,"R0","2016-08-15",7,1,0,NA,8,2016,NA,NA,NA,NA,"C",0
"1721",1945,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",34.6783,548.96,55,55,236233.0297,3810711.765,"R5","2016-11-29",NA,0,1,7,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"C",0
"1722",1948,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",37.6783,545.96,58,70,236234.1359,3810714.553,"R0","2016-08-15",12,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1723",1948,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",37.6783,545.96,58,70,236234.1359,3810714.553,"R5","2016-11-29",7,1,1,12,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",1
"1724",1948,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",37.6783,545.96,58,70,236234.1359,3810714.553,"R6","2017-03-08",NA,0,2,7,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",1
"1725",1958,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",36.6783,413.96,190,20,236282.8073,3810837.253,"R0","2016-08-16",7,1,0,NA,8,2016,NA,NA,NA,NA,"C",1
"1726",1958,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",36.6783,413.96,190,20,236282.8073,3810837.253,"R5","2016-11-29",14,1,1,7,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"C",1
"1727",1958,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",36.6783,413.96,190,20,236282.8073,3810837.253,"R6","2017-03-08",NA,0,2,14,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"C",1
"1728",1978,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",22.1015,466.96,137,40,236263.265,3810787.987,"R0","2016-08-15",9,1,0,NA,8,2016,NA,NA,NA,NA,"S",1
"1729",1978,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",22.1015,466.96,137,40,236263.265,3810787.987,"R5","2016-11-29",NA,0,1,9,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"S",1
"1730",2003,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",30.2537,382.96,221,50,236294.2377,3810866.068,"R0","2016-08-16",30,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1731",2003,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",30.2537,382.96,221,50,236294.2377,3810866.068,"R5","2016-11-29",9,1,1,30,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1732",2003,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",30.2537,382.96,221,50,236294.2377,3810866.068,"R7","2017-06-20",29,1,2,9,6,2017,"2016-11-29",14.1137438423645,55.8571428571429,2.25516359270027,"B",0
"1733",2003,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",30.2537,382.96,221,50,236294.2377,3810866.068,"R8","2017-10-09",NA,0,3,29,10,2017,"2017-06-20",18.7621621621622,42.5765765765766,0.923487998377208,"B",0
"1734",2008,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6783,576.96,27,180,236222.7055,3810685.738,"R0","2016-08-15",161,1,0,NA,8,2016,NA,NA,NA,NA,"SS",0
"1735",2008,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6783,576.96,27,180,236222.7055,3810685.738,"R5","2016-11-29",14,1,1,161,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"SS",0
"1736",2008,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6783,576.96,27,180,236222.7055,3810685.738,"R6","2017-03-08",NA,0,2,14,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"SS",0
"1737",2152,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,428.96,175,60,236277.2765,3810823.309,"R0","2016-08-16",53,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1738",2152,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,428.96,175,60,236277.2765,3810823.309,"R5","2016-11-29",38,1,1,53,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1739",2152,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,428.96,175,60,236277.2765,3810823.309,"R6","2017-03-08",NA,0,2,38,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",0
"1740",2164,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,371.96,232,45,236298.2936,3810876.293,"R0","2016-08-16",7,1,0,NA,8,2016,NA,NA,NA,NA,"SS",0
"1741",2164,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,371.96,232,45,236298.2936,3810876.293,"R5","2016-11-29",NA,0,1,7,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"SS",0
"1742",2165,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",33.6179,502.96,101,70,236249.991,3810754.523,"R0","2016-08-15",64,1,0,NA,8,2016,NA,NA,NA,NA,"SS",0
"1743",2165,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",33.6179,502.96,101,70,236249.991,3810754.523,"R5","2016-11-29",15,1,1,64,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"SS",0
"1744",2165,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",33.6179,502.96,101,70,236249.991,3810754.523,"R6","2017-03-08",NA,0,2,15,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"SS",0
"1745",2167,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,418.96,185,20,236280.9637,3810832.605,"R0","2016-08-16",9,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1746",2167,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,418.96,185,20,236280.9637,3810832.605,"R5","2016-11-29",21,1,1,9,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1747",2167,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,418.96,185,20,236280.9637,3810832.605,"R6","2017-03-08",15,1,2,21,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",0
"1748",2167,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",25.7511,418.96,185,20,236280.9637,3810832.605,"R7","2017-06-20",NA,0,3,15,6,2017,"2017-03-08",14.1172115384615,55.6538461538462,1.96702285032707,"B",0
"1749",2170,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",25.7511,428.96,175,30,236277.2765,3810823.309,"R0","2016-08-16",7,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1750",2170,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",25.7511,428.96,175,30,236277.2765,3810823.309,"R5","2016-11-29",NA,0,1,7,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1751",2173,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",20.7511,371.96,232,40,236298.2936,3810876.293,"R0","2016-08-16",8,1,0,NA,8,2016,NA,NA,NA,NA,"SS",0
"1752",2173,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",20.7511,371.96,232,40,236298.2936,3810876.293,"R5","2016-11-29",29,1,1,8,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"SS",0
"1753",2173,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",20.7511,371.96,232,40,236298.2936,3810876.293,"R6","2017-03-08",NA,0,2,29,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"SS",0
"1754",2202,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,439.96,164,70,236273.2205,3810813.084,"R0","2016-08-16",18,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
"1755",2202,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,439.96,164,70,236273.2205,3810813.084,"R5","2016-11-29",38,1,1,18,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"S",0
"1756",2202,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,439.96,164,70,236273.2205,3810813.084,"R6","2017-03-08",NA,0,2,38,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"S",0
"1757",2208,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",19.7511,378.96,225,60,236295.7126,3810869.786,"R0","2016-08-16",27,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1758",2208,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",19.7511,378.96,225,60,236295.7126,3810869.786,"R5","2016-11-29",NA,0,1,27,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",1
"1759",2212,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",21.7511,382.96,221,30,236294.2377,3810866.068,"R0","2016-08-16",5,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1760",2212,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",21.7511,382.96,221,30,236294.2377,3810866.068,"R5","2016-11-29",NA,0,1,5,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1761",2219,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,590.96,13,120,236217.5434,3810672.724,"R0","2016-08-15",79,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1762",2219,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,590.96,13,120,236217.5434,3810672.724,"R5","2016-11-29",5,1,1,79,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",0
"1763",2219,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,590.96,13,120,236217.5434,3810672.724,"R6","2017-03-08",NA,0,2,5,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",0
"1764",2228,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",24.7511,416.96,187,70,236281.7011,3810834.464,"R0","2016-08-16",17,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1765",2228,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",24.7511,416.96,187,70,236281.7011,3810834.464,"R5","2016-11-29",17,1,1,17,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",1
"1766",2228,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",24.7511,416.96,187,70,236281.7011,3810834.464,"R6","2017-03-08",11,1,2,17,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",1
"1767",2228,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",24.7511,416.96,187,70,236281.7011,3810834.464,"R7","2017-06-20",NA,0,3,11,6,2017,"2017-03-08",14.1172115384615,55.6538461538462,1.96702285032707,"B",1
"1768",2230,"Isla Vista_2","Isla Vista",2,"East",2,"Jessica Madden",18.7511,342.96,261,10,236308.9866,3810903.25,"R0","2016-08-16",2,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1769",2230,"Isla Vista_2","Isla Vista",2,"East",2,"Jessica Madden",18.7511,342.96,261,10,236308.9866,3810903.25,"R5","2016-11-29",NA,0,1,2,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",0
"1770",2241,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",36.6179,558.96,45,40,236229.3425,3810702.469,"R0","2016-08-15",10,1,0,NA,8,2016,NA,NA,NA,NA,"B",0
"1771",2241,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",36.6179,558.96,45,40,236229.3425,3810702.469,"R5","2016-11-29",15,1,1,10,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"B",0
"1772",2241,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",36.6179,558.96,45,40,236229.3425,3810702.469,"R6","2017-03-08",NA,0,2,15,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",0
"1773",2245,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",24.7511,416.96,187,60,236281.7011,3810834.464,"R0","2016-08-16",47,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1774",2245,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",24.7511,416.96,187,60,236281.7011,3810834.464,"R5","2016-11-29",5,1,1,47,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",1
"1775",2245,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",24.7511,416.96,187,60,236281.7011,3810834.464,"R6","2017-03-08",7,1,2,5,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"B",1
"1776",2245,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",24.7511,416.96,187,60,236281.7011,3810834.464,"R7","2017-06-20",NA,0,3,7,6,2017,"2017-03-08",14.1172115384615,55.6538461538462,1.96702285032707,"B",1
"1777",2256,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,595.96,8,200,236215.6998,3810668.076,"R0","2016-08-15",27,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
"1778",2256,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,595.96,8,200,236215.6998,3810668.076,"R5","2016-11-29",8,1,1,27,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"S",0
"1779",2256,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",38.6179,595.96,8,200,236215.6998,3810668.076,"R6","2017-03-08",NA,0,2,8,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"S",0
"1780",2271,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,373.96,230,60,236297.5562,3810874.434,"R0","2016-08-16",24,1,0,NA,8,2016,NA,NA,NA,NA,"SS",0
"1781",2271,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,373.96,230,60,236297.5562,3810874.434,"R5","2016-11-29",42,1,1,24,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"SS",0
"1782",2271,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,373.96,230,60,236297.5562,3810874.434,"R6","2017-03-08",NA,0,2,42,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"SS",0
"1783",2272,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",27.7511,445.96,158,45,236271.0082,3810807.507,"R0","2016-08-16",19,1,0,NA,8,2016,NA,NA,NA,NA,"B",1
"1784",2272,"Isla Vista_2","Isla Vista",2,"West",2,"Katrina Malakov",27.7511,445.96,158,45,236271.0082,3810807.507,"R5","2016-11-29",NA,0,1,19,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"B",1
"1785",2275,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,438.96,165,30,236273.5892,3810814.014,"R0","2016-08-16",14,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
"1786",2275,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,438.96,165,30,236273.5892,3810814.014,"R5","2016-11-29",19,1,1,14,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"S",0
"1787",2275,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,438.96,165,30,236273.5892,3810814.014,"R8","2017-10-09",106,1,2,19,10,2017,"2016-11-29",15.756974522293,51.1624203821656,1.78441202910199,"S",0
"1788",2275,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",27.7511,438.96,165,30,236273.5892,3810814.014,"R9","2018-02-02",NA,0,3,106,2,2018,"2017-10-09",16.3611206896552,45.7672413793103,1.58084957212483,"S",0
"1789",2276,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,372.96,231,30,236297.9249,3810875.364,"R0","2016-08-16",5,1,0,NA,8,2016,NA,NA,NA,NA,"S",0
"1790",2276,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,372.96,231,30,236297.9249,3810875.364,"R5","2016-11-29",15,1,1,5,11,2016,"2016-08-16",17.7557142857143,56.1238095238095,1.8300146290691,"S",0
"1791",2276,"Isla Vista_2","Isla Vista",2,"West",2,"Sarah Sampson",20.7511,372.96,231,30,236297.9249,3810875.364,"R6","2017-03-08",NA,0,2,15,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"S",0
"1792",2286,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",34.6179,533.96,70,60,236238.5606,3810725.708,"R0","2016-08-15",7,1,0,NA,8,2016,NA,NA,NA,NA,"S",1
"1793",2286,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",34.6179,533.96,70,60,236238.5606,3810725.708,"R5","2016-11-29",10,1,1,7,11,2016,"2016-08-15",17.7697169811321,56.188679245283,1.82209078734353,"S",1
"1794",2286,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",34.6179,533.96,70,60,236238.5606,3810725.708,"R6","2017-03-08",43,1,2,10,3,2017,"2016-11-29",14.110101010101,56.0707070707071,2.5578568978196,"S",1
"1795",2286,"Isla Vista_2","Isla Vista",2,"East",2,"Sarah Sampson",34.6179,533.96,70,60,236238.5606,3810725.708,"R7","2017-06-15",NA,0,3,43,6,2017,"2017-03-08",13.9952525252525,56.5656565656566,2.03446037875338,"S",1
